台词ID,下一句台词ID,显示类型,[对话角色]类型,[对话角色]ID,情绪模组ID,动作ID,眼睛表情路径,是否眨眼
615210504,,,1,1521,,,,
615230101,615230102,,1,1523,,,,
615230102,615230103,,1,1523,,,,
615230103,,,1,1523,,,,
615230201,615230202,1,2,,,,,
615230202,615230203,,1,1523,,,,
615230203,,,1,1523,,,,
615230204,615230205,,2,,,,,
615230205,615230206,,1,1523,,,,
615230206,615230207,,1,1523,,,,
615230207,615230208,,1,1523,,,,
615230208,,,1,1523,,,,
615230209,615230210,,2,,,,,
615230210,615230211,,1,1523,,,,
615230211,615230212,,1,1523,,,,
615230212,615230213,,1,1523,,,,
615230213,615230214,,1,1523,,,,
615230214,,,1,1523,,,,
615230301,615230302,,2,,,,,
615230302,615230303,,1,1523,,,,
615230303,,,1,1523,,,,
615230401,615230402,,2,,,,,
615230402,615230403,,1,1523,,,,
615230403,615230404,,1,1523,,,,
615230404,615230405,,1,1523,,,,
615230405,615230406,,1,1523,,,,
615230406,,,1,1523,,,,
615230501,615230502,,2,,,,,
615230502,615230503,,1,1523,,,,
615230503,615230504,,1,1523,,,,
615230504,615230505,,1,1523,,,,
615230505,615230506,,1,1523,,,,
615230506,,,1,1523,,,,
615250101,615250102,,1,1525,,,,
615250102,,,1,1525,,,,
615250201,615250202,,2,,,,,
615250202,615250203,,1,1525,,,,
615250203,615250204#615250210,,1,1525,,,,
615250204,615250205,,2,,,,,
615250205,615250206,,1,1525,,,,
615250206,615250207,1,2,,,,,
615250207,615250208,,1,1525,,,,
615250208,615250209,,1,1525,,,,
615250209,,,1,1525,,,,
615250210,615250211,,2,,,,,
615250211,615250212,,1,1525,,,,
615250212,615250213,,1,1525,,,,
615250213,615250214,,1,1525,,,,
615250214,,,1,1525,,,,
615250301,615250302,,2,,,,,
615250302,615250303,,1,1525,,,,
615250303,,,1,1525,,,,
615250501,615250502,,2,,,,,
615250502,615250503,,1,1525,,,,
615250503,615250504#615250513,,1,1525,,,,
615250504,615250505,,2,,,,,
615250505,615250506,,1,1525,,,,
615250506,615250507,1,2,,,,,
615250507,615250508,,1,1525,,,,
615250508,615250509,,1,1525,,,,
615250509,615250510,,1,1525,,,,
615250510,615250511,,1,1525,,,,
615250511,615250512,,1,1525,,,,
615250512,,,1,1525,,,,
615250513,615250514,,2,,,,,
615250514,615250515,,1,1525,,,,
615250515,615250516,,1,1525,,,,
615250516,615250517,,1,1525,,,,
615250517,,,1,1525,,,,
615250701,615250702,,2,,,,,
615250702,615250703,,1,1525,,,,
615250703,615250704#615250513,,1,1525,,,,
615250704,615250705,,2,,,,,
615250705,615250706,,1,1525,,,,
615250706,615250707,1,2,,,,,
615250707,615250708,,1,1525,,,,
615250708,615250709,,1,1525,,,,
615250709,615250710,,1,1525,,,,
615250710,615250711,,1,1525,,,,
615250711,615250712,,1,1525,,,,
615250712,615250713,,1,1525,,,,
615250713,615250714,,1,1525,,,,
615250714,,,1,1525,,,,
615250901,615250902,1,2,,,,,
615250902,615250903,,1,1525,,,,
615250903,615250904,,1,1525,,,,
615250904,615250905,,1,1525,,,,
615250905,,,1,1525,,,,
615270101,,,1,1527,,,,
615270201,615270202,,2,,,,,
615270202,615270203,,1,1527,,,,
615270203,615270204,,1,1527,,,,
615270204,615270205#615270211,,1,1527,,,,
615270205,615270206,,2,,,,,
615270206,615270207,,1,1527,,,,
615270207,615270208,,1,1527,,,,
615270208,615270209,,1,1527,,,,
615270209,615270210,,1,1527,,,,
615270210,,,1,1527,,,,
615270211,615270212,,2,,,,,
615270212,615270213,,1,1527,,,,
615270213,615270214,,1,1527,,,,
615270214,615270215,,1,1527,,,,
615270215,615270216,,1,1527,,,,
615270216,615270217,,1,1527,,,,
615270217,615270218,,1,1527,,,,
615270218,615270219,,1,1527,,,,
615270219,,,1,1527,,,,
615270301,615270302,,2,,,,,
615270302,,,1,1527,,,,
615290101,,,1,1529,,,,
615290201,615290202,,2,,,,,
615290202,615290203,,1,1529,,,,
615290203,615290204,,1,1529,,,,
615290204,615290205#615290209,,1,1529,,,,
615290205,615290206,,2,,,,,
615290206,615290207,,1,1529,,,,
615290207,615290208,,1,1529,,,,
615290208,,,1,1529,,,,
615290209,615290210,,2,,,,,
615290210,615290211,,1,1529,,,,
615290211,615290212,,1,1529,,,,
615290212,,,1,1529,,,,
615290301,615290302,,1,1529,,,,
615290302,615290303,,1,1529,,,,
615290303,,,1,1529,,,,
615310101,,,1,1531,,,,
615310201,615310202,,2,,,,,
615310202,615310203,,1,1531,,,,
615310203,615310204,,1,1531,,,,
615310204,,,1,1531,,,,
615310301,615310302,,2,,,,,
615310302,615310303,,1,1531,,,,
615310303,615310304,,1,1531,,,,
615310304,615310305,1,2,,,,,
615310305,615310306,,1,1531,,,,
615310306,615310307,,1,1531,,,,
615310307,,,1,1531,,,,
615310401,615310402,,2,,,,,
615310402,,,1,1531,,,,
615350101,,,1,1535,,,,
615350201,615350202,,2,,,,,
615350202,615350203,,1,1535,,,,
615350203,615350204,,1,1535,,,,
615350204,615350205,,1,1535,,,,
615350205,,,1,1535,,,,
615350301,615350302,,2,,,,,
615350302,615350303,,1,1535,,,,
615350303,615350304,,1,1535,,,,
615350304,615350305,,1,1535,,,,
615350305,,,1,1535,,,,
615350401,615350402,,2,,,,,
615350402,,,1,1535,,,,
615390101,,,1,1539,,,,
615390201,615390202,,2,,,,,
615390202,615390203,,1,1539,,,,
615390203,,,1,1539,,,,
615390301,615390302,,2,,,,,
615390302,615390303,,1,1539,,,,
615390303,615390304#615390307,,1,1539,,,,
615390304,615390305,,2,,,,,
615390305,615390306,,1,1539,,,,
615390306,,,1,1539,,,,
615390307,615390308,,2,,,,,
615390308,615390309,,1,1539,,,,
615390309,615390310,,1,1539,,,,
615390310,,,1,1539,,,,
615390401,615390402,,2,,,,,
615390402,,,1,1539,,,,
615410101,,,1,1541,,,,
615410201,615410202,,2,,,,,
615410202,,,1,1541,,,,
615410301,615410302,,2,,,,,
615410302,615410303,,1,1541,,,,
615410303,615410304,,1,1541,,,,
615410304,615410305,,1,1541,,,,
615410305,,,1,1541,,,,
615410401,615410402,,2,,,,,
615410402,,,1,1541,,,,
615410501,615410502,,2,,,,,
615410502,,,1,1541,,,,
615410601,615410602,,2,,,,,
615410602,615410603,,1,1541,,,,
615410603,615410604,,1,1541,,,,
615410604,,,1,1541,,,,
615410701,615410702,1,2,,,,,
615410702,615410703,,1,1541,,,,
615410703,615410704,,1,1541,,,,
615410704,615410705,,1,1541,,,,
615410705,,,1,1541,,,,
615430101,,,1,1543,,,,
615430201,615430202,,2,,,,,
615430202,615430203,,1,1543,,,,
615430203,,,1,1543,,,,
615430301,615430302,,2,,,,,
615430302,615430303,,1,1543,,,,
615430303,615430304,,1,1543,,,,
615430304,,,1,1543,,,,
615430305,615430306,1,2,,,,,
615430306,,,1,1543,,,,
615430401,615430402,,2,,,,,
615430402,,,1,1543,,,,
615430501,,,1,1543,,,,
615430601,615430602,,2,,,,,
615430602,615430603,,1,1543,,,,
615430603,,,1,1543,,,,
615430701,615430702,,2,,,,,
615430702,615430703,,1,1543,,,,
615430703,615430704,,1,1543,,,,
615430704,,,1,1543,,,,
615430801,615430802,,2,,,,,
615430802,615430803,,1,1543,,,,
615430803,,,1,1543,,,,
615430901,615430902,,2,,,,,
615430902,,,1,1543,,,,
615450101,,,1,1545,,,,
615450201,615450202,,2,,,,,
615450202,,,1,1545,,,,
615450203,615450204,1,2,,,,,
615450204,,,1,1545,,,,
615450301,615450302,,2,,,,,
615450302,,,1,1545,,,,
615470101,,,1,1547,,,,
615470201,615470202,,2,,,,,
615470202,615470203,,1,1547,,,,
615470203,615470204#615470208,,1,1547,,,,
615470204,615470205,,2,,,,,
615470205,615470206,,1,1547,,,,
615470206,615470207,,1,1547,,,,
615470207,,,1,1547,,,,
615470208,615470209,,2,,,,,
615470209,615470210,,1,1547,,,,
615470210,615470211,,1,1547,,,,
615470211,,,1,1547,,,,
615470301,615470302,,2,,,,,
615470302,,,1,1547,,,,
615470401,615470402,1,2,,,,,
615470402,615470403,,1,1547,,,,
615470403,615470404,,1,1547,,,,
615470404,,,1,1547,,,,
615530101,615530102,,1,1553,,,,
615530102,,,1,1553,,,,
615530201,615530202,,2,,,,,
615530202,615530203,,1,1553,,,,
615530203,615530204,,1,1553,,,,
615530204,615530205#615530217,,1,1553,,,,
615530205,615530206,,2,,,,,
615530206,615530207,,1,1553,,,,
615530207,615530208,,1,1553,,,,
615530208,615530209,,1,1553,,,,
615530209,615530210,,1,1553,,,,
615530210,615530211,1,2,,,,,
615530211,615530212,,1,1553,,,,
615530212,615530213,,1,1553,,,,
615530213,615530214,,1,1553,,,,
615530214,615530215,,1,1553,,,,
615530215,615530216,,1,1553,,,,
615530216,,,1,1553,,,,
615530217,615530218,,2,,,,,
615530218,615530219,,1,1553,,,,
615530219,615530220,,1,1553,,,,
615530220,,,1,1553,,,,
615530301,615530302,,2,,,,,
615530302,,,1,1553,,,,
615550101,,,1,1555,,,,
615550201,615550202,,2,,,,,
615550202,615550203,,1,1555,,,,
615550203,615550204,,1,1555,,,,
615550204,,,1,1555,,,,
615550205,615550206,1,2,,,,,
615550206,615550207,,1,1555,,,,
615550207,615550208#615550210,,1,1555,,,,
615550208,615550209,,2,,,,,
615550209,,,1,1555,,,,
615550210,615550211,,2,,,,,
615550211,615550212,,1,1555,,,,
615550212,615550213,,1,1555,,,,
615550213,615550214,,1,1555,,,,
615550214,615550215,,1,1555,,,,
615550215,,,1,1555,,,,
615550301,615550302,,2,,,,,
615550302,615550303,,1,1555,,,,
615550303,615550304,,1,1555,,,,
615550304,,,1,1555,,,,
615550401,615550402,,2,,,,,
615550402,,,1,1555,,,,
615610101,,,1,1561,,,,
615610201,615610202,,2,,,,,
615610202,615610203,,1,1561,,,,
615610203,615610204,,1,1561,,,,
615610204,,,1,1561,,,,
615610301,615610302,,2,,,,,
615610302,615610303,,1,1561,,,,
615610303,615610304,,1,1561,,,,
615610304,,,1,1561,,,,
615610401,615610402,,2,,,,,
615610402,,,1,1561,,,,
615670101,,,1,1567,,,,
615670201,615670202,,2,,,,,
615670202,615670203,,1,1567,,,,
615670203,615670204,,1,1567,,,,
615670204,,,1,1567,,,,
615670301,615670302,,2,,,,,
615670302,615670303,,1,1567,,,,
615670303,,,1,1567,,,,
615670401,615670402,,2,,,,,
615670402,,,1,1567,,,,
615670501,615670502,,2,,,,,
615670502,615670503,,1,1567,,,,
615670503,615670504,,1,1567,,,,
615670504,,,1,1567,,,,
615690101,,,1,1569,,,,
615690201,615690202,,2,,,,,
615690202,615690203,,1,1569,,,,
615690203,615690204,,1,1569,,,,
615690204,615690205,,1,1569,,,,
615690205,615690206,,1,1569,,,,
615690206,,,1,1569,,,,
615690301,615690302,,2,,,,,
615690302,,,1,1569,,,,
615690401,615690402,,2,,,,,
615690402,615690403,,1,1569,,,,
615690403,615690404,,1,1569,,,,
615690404,,,1,1569,,,,
615490101,,,1,1549,,,,
615490201,,,1,1549,,,,
615490301,615490302,,2,,,,,
615490302,615490303,,1,1549,,,,
615490303,,,1,1549,,,,
615490304,615490305,,2,,,,,
615490305,615490306,,1,1549,,,,
615490306,615490307,,1,1549,,,,
615490307,615490308,,1,1549,,,,
615490308,,,1,1549,,,,
615490309,615490310,,2,,,,,
615490310,615490311,,1,1549,,,,
615490311,615490312,,1,1549,,,,
615490312,,,1,1549,,,,
615490313,615490314,1,2,,,,,
615490314,615490315,,1,1549,,,,
615490315,615490316,,1,1549,,,,
615490316,615490317,,1,1549,,,,
615490317,,,1,1549,,,,
615490401,615490402,,2,,,,,
615490402,615490403,,1,1549,,,,
615490403,,,1,1549,,,,
615330101,,,1,1533,,,,
615330201,,,1,1533,,,,
615330301,615330302,,2,,,,,
615330302,615330303,,1,1533,,,,
615330303,615330304,,1,1533,,,,
615330304,615330305,,1,1533,,,,
615330305,615330306,,1,1533,,,,
615330306,,,1,1533,,,,
615330401,615330402,,2,,,,,
615330402,615330403,,1,1533,,,,
615330403,615330404,,1,1533,,,,
615330404,615330405,,1,1533,,,,
615330405,,,1,1533,,,,
615330501,615330502,,2,,,,,
615330502,615330503,,1,1533,,,,
615330503,615330504,,1,1533,,,,
615330504,615330505,,1,1533,,,,
615330505,615330506,,1,1533,,,,
615330506,,,1,1533,,,,
615330601,615330602,,2,,,,,
615330602,,,1,1533,,,,
615370101,,,1,1537,,,,
615370201,615370202,,2,,,,,
615370202,615370203,,1,1537,,,,
615370203,615370204,,1,1537,,,,
615370204,,,1,1537,,,,
615370301,615370302,,2,,,,,
615370302,615370303,,1,1537,,,,
615370303,615370304,,1,1537,,,,
615370304,615370305,,1,1537,,,,
615370305,,,1,1537,,,,
615370401,615370402,,2,,,,,
615370402,,,1,1537,,,,
615370501,615370502,,1,1537,,,,
615370502,,,1,1537,,,,
615370601,615370602,,2,,,,,
615370602,615370603,,1,1537,,,,
615370603,615370604,,1,1537,,,,
615370604,,,1,1537,,,,
615370701,615370702,,2,,,,,
615370702,615370703,,1,1537,,,,
615370703,615370704,,1,1537,,,,
615370704,615370801,,1,1537,,,,
615370801,615370802,1,2,,,,,
615370802,,,1,1537,,,,
615370901,615370902,,2,,,,,
615370902,,,1,1537,,,,
615371001,615371002,,2,,,,,
615371002,,,1,1537,,,,
615371101,,,1,1537,,,,
615371201,615371202,1,2,,,,,
615371202,615371203,,1,1537,,,,
615371203,615371204,,1,1537,,,,
615371204,615371205,,1,1537,,,,
615371205,,,1,1537,,,,
615371301,615371302,,1,1537,,,,
615371302,,,1,1537,,,,
615371401,615371402,1,2,,,,,
615371402,615371403,,1,1537,,,,
615371403,615371404,,1,1537,,,,
615371404,615371405,,1,1537,,,,
615371405,,,1,1537,,,,
615630101,,,1,1563,,,,
615630201,615630202,1,2,,,,,
615630202,615630203,,1,1563,,,,
615630203,615630204#615630206#615630232,,1,1563,,,,
615630204,615630205,1,2,,,,,
615630205,615630218#615630224#615630228,,1,1563,,,,
615630206,615630207,1,2,,,,,
615630207,615630208,,1,1563,,,,
615630208,615630209,,1,1563,,,,
615630209,,,1,1563,,,,
615630218,615630219,1,2,,,,,
615630219,615630220,,1,1563,,,,
615630220,615630221,,1,1563,,,,
615630221,615630222,,1,1563,,,,
615630222,615630223,,1,1563,,,,
615630223,,,1,1563,,,,
615630224,615630225,,2,,,,,
615630225,615630226,,1,1563,,,,
615630226,615630227,,1,1563,,,,
615630227,,,1,1563,,,,
615630228,615630229,1,2,,,,,
615630229,615630230,,1,1563,,,,
615630230,615630231,,1,1563,,,,
615630231,,,1,1563,,,,
615630232,615630233,1,2,,,,,
615630233,615630234,,1,1563,,,,
615630234,,,1,1563,,,,
615630301,615630302,,2,,,,,
615630302,615630303,,1,1563,,,,
615630303,615630304,,1,1563,,,,
615630304,615630305,1,2,,,,,
615630305,615630306,,1,1563,,,,
615630306,615630307,,1,1563,,,,
615630307,615630308,,1,1563,,,,
615630308,,,1,1563,,,,
615630401,615630402,1,2,,,,,
615630402,,,1,1563,,,,
615590101,615590102,,1,1559,,,,
615590102,,,1,1559,,,,
615590201,,,1,1559,,,,
615590301,615590302,,2,,,,,
615590302,615590303,,1,1559,,,,
615590303,,,1,1559,,,,
615590401,615590402,,2,,,,,
615590402,615590403,,1,1559,,,,
615590403,615590404,,1,1559,,,,
615590404,,,1,1559,,,,
615590501,615590502,1,2,,,,,
615590502,,,1,1559,,,,
615590601,615590602,1,2,,,,,
615590602,615590603,,1,1559,,,,
615590603,615590604,,1,1559,,,,
615590604,615590605,,1,1559,,,,
615590605,,,1,1559,,,,
615570101,,,1,1557,,,,
615570201,615570202,1,2,,,,,
615570202,615570203,,1,1557,,,,
615570203,,,1,1557,,,,
615570204,615570205,1,2,,,,,
615570205,615570206,,1,1557,,,,
615570206,615570207,,1,1557,,,,
615570207,615570208,,1,1557,,,,
615570208,615570209,,1,1557,,,,
615570209,615570210,,1,1557,,,,
615570210,,,1,1557,,,,
615570301,615570302,1,2,,,,,
615570302,,,1,1557,,,,
615570401,615570402,1,2,,,,,
615570402,615570403,,1,1557,,,,
615570403,615570404,,1,1557,,,,
615570404,615570405,,1,1557,,,,
615570405,615570406,,1,1557,,,,
615570406,615570407,,1,1557,,,,
615570407,,,1,1557,,,,
615570501,615570502,1,2,,,,,
615570502,,,1,1557,,,,
615570601,615570602,1,2,,,,,
615570602,615570603,,1,1557,,,,
615570603,615570604,,1,1557,,,,
615570604,,,1,1557,,,,
615510101,,,1,1551,,,,
615510201,615510202,,2,,,,,
615510202,615510203,,1,1551,,,,
615510203,615510204,,1,1551,,,,
615510204,,,1,1551,,,,
615510301,615510302,,2,,,,,
615510302,615510303,,1,1551,,,,
615510303,615510304,,1,1551,,,,
615510304,615510305,,1,1551,,,,
615510305,615510306,1,2,,,,,
615510306,615510307,,1,1551,,,,
615510307,615510308,,1,1551,,,,
615510308,615510309,,1,1551,,,,
615510309,,,1,1551,,,,
615510401,615510402,,2,,,,,
615510402,,,1,1551,,,,
615650101,,,1,1565,,,,
615650201,615650202,,2,,,,,
615650202,615650203,,1,1565,,,,
615650203,615650204#615650210,,1,1565,,,,
615650204,615650205,1,2,,,,,
615650205,615650206,,1,1565,,,,
615650206,615650207,,1,1565,,,,
615650207,615650208,,1,1565,,,,
615650208,615650209,1,2,,,,,
615650209,,,1,1565,,,,
615650210,615650211,1,2,,,,,
615650211,615650212,,1,1565,,,,
615650212,615650213,,1,1565,,,,
615650213,,,1,1565,,,,
615650301,615650302,,2,,,,,
615650302,615650303,,1,1565,,,,
615650303,,,1,1565,,,,
615650401,615650402,,2,,,,,
615650402,615650403,,1,1565,,,,
615650403,,,1,1565,,,,
615650501,615650502,,2,,,,,
615650502,615650503,,1,1565,,,,
615650503,615650504,,1,1565,,,,
615650504,,,1,1565,,,,
615890101,,,1,1589,,,,
615890201,615890202,1,2,,,,,
615890202,615890203,,1,1589,,,,
615890203,615890204,,1,1589,,,,
615890204,,,1,1589,,,,
615890205,615890206,,2,,,,,
615890206,615890207,,1,1589,,,,
615890207,615890208,,1,1589,,,,
615890208,,,1,1589,,,,
615890209,615890210,,2,,,,,
615890210,615890211,,1,1589,,,,
615890211,615890212,,1,1589,,,,
615890212,,,1,1589,,,,
615890301,615890302,,2,,,,,
615890302,,,1,1589,,,,
615910101,,,1,1591,,,,
615910201,615910202,,2,,,,,
615910202,615910203,,1,1591,,,,
615910203,615910204,,1,1591,,,,
615910204,615910205#615910210,,1,1591,,,,
615910205,615910206,,2,,,,,
615910206,615910207,,1,1591,,,,
615910207,615910208,,1,1591,,,,
615910208,615910209,,1,1591,,,,
615910209,,,1,1591,,,,
615910210,615910211,,2,,,,,
615910211,615910212,,1,1591,,,,
615910212,615910213,,1,1591,,,,
615910213,,,1,1591,,,,
615910301,615910302,,2,,,,,
615910302,,,1,1591,,,,
615920101,,,1,1592,,,,
615920201,615920202,,2,,,,,
615920202,615920203,,1,1592,,,,
615920203,615920204,,1,1592,,,,
615920204,615920205#615920208,,1,1592,,,,
615920205,615920206,,2,,,,,
615920206,615920207,,1,1592,,,,
615920207,,,1,1592,,,,
615920208,615920209,,2,,,,,
615920209,615920210,,1,1592,,,,
615920210,615920211,,1,1592,,,,
615920211,615920212,,1,1592,,,,
615920212,615920213,1,2,,,,,
615920213,615920214,,1,1592,,,,
615920214,615920215,,1,1592,,,,
615920215,615920216,,1,1592,,,,
615920216,,,1,1592,,,,
615920301,615920302,,2,,,,,
615920302,,,1,1592,,,,
615950101,615950102,,1,1596,,,,
615950102,615950103,,1,1595,,,,
615950103,615950104,,1,1596,,,,
615950104,615950105,,1,1595,,,,
615950105,615950106,,1,1596,,,,
615950106,615950107,,1,1596,,,,
615950107,615950108,,1,1595,,,,
615950108,615950109,,1,1596,,,,
615950109,615950110,,1,1596,,,,
615950110,615950111,,1,1595,,,,
615950111,615950112,,1,1596,,,,
615950112,615950113,,1,1596,,,,
615950113,,,1,1596,,,,
615960101,615960102,,1,1596,,,,
615960102,615960103,,1,1595,,,,
615960103,615960104,,1,1595,,,,
615960104,615960105,,1,1595,,,,
615960105,615960106,,1,1596,,,,
615960106,615960107,,1,1595,,,,
615960107,615960108,,1,1595,,,,
615960108,615960109,,1,1596,,,,
615960109,,,1,1595,,,,
615810101,,,1,1581,,,,
615810201,615810202,,2,,,,,
615810202,615810203,,1,1581,,,,
615810203,,,1,1581,,,,
615810301,615810302,,2,,,,,
615810302,615810303,,1,1581,,,,
615810303,615810304,,1,1581,,,,
615810304,615810305,,1,1581,,,,
615810305,,,1,1581,,,,
615810306,615810307,,2,,,,,
615810307,615810308,,1,1581,,,,
615810308,615810309,,1,1581,,,,
615810309,,,1,1581,,,,
615810310,615810311,,2,,,,,
615810311,615810312,,1,1581,,,,
615810312,615810313,,1,1581,,,,
615810313,615810314,,1,1581,,,,
615810314,,,1,1581,,,,
615810401,615810402,,2,,,,,
615810402,615810403,,1,1581,,,,
615810403,,,1,1581,,,,
615830101,615830102,,1,1583,,,,
615830102,,,1,1583,,,,
615830201,615830202,,2,,,,,
615830202,615830203,,1,1583,,,,
615830203,,,1,1583,,,,
615830301,615830302,,2,,,,,
615830302,615830303,,1,1583,,,,
615830303,615830304,,1,1583,,,,
615830304,,,1,1583,,,,
615830401,615830402,,2,,,,,
615830402,,,1,1583,,,,
615850101,615850102,,1,1585,,,,
615850102,,,1,1585,,,,
615850201,615850202,,2,,,,,
615850202,615850203,,1,1585,,,,
615850203,615850204,,1,1585,,,,
615850204,,,1,1585,,,,
615850301,615850302,,2,,,,,
615850302,615850303,,1,1585,,,,
615850303,615850304,,1,1585,,,,
615850304,615850305,,1,1585,,,,
615850305,615850306,,1,1585,,,,
615850306,615850307,,1,1585,,,,
615850307,615850308,,1,1585,,,,
615850308,615850309,,1,1585,,,,
615850309,615850310,1,2,,,,,
615850310,615850311,,1,1585,,,,
615850311,615850312,,1,1585,,,,
615850312,615850313,,1,1585,,,,
615850313,615850314,,1,1585,,,,
615850314,,,1,1585,,,,
615850401,615850402,,2,,,,,
615850402,,,1,1585,,,,
615870101,,,1,1587,,,,
615870201,615870202,,2,,,,,
615870202,615870203,,1,1587,,,,
615870203,615870204,,1,1587,,,,
615870204,615870205,,1,1587,,,,
615870205,615870206#615870211,,1,1587,,,,
615870206,615870207,,2,,,,,
615870207,615870208,,1,1587,,,,
615870208,615870209,,1,1587,,,,
615870209,615870210,,1,1587,,,,
615870210,,,1,1587,,,,
615870211,615870212,,2,,,,,
615870212,615870213,,1,1587,,,,
615870213,615870214,,1,1587,,,,
615870214,615870215,,1,1587,,,,
615870215,,,1,1587,,,,
615870301,615870302,,2,,,,,
615870302,615870303,,1,1587,,,,
615870303,615870304,,1,1587,,,,
615870304,,,1,1587,,,,
615870305,615870306,1,2,,,,,
615870306,615870307,,1,1587,,,,
615870307,615870308,,1,1587,,,,
615870308,,,1,1587,,,,
615870401,615870402,,2,,,,,
615870402,,,1,1587,,,,
615870501,615870502,,2,,,,,
615870502,,,1,1587,,,,
614710101,,,1,1471,,,,
614710201,614710202,,2,,,,,
614710202,614710203,,1,1471,,,,
614710203,614710204,,1,1471,,,,
614710204,,,1,1471,,,,
614710301,614710302,,2,,,,,
614710302,614710303,,1,1471,,,,
614710303,614710304,,1,1471,,,,
614710304,,,1,1471,,,,
614710401,614710402,,2,,,,,
614710402,614710403,,1,1471,,,,
614710403,,,1,1471,,,,
614710501,614710502,,2,,,,,
614710502,614710503,,1,1471,,,,
614710503,614710504,,1,1471,,,,
614710504,,,1,1471,,,,
614730101,614730102,,1,1473,,,,
614730102,,,1,1473,,,,
614730201,614730202,,2,,,,,
614730202,614730203,,1,1473,,,,
614730203,,,1,1473,,,,
614730301,614730302,,2,,,,,
614730302,614730303,,1,1473,,,,
614730303,614730304,,1,1473,,,,
614730304,614730305,,1,1473,,,,
614730305,614730306,,1,1473,,,,
614730306,614730307,1,2,,,,,
614730307,614730308,,1,1473,,,,
614730308,614730309,,1,1473,,,,
614730309,614730310,,1,1473,,,,
614730310,614730311,,1,1473,,,,
614730311,614730312,,1,1473,,,,
614730312,,,1,1473,,,,
614730401,614730402,,2,,,,,
614730402,614730403,,1,1473,,,,
614730403,,,1,1473,,,,
614610101,,,1,1461,,,,
614610201,614610202,,2,,,,,
614610202,614610203,,1,1461,,,,
614610203,614610204,,1,1461,,,,
614610204,614610205,,1,1461,,,,
614610205,614610206,,1,1461,,,,
614610206,614610207,1,2,,,,,
614610207,614610208,,1,1461,,,,
614610208,614610209,,1,1461,,,,
614610209,614610210,,1,1461,,,,
614610210,614610211,,1,1461,,,,
614610211,,,1,1461,,,,
614610301,614610302,,2,,,,,
614610302,,,1,1461,,,,
614610401,614610402,,2,,,,,
