台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	情绪模组ID	动作ID	眼睛表情路径	是否眨眼
210060101	210060102		1	20027				
210060102	210060103		1	20027				
210060103	210060104		1	20027				
210060104	210060105		1	20027				
210060105	210060106		1	20027				
210060106	210060107		1	20027				
210060107			1	20027				
210060201	210060202		1	20047				
210060202	210060203		1	20047				
210060203	210060204		1	20047				
210060204	210060205		1	1243				
210060205	210060206		1	1243				
210060206			1	1243				
210060301	210060302		1	20056				
210060302			1	20056				
210060401	210060402		1	20057				
210060402	210060403		1	20057				
210060403	210060404		1	20057				
210060404	210060405		1	20057				
210060405			1	1243				
210060501	210060502		1	20058				
210060502	210060503		1	20058				
210060503	210060504		1	20058				
210060504	210060505		1	20058				
210060505			1	20058				
210060601	210060602		1	20139				
210060602	210060603		1	20139				
210060603	210060604		1	1005				
210060604			1	1005				
210050101			1	20029				
210050301			2					
210050201			2					
210050401			2					
210050501	210050502		1	20029				
210050502			1	20029				
210050601			1	20029				
210050701			2					
210050801	210050802		1	20029				
210050901	210050802		1	20029				
210051001	210050802		1	20029				
210051101	210051102		1	20029				
210051102	210050802		1	20029				
210050802			1	20029				
210051201			2					
210051301	210051302		1	20029				
210051302			1	20029				
210051401			2					
210051501			1	20029				
210051601			1	20029				
210051701			1	20029				
210070101			1	20030				
210070201	210070202		1	20070				
210070202	210070203		1	20070				
210070203			1	20070				
210070301	210070302		1	20072				
210070302	210070303		1	20072				
210070303	210070304		1	20072				
210070304			1	20072				
210070401	210070402		1	20071				
210070402	210070403		1	20071				
210070403			1	20071				
210070501	210070502		1	20069				
210070502			1	20069				
210070601	210070602		1	1005				
210070602	210070603		1	20070				
210070603	210070604		1	20072				
210070604	210070605		1	20071				
210070605	210070606		1	20069				
210070606	210070607		1	20069				
210070607	210070608		1	20069				
210070608	210070609		1	20069				
210070609	210070610		1	20069				
210070610			1	20069				
210070701	210070702		1	20069				
210070702	210070703	1	2					
210070703	210070704		1	20069				
210070704	210070705	1	2					
210070705	210070706		1	20069				
210070706	210070707		1	1005				
210070707	210070708		1	20069				
210070708	210070709		1	20069				
210070709			1	20069				
210070801			1	1005				
210070802			1	1005				
210070803			1	1005				
210070804			1	1005				
210070811			1	1005				
210070812			1	1005				
210070813			1	1005				
210070814			1	1005				
210070815			1	1005				
210070816			1	1005				
210070821			1	1005				
210070822			1	1005				
210070823			1	1005				
210070831			1	1005				
210070832			1	1005				
210100001	210100002		1	20029				
210100002	210100003	1	2					
210100003	210100004		1	20029				
210100004	210100005		1	20029				
210100005	210100006		1	20029				
210100006	210100007	1	2					
210100007			1	20029				
210100101	210100102		1	20029				
210100102	210100103	1	2					
210100103			1	20029				
210100201	210100202		1	20029				
210100202	210100203	1	2					
210100203	210100204		1	20029				
210100204			1	20029				
210120001	210120002		1	2311				
210120002	210120003	1	2					
210120003	210120004		1	2311				
210120004	210120005		1	2311				
210120005	210120006		1	2311				
210120006	210120007		1	2311				
210120007			1	2311				
210120101	210120102		2					
210120102	210120103		1	2311				
210120103			1	2311				
210120201	210120202		2					
210120202	210120203		1	2311				
210120203	210120104		1	2311				
210120204			1	2311				
210120301	210120302		1	2311				
210120302	210120303		1	2311				
210120303			1	2311				
210120401			2					
210120501			2					
210120601	210120602		1	2311				
210120602	210120603		1	2311				
210120603	210120604		1	2311				
210120604	210120605		1	2311				
210120605			1	2311				
210080000	210080001		1	2428				
210080001	210080002	1	2					
210080002	210080003		1	2428				
210080003	210080004		1	2428				
210080004			1	2428				
210089000			1	2428				
210089001			1	2428				
210080101	210080102		2					
210080102	210080103		1	2428				
210080103	210080104		1	2428				
210080104			1	2428				
210080201	210080202		2					
210080202	210080203		1	2428				
210080203	210080204		1	2428				
210080204	210080205		1	2428				
210080205			1	2428				
210080401	210080402		2					
210080402	210080403		1	2428				
210080403			1	2428				
210080501	210080502		2					
210080502	210080503		1	2428				
210080503			1	2428				
210080301			1	2428				
210081001	210081002		1	2428				
210081002			1	2428				
210090000	210090001		1	2430				
210090001	210090002	1	2					
210090002	210090003		1	2430				
210090003	210090004		1	2430				
210090004			1	2430				
210099000			1	2430				
210099001	210099002		1	2430				
210099002			1	2430				
210090101	210090102		2					
210090102	210090103		1	2430				
210090103	210090104		1	2430				
210090104			1	2430				
210090201	210090202		2					
210090202			1	2430				
210092001	210092002,210092004		1	2430				
210092002	210092003		2					
210092003			1	2430				
210092004	210092005		2					
210092005			1	2430				
210092006	210092007		1	2430				
210092007			1	2430				
210092008	210092099		1	2430				
210092099	210090102		1	2430				
210092009			1	2430				
210092010			1	2430				
210093001			1	2430				
210110101	210110102		1	20033				
210110102	210110103		1	20033				
210110103	210110104		1	20033				
210110104			1	20033				
210110201			1	20033				
210110401			1	20033				
210110501			1	20033				
210110601			1	20033				
210110701			1	20033				
210110801			1	20033				
210110301			1	20033				
210110302			1	20033				
210110303			1	20033				
210110304			1	20033				
210110305			1	20033				
210110306			1	20033				
210110307			1	20033				
210200001	210200002		1	20043				
210200002			1	20043				
210202001	210202002		1	20081				
210202002			1	20081				
210202101	210202102		2					
210202201	210202202		2					
210202301	210202302		2					
210202102			1	20046				
210202202			1	20046				
210202302			1	20046				
200000101			1	20003				
200000301			2					
200000201			2					
200000401			2					
200000501	200000502		1	20003				
200000502			1	20003				
200000601			1	20003				
200000701			2					
200000801	200000802		1	20003				
200000901	200000802		1	20003				
200001001	200000802		1	20003				
200001101	200001102		1	20003				
200001102	200000802		1	20003				
200000802			1	20003				
200001201			2					
200001301	200001302		1	20003				
200001302			1	20003				
200001401			2					
200001501			1	20003				
200001601			1	20003				
200001701			1	20003				
210130101			1	2310				
210130201	210130202		2					
210130202	210130203		1	2310				
210130203	210130204		1	2310				
210130204	210130205	1	2					
210130205	210130206		1	2310				
210130206	210130207		1	2310				
210130207	210130208		1	2310				
210130208			1	2310				
210130301	210130302		2					
210130302	210130303		1	2310				
210130303			1	2310				
210160101			1	20036				
210160301		1	2					
210160201		1	2					
210160401		1	2					
210160501	210160502		1	20036				
210160502			1	20036				
210160601			1	20036				
210160701		1	2					
210160801	210160802		1	20036				
210160901	210160802		1	20036				
210161001	210160802		1	20036				
210161101	210161102		1	20036				
210161102	210160802		1	20036				
210160802			1	20036				
210161201		1	2					
210161301	210161302		1	20036				
210161302			1	20036				
210161401		1	2					
210161501			1	20036				
210161601			1	20036				
210161701			1	20036				
210170101			1	20037				
210170301			2					
210170201			2					
210170401			2					
210170501	210170502		1	20037				
210170502			1	20037				
210170601			1	20037				
210170701			2					
210170801	210170802		1	20037				
210170901	210170802		1	20037				
210171001	210170802		1	20037				
210171101	210171102		1	20037				
210171102	210170802		1	20037				
210170802			1	20037				
210171201			2					
210171301	210171302		1	20037				
210171302			1	20037				
210171401			2					
210171501			1	20037				
210171601			1	20037				
210171701			1	20037				
210180101			1	2309				
210180501	210180502		2					
210180502	210180203		1	2309				
210180503	210180204		1	2309				
210180504			1	2309				
210180301	210180302		2					
210180302	210180303		1	2309				
210180303	210180304		1	2309				
210180304			1	2309				
210180401	210180402		2					
210180402	210180403		1	2309				
210180403			1	2309				
210180201	210180202		2					
210180202	210180203		1	2309				
210180203	210180204		1	2309				
210180204	210180205		1	2309				
210180205			1	2309				
210180601			1	230901				
210180701			1	230901				
210180801	210180802		1	230901				
210180802			1	230901				
210180901			1	230401				
210181001			1	230401				
210181101			1	230301				
210181201			1	230301				
210181301			1	230801				
210181401			1	230801				
210181501			1	230401				
210181601			1	230301				
210181701			1	230801				
220000101	220000102		1	203101				
220000102	220000103		1	203001				
220000103	220000104		1	203101				
220000104	220000105	1	2	 				
220000105	220000106		1	203101				
220000106	220000107		1	203101				
220000107	220000108,220000110		1	203101				
220000108	220000109		2	 				
220000109	220000115		1	203101				
220000110	220000111		2	 				
220000111	220000112		1	203101				
220000112	220000113		1	203101				
220000113	220000114		1	203101				
220000114	220000115		1	203101				
220000115			1	203101				
220000401			1	203101				
220000701	220000702		2	 				
220000702			1	203101				
220000201	220000202		2	 				
220000202	220000203		1	203101				
220000203	220000204		1	203101				
220000204	220000205	1	2	 				
220000205	220000206		1	207401				
220000206	220000207		1	203001				
220000207	220000208,220000209		1	203101				
220000208	220000210		2	 				
220000209	220000210		2	 				
220000210	220000211		1	203101				
220000211	220000212		1	203101				
220000212	220000213		1	203101				
220000213	220000214,220000215		1	1005				
220000214	220000216		2	 				
220000215	220000216		2	 				
220000216	220000217		1	203101				
220000217			1	203101				
220000301	220000302		1	203101				
220000302	220000303	1	2	 				
220000303	220000304		1	203101				
220000304	220000305		1	203101				
220000305	220000306		1	203001				
220000306	220000307		1	203101				
220000307			1	203001				
220000601			1	1005				
220000602			1	1005				
220000501	220000502		1	203101				
220000502	220000503	1	2	 				
220000503	220000504		1	203101				
220000504	220000505		1	203001				
220000505	220000506		1	203101				
220000506	220000507		1	203001				
220000507	220000508		1	203101				
220000508	220000509		1	203001				
220000509	220000510		1	203101				
220000510	220000511		1	203101				
220000511	220000512		1	203001				
220000512			1	203101				
220010101	220010102		1	203001				
220010102	220010103		1	203101				
220010103	220010104		1	207401				
220010104	220010105	1	2	 				
220010105	220010106		1	203001				
220010106	220010107		1	203001				
220010107	220010108		1	203001				
220010108	220010109,220010111		1	203001				
220010109	220010110		2	 				
220010110	220010113		1	203001				
220010111	220010112		2	 				
220010112	220010113		1	203001				
220010113			1	203001				
220010201			1	203001				
220010901	220010902		2	 				
220010902			1	203001				
220010601	220010602		2	 				
220010602	220010603		1	203001				
220010603	220010604		1	203001				
220010604	220010605		1	203001				
220010605	220010606	1	2	 				
220010606	220010607		1	203001				
220010607	220010608		1	203001				
220010608	220010609		1	203001				
220010609	220010610		1	1005				
220010610	220010611		1	203001				
220010611	220010612		1	203001				
220010612			1	203001				
220010301	220010302		1	203001				
220010302	220010303		1	203101				
220010303	220010304		1	203001				
220010304	220010305		1	203001				
220010305	220010306		1	203101				
220010306	220010307		1	203001				
220010307	220010308		1	203101				
220010308	220010309		1	203001				
220010309	220010310		1	1005				
220010310	220010311		1	207401				
220010311	220010312		1	207401				
220010312	220010313,220010315		1	207401				
220010313	220010314		2	 				
220010314			1	207401				
220010315	220010316		2	 				
220010316	220010317		1	207401				
220010317			1	207401				
220010401	220010402		1	207401				
220010402	220010403	1	1	 				
220010403	220010404		1	203001				
220010404	220010405		1	203101				
220010405	220010406		1	207401				
220010406	220010407		1	207401				
220010407	220010408		1	207401				
220010408	220010409		1	207401				
220010409	220010410		1	207401				
220010410	220010411		1	203101				
220010411	220010412		1	203001				
220010412	220010413		1	1005				
220010413	220010414,220010416		1	207401				
220010414	220010415		2	 				
220010415			1	207401				
220010416	220010417		2	 				
220010417	220010418		1	207401				
220010418			1	207401				
220010501			1	203001				
220010502			1	1005				
220010503			1	1005				
220010504			1	1005				
220010701	220010702		1	203101				
220010702	220010703		1	203001				
220010703	220010704		1	203101				
220010704	220010705		1	203001				
220010705			1	1005				
220010801	220010802		1	207401				
220010802	220010803	1	2	 				
220010803			1	207401				
220020101	220020102		1	203101				
220020102	220020103		1	207401				
220020103	220020104		1	203001				
220020104	220020105	1	2	 				
220020105	220020106		1	207401				
220020106	220020107		1	207401				
220020107	220020108		1	207401				
220020108	220020109,220020111		1	207401				
220020109	220020110		2	 				
220020110	220020113		1	207401				
220020111	220020112		2	 				
220020112	220020113		1	207401				
220020113			1	207401				
220020201	220020202		2	 				
220020202	220020203		1	207401				
220020203	220020204		1	207401				
220020204	220020205	1	1	 				
220020205	220020206		1	203101				
220020206	220020207		1	203001				
220020207	220020208,220020209		1	207401				
220020208	220020212		1	 				
220020209	220020210		1	 				
220020210	220020211		1	207401				
220020211	220020212		1	207401				
220020212	220020213		1	207401				
220020213	220020214		1	207401				
220020214	220020215		1	207401				
220020215	220020216		1	207401				
220020216	220020217		1	207401				
220020217			1	207401				
220020401			1	207401				
220020701	220020701		2	 				
220020702			1	207401				
220020501	220020502		1	207401				
220020502	220020503	1	2	 				
220020503	220020504		1	207401				
220020504			1	207401				
220020301	220020302		1	207401				
220020302	220020303	1	2	 				
220020303	220020304		1	207401				
220020304	220020305		1	207401				
220020305	220020306		1	1005				
220020306	220020307		1	207401				
220020307	220020308		1	207401				
220020308	220020309		1	1005				
220020309			1	207401				
220020601			1	1005				
220030101	220030102		1	220401				
220030102	220030103	1	2					
220030103	220030104		1	220401				
220030104	220030105		1	220401				
220030105	220030106		1	220401				
220030106	220030107		1	220401				
220030107	220030108		1	220401				
220030108	220030109		1	220401				
220030109	220030110,220030112		1	220401				
220030110	220030111		2					
220030111			1	220401				
220030112	220030113		2					
220030113	220030114		1	220401				
220030114	220030115		1	220401				
220030115			1	220401				
220030201	220030202,220030203		1	220401				
220030202			2					
220030203	220030204		2					
220030204			1	220401				
220030205			1	220401				
220030301	220030302		1	220401				
220030302	220030303		1	220401				
220030303	220030304		1	220401				
220030304	220030305		1	220401				
220030401	220030402		1	220401				
220030402	220030403	1	2					
220030403	220030404		1	220401				
220030404	220030405		1	220401				
220030405	220030406		1	220401				
220030406			1	220401				
220030501	220030502		1	220101				
220030502	220030503	1	2					
220030503	220030504		1	220101				
220030504			1	220101				
220030601	220030602		1	220401				
220030602	220030603	1	2					
220030603	220030604		1	220401				
220030604	220030605		1	220401				
220030605	220030606		1	220401				
220030606			1	220401				
220030701	220030702		1	220101				
220030702	220030703	1	2					
220030703	220030704		1	220101				
220030704	220030705		1	220101				
220030705	220030706		1	220101				
220030706	220030707		1	220101				
220030707			1	220101				
220040101	220040102		1	220101				
220040102	220040103	1	2					
220040103	220040104		1	220101				
220040104	220040105		1	220101				
220040105	220040106		1	220101				
220040106	220040107,220040109		1	220101				
220040107	220040108		2					
220040108	220040112		1	220101				
220040109	220040110		2					
220040110	220040111		1	220101				
220040111	220040112		1	220101				
220040112	220040113		1	1005				
220040113	220040114		1	220101				
220040114			1	1005				
220040201			1	1005				
220040202			1	220101				
220040203			1	1005				
220040204			1	220101				
220040205			1	220101				
220040206			1	1005				
220040207			1	1005				
220040208			1	1005				
220040209			1	220101				
220040210			1	220101				
220040301	220040302		1	1005				
220040302	220040303		1	1005				
220040303	220040304		1	220101				
220040304	220040305	1	2					
220040305	220040306		1	220101				
220040306	220040307		1	220101				
220040307	220040308		1	220101				
220040308	220040309		1	220101				
220040309	220040310		1	220101				
220040310			1	220101				
220050101	220050102		1	2421				
220050102	220050103	1	2					
220050103	220050104		1	2421				
220050104	220050105		1	2421				
220050105	220050106		1	2421				
220050106	220050107,220050108,220050109		1	2421				
220050107	220050110	1	2					
220050108	220050111	1	2					
220050109	220050114	1	2					
220050110			1	2421				
220050111	220050112		1	2421				
220050112	220050113		1	2421				
220050113			1	2421				
220050114	220050115		1	2421				
220050115			1	2421				
220050201	220050202,220050203		1	2421				
220050202	220050204	1	2					
220050203	220050207	1	2					
220050204	220050205		1	2421				
220050205	220050206		1	2421				
220050206			1	2421				
220050207	220050208		1	2421				
220050208			1	2421				
220050301	220050302		1	2421				
220050302	220050303	1	2					
220050303	220050304		1	2421				
220050304	220050305		1	2421				
220050305			1	2421				
220050401			1	1005				
220060101	220060102		1	2421				
220060102	220060103	1	2					
220060103	220060104		1	2421				
220060104	220060105		1	2421				
220060105	220060106,220060107		1	2421				
220060106	220060108	1	2					
220060107	220060110	1	2					
220060108	220060109		1	2421				
220060109			1	2421				
220060110	220060111		1	2421				
220060111			1	2421				
220060201	220060202		1	2421				
220060202	220060203	1	2					
220060203	220060204		1	2421				
220060204			1	2421				
220060301	220060302		1	2211				
220060302	220060303	1	2					
220060303	220060304		1	2211				
220060304	220060305		1	2211				
220060305	220060306		1	2211				
220060306	220060307		1	2211				
220060307	220060308	1	2					
220060308	220060309		1	2211				
220060309	220060310		1	2211				
220060310	220060311		1	2211				
220060311	220060312	1	2					
220060312	220060313		1	2211				
220060313	220060314		1	2211				
220060314	220060315		1	2211				
220060315	220060316		1	2211				
220060316	220060317		1	2211				
220060317	220060318,220060319		1	2211				
220060318	220060320	1	2					
220060319	220060323	1	2					
220060320	220060321		1	2211				
220060321	220060322		1	2211				
220060322	220060325		1	2211				
220060323	220060324		1	2211				
220060324	220060325		1	2211				
220060325	220060326		1	2211				
220060326	220060327		1	2211				
220060327			1	2211				
220060401			1	2211				
220060501			1	2421				
220060601	220060602,220060603		1	2421				
220060602	220060604	1	2					
220060603	220060606	1	2					
220060604	220060605		1	2421				
220060605	220060609		1	2421				
220060606	220060607		1	2421				
220060607	220060608		1	2421				
220060608	220060609		1	2421				
220060609	220060610		1	2421				
220060610			1	2421				
220060701	220060702,220060706		1	2211				
220060702	220060703	1	2					
220060703	220060704		1	2211				
220060704	220060705		1	2211				
220060705			1	2211				
220060706	220060707	1	2					
220060707	220060708		1	2211				
220060708	220060709		1	2211				
220060709	220060710		1	2211				
220060710			1	2211				
220070101	220070102		1	2421				
220070102	220070103	1	2					
220070103	220070104		1	2421				
220070104	220070105		1	2421				
220070105	220070106		1	2421				
220070106	220070107		1	2421				
220070107			1	2421				
220070108	220070110	1	2					
220070109	220070111	1	2					
220070110			1	2421				
220070111	220070112		1	2421				
220070112	220070113		1	2421				
220070113			1	2421				
220070201	220070202		1	2421				
220070202	220070203	1	2					
220070203	220070204		1	2421				
220070204	220070205		1	2421				
220070205			1	2421				
220070301	220070302		1	1005				
220070302	220070303,220070304		1	1005				
220070303	220070305	1	2					
220070304	220070306	1	2					
220070305			1	1005				
220070306			1	1005				
220070307			1	1005				
220070308			1	1005				
220070309			1	1005				
220070310			1	1005				
220070311			1	1005				
220070401	220070402		1	2421				
220070402	220070403	1	2					
220070403	220070404		1	2421				
220070404	220070405		1	2421				
220070405			1	2421				
220080101	220080102		1	2027				
220080102	220080103		1	2028				
220080103	220080104	1	2					
220080104	220080105		1	2027				
220080105	220080106		1	2027				
220080106	220080107		1	2027				
220080107	220080108,220080110,220080115		1	2027				
220080108	220080109		2					
220080109			1	2027				
220080110	220080111		2					
220080111	220080112		1	2027				
220080112	220080113		1	2027				
220080113	220080114		1	2027				
220080114			1	2027				
220080115	220080116		2					
220080116	220080117		1	2028				
220080117	220080118		1	2027				
220080118	220080119		1	2028				
220080119	220080120		1	2027				
220080120	220080121		1	2028				
220080121			1	2027				
220080201	220080202		1	2028				
220080202	220080203	1	2					
220080203	220080204		1	2028				
220080204	220080205		1	2027				
220080205	220080206		1	2028				
220080206	220080207		1	2027				
220080207	220080208		1	2028				
220080208			1	2027				
220080301			1	2027				
220080302			1	2027				
220080303			1	2027				
220080401	220080402		1	2028				
220080402	220080403	1	2					
220080403	220080404		1	2028				
220080404	220080405		1	2027				
220080405			1	2028				
221150101	221150102		1	2306				
221150102	221150103	1	2					
221150103	221150104		1	2306				
221150104	221150105		1	2306				
221150105	221150106		1	2306				
221150106	221150107		1	2306				
221150107	221150108,221150110		1	2306				
221150108	221150109		2					
221150109			1	2306				
221150110	221150111		2					
221150111	221150112		1	2306				
221150112			1	2306				
221150701	221150702		1	2306				
221150702	221150703	1	2					
221150703	221150704		1	2306				
221150704			1	2306				
221150201	221150202		1	1624				
221150202	221150203		1	1624				
221150203	221150204		1	1624				
221150204	221150205	1	2					
221150205	221150206		1	1624				
221150206			1	1624				
221150301	221150302		1	1005				
221150302	221150303		1	1005				
221150303			1	1005				
221150403			1	1005				
221150404			1	1005				
221150501	221150502		1	1624				
221150502	221150503	1	2					
221150503	221150504		1	1624				
221150504	221150505		1	1624				
221150505	221150506	1	2					
221150506	221150507		1	1624				
221150507	221150508		1	1624				
221150508	221150509		1	1624				
221150509	221150510		1	1624				
221150510	221150511		1	1624				
221150511	221150512		1	1624				
221150512	221150513		1	1624				
221150513			1	1624				
221150801	221150802		1	1624				
221150802	221150803	1	2					
221150803	221150804		1	1624				
221150804	221150805		1	1624				
221150805			1	1624				
221150601	221150602		1	2306				
221150602	221150603	1	2					
221150603	221150604		1	2306				
221150604	221150605		1	2306				
221150605	221150606		1	2306				
221150606	221150607		1	2306				
221150607	221150608		1	2306				
221150608			1	2306				
221160101	221160102		1	1624				
221160102	221160103	1	2					
221160103	221160104		1	1624				
221160104	221160105		1	1624				
221160105	221160106		1	1624				
221160201	221160202	1	2					
221160202			1	1624				
221160301	221160302	1	2					
221160302	221160303		1	1624				
221160303	221160304		1	1624				
221160304	221160305		1	1624				
221160305	221160306		1	1624				
221160306	221160307		1	1624				
221160307			1	1624				
221160401			1	1005				
221160402			1	1005				
221160403			1	1005				
221160404			1	1005				
221160405			1	1005				
221160406			1	1005				
221160407			1	1005				
221160408			1	1005				
221160409			1	1005				
221160501	221160502		1	162401				
221160502	221160503	1	2					
221160503	221160504		1	162401				
221160504	221160505		1	162401				
221160505	221160506		1	162401				
221160506	221160507		1	162401				
221160507	221160508		1	162401				
221160508	221160509		1	162401				
221160509			1	162401				
221160601		1	2					
221161501			1	1624				
221161601	221161602		1	1624				
221161602			1	1624				
221160701	221160702		1	1624				
221160702			1	1624				
221160801	221160802		1	1624				
221160802	221160803		1	1624				
221160803			1	1624				
221160901	221160902		1	1624				
221160902	221160903		1	1624				
221160903			1	1624				
221161001	221161002		1	2001				
221161002	221161003		1	2015				
221161003	221161004		1	2001				
221161004	221161005		1	2015				
221161005	221161006		1	2001				
221161006	221161007		1	2015				
221161007	221161008		1	2001				
221161008	221161009		1	2015				
221161009			1	2001				
221161101	221161102		1	207601				
221161102	221161103		1	203701				
221161103	221161104		1	207601				
221161104	221161105		1	207601				
221161105	221161106		1	203701				
221161106	221161107		1	203701				
221161107			1	207601				
221161201	221161202		1	2031				
221161202	221161203		1	2030				
221161203	221161204		1	2074				
221161204	221161205		1	2031				
221161205	221161206		1	2074				
221161206	221161207		1	2074				
221161207	221161208		1	2031				
221161208	221161209		1	2030				
221161209	221161210		1	2031				
221161210	221161211		1	2030				
221161211	221161212		1	2030				
221161212			1	2031				
221161301	221161302		1	1624				
221161302	221161303	1	2					
221161303	221161304		1	1624				
221161304	221161305		1	1624				
221161305	221161306	1	2					
221161306	221161307		1	1624				
221161307	221161308		1	1624				
221161308			1	1624				
221161701	221161702		1	1624				
221161702	221161703	1	2					
221161703	221161704		1	1624				
221161704	221161705		1	1624				
221161705	221161706		1	1624				
221161706	221161707		1	1624				
221161707			1	1624				
221161801	221161802		1	1624				
221161802	221161803	1	2					
221161803	221161804		1	1624				
221161804	221161805		1	1624				
221161805			1	1624				
221161401		1	2					
221162201			1	1624				
221170101	221170102		1	2093				
221170102	221170103	1	2					
221170103	221170104		1	2093				
221170104	221170105		1	2093				
221170105	221170106		1	2093				
221170106	221170107		1	2093				
221170107	221170108,221170111		1	2093				
221170108	221170109		2					
221170109	221170110		1	2093				
