商品ID	商店类型	对应物品ID	轮替商品ID	对应物品数量	消耗金币	消耗水晶	消耗创世结晶	[消耗物品]1ID	[消耗物品]1数量	[消耗物品]2ID	[消耗物品]2数量	[消耗物品]3ID	[消耗物品]3数量	[消耗物品]4ID	[消耗物品]4数量	限购数量	刷新类型	刷新参数	提前预览天数	上架时间	下架时间	是否终身限购	前置条件	前置条件参数	条件参数1	条件参数2	前置条件屏蔽显示	最小可见等级	最小队伍等级	最大队伍等级	排序等级	二级页签ID	n选1组ID	显示平台
102503	1001	104002		3				222	8							100	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	9			
102504	1001	104013		1				222	5							60	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	9			
102505	1001	202		10000				222	10							30	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	9			
102506	1001	202		10000				222	20								1	1		2019-12-01 00:00:00	2035-01-01 00:00:00		1	102505	102505			1	10	99	9			
102507	1001	112015		1				222	15							12	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	25	99	8			
102508	1001	112018		1				222	15							12	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	25	99	7			
102509	1001	112021		1				222	15							12	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	25	99	8			
102510	1001	112024		1				222	15							12	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	25	99	8			
102511	1001	112027		1				222	15							12	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	25	99	8			
102512	1001	112030		1				222	15							12	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	25	99	8			
102513	1001	112042		1				222	15							12	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	25	99	8			
102514	1001	112003		1				222	5							35	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	4			
102515	1001	112006		1				222	5							35	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	4			
102516	1001	112009		1				222	5							35	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	4			
102517	1001	112012		1				222	5							35	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	4			
102518	1001	112033		1				222	5							35	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	4			
102519	1001	112036		1				222	5							35	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	4			
102520	1001	112039		1				222	5							35	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	4			
102521	1001	112014		1				222	5							16	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	3			
102522	1001	112017		1				222	5							16	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	2			
102523	1001	112020		1				222	5							16	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	3			
102524	1001	112023		1				222	5							16	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	3			
102525	1001	112026		1				222	5							16	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	3			
102526	1001	112029		1				222	5							16	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	3			
102527	1001	112041		1				222	5							16	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	3			
102528	1001	112002		3				222	5							15	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	1			
102529	1001	112005		3				222	5							15	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	1			
102530	1001	112008		3				222	5							15	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	1			
102531	1001	112011		3				222	5							15	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	1			
102532	1001	112032		3				222	5							15	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	1			
102533	1001	112035		3				222	5							15	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	1			
102534	1001	112038		3				222	5							15	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	1			
102535	1001	104201		10				222	5							100	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	5			
102537	1001	112044		3				222	5							15	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	1			
102538	1001	112045		1				222	5							35	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	4			
102539	1001	112047		1				222	5							16	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	3			
102540	1001	112048		1				222	15							12	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	8			
102541	1001	112050		1				222	5							16	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	3			
102542	1001	112051		1				222	15							12	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	8			
102543	1001	112053		3				222	5							15	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	1			
102544	1001	112054		1				222	5							35	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	4			
102545	1001	112056		1				222	5							16	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	3			
102546	1001	112057		1				222	15							12	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	8			
102547	1001	112059		3				222	5							15	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	1			
102548	1001	112060		1				222	5							35	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	4			
102549	1001	112062		1				222	5							16	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	2			
102550	1001	112063		1				222	15							12	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	7			
102551	1001	112065		3				222	5							15	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	1			
102552	1001	112066		1				222	5							35	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	4			
102553	1001	112068		1				222	5							16	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	2			
102554	1001	112069		1				222	15							12	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	7			
102555	1001	112071		1				222	5							16	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	2			
102556	1001	112072		1				222	15							12	1	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	10	99	7			
103009	902	115032		1			60									1	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	10			
103010	902	115010		1			300									1	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							25	25	99	9			
103011	902	115011		1			980									1	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							25	25	99	8			
103012	902	115019		1			100									5				2020-11-11 00:00:00	2020-11-25 23:59:59							1	1	99	11			
103013	902	115020		1			120									5				2020-11-11 00:00:00	2020-11-25 23:59:59							1	1	99	11			
103014	902	115021		1			680									3				2020-11-11 00:00:00	2020-11-25 23:59:59							1	1	99	11			
103018	902	115023		1			120									5				2020-12-22 00:00:00	2021-01-06 23:59:59							1	1	99	11			
103019	902	115022		1			680									3				2020-12-22 00:00:00	2021-01-06 23:59:59							1	1	99	11			
103020	902	115023		1			120									5				2021-02-02 00:00:00	2021-02-18 23:59:59							1	1	99	11			
103021	902	115022		1			680									3				2021-02-02 00:00:00	2021-02-18 23:59:59							1	1	99	11			
103022	902	115029		1			680									5				2021-02-02 00:00:00	2021-02-18 23:59:59							1	1	99	11			
103023	902	115022		1			680									3				2021-03-16 00:00:00	2021-03-31 23:59:59							1	1	99	11			
103024	902	115029		1			680									5				2021-03-16 00:00:00	2021-03-31 23:59:59							1	1	99	11			
103025	902	115030		1			80									5				2021-04-27 00:00:00	2021-05-12 23:59:59							1	1	99	11			
103026	902	115022		1			680									3				2021-04-27 00:00:00	2021-05-12 23:59:59							1	1	99	11			
103027	902	115029		1			680									5				2021-04-27 00:00:00	2021-05-12 23:59:59							1	1	99	11			
103028	902	115022		1			680									3				2021-06-30 00:00:00	2021-07-14 23:59:59							1	1	99	11			
103029	902	115029		1			680									5				2021-06-30 00:00:00	2021-07-14 23:59:59							1	1	99	11			
103030	902	115030		1			80									5				2021-07-29 00:00:00	2021-08-05 23:59:59							1	1	99	11			
103031	902	115022		1			680									3				2021-07-20 00:00:00	2021-08-05 23:59:59							1	1	99	11			
103032	902	115029		1			680									5				2021-07-20 00:00:00	2021-08-05 23:59:59							1	1	99	11			
103033	902	115034		1			150									5				2021-09-22 00:00:00	2021-10-06 23:59:59							1	1	99	11			
103034	902	115022		1			680									3				2021-08-31 00:00:00	2021-09-15 23:59:59							1	1	99	11			
103035	902	115029		1			680									5				2021-08-31 00:00:00	2021-09-15 23:59:59							1	1	99	11			
103036	902	115022		1			680									3				2021-10-12 00:00:00	2021-10-27 23:59:59							25	25	99	11			
103037	902	115029		1			680									5				2021-10-12 00:00:00	2021-10-27 23:59:59							25	25	99	11			
103039	902	115030		1			80									5				2021-11-23 00:00:00	2021-12-08 23:59:59							1	1	99	11			
103040	902	115022		1			680									3				2021-11-23 00:00:00	2021-12-08 23:59:59							25	25	99	11			
103041	902	115029		1			680									5				2021-11-23 00:00:00	2021-12-08 23:59:59							25	25	99	11			
103042	902	115023		1			120									5				2021-12-21 00:00:00	2022-01-03 23:59:59							1	1	99	11			
103043	902	115034		1			150									5				2022-01-20 00:00:00	2022-02-04 23:59:59							1	1	99	11			
103044	902	115022		1			680									3				2022-01-04 00:00:00	2022-01-19 23:59:59							25	25	99	11			
103045	902	115029		1			680									5				2022-01-04 00:00:00	2022-01-19 23:59:59							25	25	99	11			
103046	902	115022		1			680									3				2022-02-15 00:00:00	2022-03-02 23:59:59							25	25	99	11			
103047	902	115029		1			680									5				2022-02-15 00:00:00	2022-03-02 23:59:59							25	25	99	11			
103048	902	115022		1			680									3				2022-03-29 00:00:00	2022-04-13 23:59:59							25	25	99	11			
103049	902	115029		1			680									5				2022-03-29 00:00:00	2022-04-13 23:59:59							25	25	99	11			
103050	902	115030		1			80									5				2022-04-25 00:00:00	2022-05-09 23:59:59							1	1	99	11			
103051	902	115022		1			680									3				2022-05-31 00:00:00	2022-06-15 23:59:59							25	25	99	11			
103052	902	115029		1			680									5				2022-05-31 00:00:00	2022-06-15 23:59:59							25	25	99	11			
103053	902	115022		1			680									3				2022-07-12 00:00:00	2022-07-27 23:59:59							25	25	99	11			
103054	902	115029		1			680									5				2022-07-12 00:00:00	2022-07-27 23:59:59							25	25	99	11			
103055	902	115023		1			120									5				2022-07-26 00:00:00	2022-08-10 23:59:59							1	1	99	11			
103056	902	115022		1			680									3				2022-08-23 00:00:00	2022-09-07 23:59:59							25	25	99	11			
103057	902	115029		1			680									5				2022-08-23 00:00:00	2022-09-07 23:59:59							25	25	99	11			
103058	902	115034		1			150									5				2022-09-09 00:00:00	2022-09-23 23:59:59							1	1	99	11			
103059	902	115022		1			680									3				2022-09-27 00:00:00	2022-10-12 23:59:59							25	25	99	11			
103060	902	115029		1			680									5				2022-09-27 00:00:00	2022-10-12 23:59:59							25	25	99	11			
103061	902	115030		1			80									5				2022-09-27 00:00:00	2022-10-12 23:59:59							1	1	99	11			
103062	902	115022		1			680									3				2022-11-01 00:00:00	2022-11-16 23:59:59							25	25	99	11			
103063	902	115029		1			680									5				2022-11-01 00:00:00	2022-11-16 23:59:59							25	25	99	11			
103064	902	115023		1			120									5				2022-11-23 00:00:00	2022-12-06 23:59:59							1	1	99	11			
106001	1052	340001		1			1680									1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	451			
106002	1052	340000		1			1680									1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	441			
106003	1052	340003		1			1680									1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	452			
106004	1052	340002		1			1680									1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	442			
106005	1052	340004		1			2480									1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	453			
106006	1052	340005		1			1680									1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	443			
