ID	名称$text_name_Name	Prefab路径	Prefab_Remote路径	Controller路径	Controller_Remote路径	默认阵营	基础生命值	基础攻击力	基础防御力	暴击率	暴击抗性	暴击伤害	火元素抗性	草元素抗性	水元素抗性	电元素抗性	风元素抗性	冰元素抗性	岩元素抗性	火元素伤害加成	草元素伤害加成	水元素伤害加成	电元素伤害加成	风元素伤害加成	冰元素伤害加成	岩元素伤害加成	[属性成长]1类型	[属性成长]1曲线	[属性成长]2类型	[属性成长]2曲线	[属性成长]3类型	[属性成长]3曲线	元素精通	物理抗性	物理伤害加成	怪物说明	类型	描述	安全等级	服务器脚本	战斗Config	精英词缀	AI	是否AI校验	装备1	装备2	会游泳	[掉落]1ID	[掉落]1血量百分比	[掉落]2ID	[掉落]2血量百分比	[掉落]3ID	[掉落]3血量百分比	击杀掉落ID	全地图奖励	视距等级	是否离线重置	不在指定天气下出生	特性组ID	联机动态属性ID	外观	生物大类ID	安全检测	战斗音乐	entityBudget档位
20010201	大型草史莱姆	ART/Char/Monster/Monster_Slime_Grass_03/Monster_Slime_Grass_03	ART/Char/Monster/Monster_Slime_Grass_03/Monster_Slime_Grass_03_Remote	ART/Char/Monster/Monster_Slime_Grass_03/Monster_Slime_Grass_03	ART/Char/Monster/Monster_Slime_Grass_03/Monster_Slime_Grass_03_Remote	4001	27.168	35.168	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	大型草史莱姆	1		0		ConfigMonster_Slime_Grass_03	9002	assist01					22010013	66	22010013	33	0	0	22010033					20010201	1		00102		1	4
20010202	大型草史莱姆-强攻强化	ART/Char/Monster/Monster_Slime_Grass_03/Monster_Slime_Grass_03	ART/Char/Monster/Monster_Slime_Grass_03/Monster_Slime_Grass_03_Remote	ART/Char/Monster/Monster_Slime_Grass_03/Monster_Slime_Grass_03	ART/Char/Monster/Monster_Slime_Grass_03/Monster_Slime_Grass_03_Remote	4001	27.168	35.168	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	大型草史莱姆-强攻强化	1	强攻强化	0		ConfigMonster_Slime_Grass_03	9002,5001	assist01					22010013	66	22010013	33	0	0	22010033					20010201	1		00102		1	4
20010301	风史莱姆	ART/Char/Monster/Monster_Slime_Wind_02/Monster_Slime_Wind_02	ART/Char/Monster/Monster_Slime_Wind_02/Monster_Slime_Wind_02_Remote	ART/Char/Monster/Monster_Slime_Wind_02/Monster_Slime_Wind_02	ART/Char/Monster/Monster_Slime_Wind_02/Monster_Slime_Wind_02_Remote	4001	10.8672	15.072	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	风史莱姆	1		0		ConfigMonster_Slime_Wind_02		assist01					22010015	60	0	0	0	0	22010015					20010301	1		00103		1	8
20010401	大型风史莱姆	ART/Char/Monster/Monster_Slime_Wind_03/Monster_Slime_Wind_03	ART/Char/Monster/Monster_Slime_Wind_03/Monster_Slime_Wind_03_Remote	ART/Char/Monster/Monster_Slime_Wind_03/Monster_Slime_Wind_03	ART/Char/Monster/Monster_Slime_Wind_03/Monster_Slime_Wind_03_Remote	4001	27.168	35.168	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	大型风史莱姆	1		0		ConfigMonster_Slime_Wind_03		assist01					22010015	66	22010015	33	0	0	22010035					20010401	1		00104		1	4
20010403	大型风史莱姆-强攻强化	ART/Char/Monster/Monster_Slime_Wind_03/Monster_Slime_Wind_03	ART/Char/Monster/Monster_Slime_Wind_03/Monster_Slime_Wind_03_Remote	ART/Char/Monster/Monster_Slime_Wind_03/Monster_Slime_Wind_03	ART/Char/Monster/Monster_Slime_Wind_03/Monster_Slime_Wind_03_Remote	4001	27.168	35.168	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	大型风史莱姆-强攻强化	1	强攻强化	0		ConfigMonster_Slime_Wind_03	5001	assist01					22010015	66	22010015	33	0	0	22010035					20010401	1		00104		1	4
29010101	风魔龙 特瓦林	ART/Char/Monster/Monster_Dvalin/Monster_Dvalin_S01	ART/Char/Monster/Monster_Dvalin/Monster_Dvalin_S01_Remote	ART/Char/Monster/Monster_Dvalin/Monster_Dvalin_S01	ART/Char/Monster/Monster_Dvalin/Monster_Dvalin_S01_Remote	4001	150	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	风魔龙 特瓦林	2	风魔龙S01	2		ConfigMonster_Dvalin_S01		dragon01					0	0	0	0	0	0	0	1	3			29010101	1		90101	1	9	1
29010102	风魔龙 特瓦林	ART/Char/Monster/Monster_Dvalin/Monster_Dvalin_S04	ART/Char/Monster/Monster_Dvalin/Monster_Dvalin_S04_Remote	ART/Char/Monster/Monster_Dvalin/Monster_Dvalin_S04	ART/Char/Monster/Monster_Dvalin/Monster_Dvalin_S04_Remote	4001	67.92	42.704	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	24	7	12	0	0.1	0	风魔龙 特瓦林	2	风魔龙S04	2		ConfigMonster_Dvalin_S04	9006	dragon01					0	0	0	0	0	0	0	1	3			29010102	1		90101	1	9	1
29010103	风魔龙	ART/Char/Monster/Monster_Dvalin/Monster_Dvalin_S00	ART/Char/Monster/Monster_Dvalin/Monster_Dvalin_S00_Remote	ART/Char/Monster/Monster_Dvalin/Monster_Dvalin_S01	ART/Char/Monster/Monster_Dvalin/Monster_Dvalin_S01_Remote	4001	200	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	风魔龙	2	风魔龙S00	2		ConfigMonster_Dvalin_S00		dragon01					0	0	0	0	0	0	0	1	3			29010103	1		90101	1	9	1
29010104	风魔龙 特瓦林	ART/Char/Monster/Monster_Dvalin/Monster_Dvalin_S04	ART/Char/Monster/Monster_Dvalin/Monster_Dvalin_S04_Remote	ART/Char/Monster/Monster_Dvalin/Monster_Dvalin_S04	ART/Char/Monster/Monster_Dvalin/Monster_Dvalin_S04_Remote	4001	122.256	75.36	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	24	7	12	0	0.1	0	风魔龙 特瓦林	2	风魔龙S04-循环本用	2		ConfigMonster_Dvalin_S04		dragon01					0	0	0	0	0	0	0	1	3			29010102	1		90101	1	9	1
29020101	北风的王狼 玻瑞亚斯	ART/Char/Monster/Monster_Wolf_LupiBoreas/Monster_Wolf_LupiBoreas	ART/Char/Monster/Monster_Wolf_LupiBoreas/Monster_Wolf_LupiBoreas_Remote	ART/Char/Monster/Monster_Wolf_LupiBoreas/Monster_Wolf_LupiBoreas	ART/Char/Monster/Monster_Wolf_LupiBoreas/Monster_Wolf_LupiBoreas_Remote	4001	244.512	90.432	500	0	0	0	0.1	0.1	0.1	0.1	0.3	0.5	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	北风的王狼 玻瑞亚斯	2	雷泽线	2		ConfigMonster_Wolf_LupiBoreas	9001	dragon01					0	0	0	0	0	0	0	1	1			29020101	1		90201	1	9	1
29020102	奔狼的领主 安德留斯	ART/Char/Monster/Monster_Wolf_LupiBoreas/Monster_Wolf_LupiBoreas	ART/Char/Monster/Monster_Wolf_LupiBoreas/Monster_Wolf_LupiBoreas_Remote	ART/Char/Monster/Monster_Wolf_LupiBoreas/Monster_Wolf_LupiBoreas	ART/Char/Monster/Monster_Wolf_LupiBoreas/Monster_Wolf_LupiBoreas_Remote	4001	244.512	90.432	500	0	0	0	0.1	0.1	0.1	0.1	0.3	0.5	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	奔狼的领主 安德留斯	2	世界挑战	2		ConfigMonster_Wolf_LupiBoreas		dragon01					0	0	0	0	0	0	0	1	1			29020102	1		90201	1	9	1
29030101	愚人众执行官末席 「公子」	ART/Char/Monster/Monster_Tartaglia/Monster_Tartaglia	ART/Char/Monster/Monster_Tartaglia/Monster_Tartaglia_Remote	ART/Char/Monster/Monster_Tartaglia/Monster_Tartaglia	ART/Char/Monster/Monster_Tartaglia/Monster_Tartaglia_Remote	4001	81.504	75.36	500	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0	0	愚人众执行官末席 「公子」	2	璃月主线	2		ConfigMonster_Tartaglia	9007	dragon01					0	0	0	0	0	0	0	1				29020101	1			1	9	1
29030102	邪眼解放 「公子」	ART/Char/Monster/Monster_Tartaglia_EvilEye/Monster_Tartaglia_EvilEye	ART/Char/Monster/Monster_Tartaglia_EvilEye/Monster_Tartaglia_EvilEye_Remote	ART/Char/Monster/Monster_Tartaglia_EvilEye/Monster_Tartaglia_EvilEye	ART/Char/Monster/Monster_Tartaglia_EvilEye/Monster_Tartaglia_EvilEye_Remote	4001	81.504	75.36	500	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0	0	邪眼解放 「公子」	2	璃月主线	2		ConfigMonster_Tartaglia_EvilEye	9007	dragon01					0	0	0	0	0	0	0	1				29020102	1			1	9	1
29030103	「公子」	ART/Char/Monster/Monster_Tartaglia_Harbinger/Monster_Tartaglia_Harbinger	ART/Char/Monster/Monster_Tartaglia_Harbinger/Monster_Tartaglia_Harbinger_Remote	ART/Char/Monster/Monster_Tartaglia_Harbinger/Monster_Tartaglia_Harbinger	ART/Char/Monster/Monster_Tartaglia_Harbinger/Monster_Tartaglia_Harbinger_Remote	4001	135.84	100.48	500	0	0	0	0	0	0.7	0.7	0	0	0	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0	0	「公子」	2	璃月主线	2		ConfigMonster_Tartaglia_Harbinger	9007	dragon01		50004053			0	0	0	0	0	0	0	1				29020102	1		90301	1	9	1
29030104	愚人众执行官末席 「公子」	ART/Char/Monster/Monster_Tartaglia/Monster_Tartaglia	ART/Char/Monster/Monster_Tartaglia/Monster_Tartaglia_Remote	ART/Char/Monster/Monster_Tartaglia/Monster_Tartaglia	ART/Char/Monster/Monster_Tartaglia/Monster_Tartaglia_Remote	4001	81.504	125.6	500	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0	0	愚人众执行官末席 「公子」	2	循环	2		ConfigMonster_Tartaglia		dragon01					0	0	0	0	0	0	0	1				29020101	1			1	9	1
29030105	邪眼解放 「公子」	ART/Char/Monster/Monster_Tartaglia_EvilEye/Monster_Tartaglia_EvilEye	ART/Char/Monster/Monster_Tartaglia_EvilEye/Monster_Tartaglia_EvilEye_Remote	ART/Char/Monster/Monster_Tartaglia_EvilEye/Monster_Tartaglia_EvilEye	ART/Char/Monster/Monster_Tartaglia_EvilEye/Monster_Tartaglia_EvilEye_Remote	4001	81.504	125.6	500	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0	0	邪眼解放 「公子」	2	循环	2		ConfigMonster_Tartaglia_EvilEye		dragon01					0	0	0	0	0	0	0	1				29020102	1			1	9	1
29030106	「公子」	ART/Char/Monster/Monster_Tartaglia_Harbinger/Monster_Tartaglia_Harbinger	ART/Char/Monster/Monster_Tartaglia_Harbinger/Monster_Tartaglia_Harbinger_Remote	ART/Char/Monster/Monster_Tartaglia_Harbinger/Monster_Tartaglia_Harbinger	ART/Char/Monster/Monster_Tartaglia_Harbinger/Monster_Tartaglia_Harbinger_Remote	4001	135.84	175.84	500	0	0	0	0	0	0.7	0.7	0	0	0	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0	0	「公子」	2	循环	2		ConfigMonster_Tartaglia_Harbinger		dragon01		50004053			0	0	0	0	0	0	0	1				29020102	1		90301	1	9	1
29040101	若陀龙王	ART/Char/Monster/Monster_Dahaka/Monster_Dahaka	ART/Char/Monster/Monster_Dahaka/Monster_Dahaka_Remote	ART/Char/Monster/Monster_Dahaka/Monster_Dahaka	ART/Char/Monster/Monster_Dahaka/Monster_Dahaka_Remote	4001	489.024	113.04	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.7	0	0	0	0	0	0	0	1	1	4	24	7	12	0	0.4	0	若陀龙王	2	循环 雷火	2		ConfigMonster_Dahaka	90402,90404,90405	dragon01					0	0	0	0	0	0	0	1	1			29040101	103		90401	1	9	1
29040102	若陀龙王	ART/Char/Monster/Monster_Dahaka/Monster_Dahaka	ART/Char/Monster/Monster_Dahaka/Monster_Dahaka_Remote	ART/Char/Monster/Monster_Dahaka/Monster_Dahaka	ART/Char/Monster/Monster_Dahaka/Monster_Dahaka_Remote	4001	489.024	113.04	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.7	0	0	0	0	0	0	0	1	1	4	24	7	12	0	0.4	0	若陀龙王	2	循环 雷水	2		ConfigMonster_Dahaka	90401,90404,90405	dragon01					0	0	0	0	0	0	0	1	1			29040102	103		90401	1	9	1
29040103	若陀龙王	ART/Char/Monster/Monster_Dahaka/Monster_Dahaka	ART/Char/Monster/Monster_Dahaka/Monster_Dahaka_Remote	ART/Char/Monster/Monster_Dahaka/Monster_Dahaka	ART/Char/Monster/Monster_Dahaka/Monster_Dahaka_Remote	4001	489.024	113.04	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.7	0	0	0	0	0	0	0	1	1	4	24	7	12	0	0.4	0	若陀龙王	2	循环 冰火	2		ConfigMonster_Dahaka	90402,90403,90405	dragon01					0	0	0	0	0	0	0	1	1			29040103	103		90401	1	9	1
29040104	若陀龙王	ART/Char/Monster/Monster_Dahaka/Monster_Dahaka	ART/Char/Monster/Monster_Dahaka/Monster_Dahaka_Remote	ART/Char/Monster/Monster_Dahaka/Monster_Dahaka	ART/Char/Monster/Monster_Dahaka/Monster_Dahaka_Remote	4001	489.024	113.04	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.7	0	0	0	0	0	0	0	1	1	4	24	7	12	0	0.4	0	若陀龙王	2	循环 冰水	2		ConfigMonster_Dahaka	90401,90403,90405	dragon01					0	0	0	0	0	0	0	1	1			29040104	103		90401	1	9	1
29040111	若陀龙王	ART/Char/Monster/Monster_Dahaka/Monster_Dahaka	ART/Char/Monster/Monster_Dahaka/Monster_Dahaka_Remote	ART/Char/Monster/Monster_Dahaka/Monster_Dahaka	ART/Char/Monster/Monster_Dahaka/Monster_Dahaka_Remote	4001	489.024	113.04	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.7	0	0	0	0	0	0	0	1	1	4	24	7	12	0	0.4	0	若陀龙王	2	剧情 岩属性	2		ConfigMonster_Dahaka	90406	dragon01					0	0	0	0	0	0	0	1	1			29040111	103		90401	1	9	1
29050101	女士	ART/Char/Monster/Monster_LaSignora/Monster_LaSignora	ART/Char/Monster/Monster_LaSignora/Monster_LaSignora_Remote	ART/Char/Monster/Monster_LaSignora/Monster_LaSignora	ART/Char/Monster/Monster_LaSignora/Monster_LaSignora_Remote	4001	95.088	60.288	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.5	0.1	0	0	0	0	0	0	0	1	23	4	2	7	12	0	0.1	0	女士	2	稻妻主线	2		ConfigMonster_LaSignora	9007	dragon01					0	0	0	0	0	0	0	1				29020102	103			1	9	1
29050102	焚尽的炽炎魔女	ART/Char/Monster/Monster_LaSignora_Harbinger/Monster_LaSignora_Harbinger	ART/Char/Monster/Monster_LaSignora_Harbinger/Monster_LaSignora_Harbinger_Remote	ART/Char/Monster/Monster_LaSignora_Harbinger/Monster_LaSignora_Harbinger	ART/Char/Monster/Monster_LaSignora_Harbinger/Monster_LaSignora_Harbinger_Remote	4001	190.176	60.288	500	0	0	0	0.7	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	23	4	2	7	12	0	0.1	0	焚尽的炽炎魔女	2	稻妻主线	2		ConfigMonster_LaSignora_Harbinger	9007	dragon01					0	0	0	0	0	0	0	1				29020102	103		90501	1	9	1
29050103	女士	ART/Char/Monster/Monster_LaSignora/Monster_LaSignora	ART/Char/Monster/Monster_LaSignora/Monster_LaSignora_Remote	ART/Char/Monster/Monster_LaSignora/Monster_LaSignora	ART/Char/Monster/Monster_LaSignora/Monster_LaSignora_Remote	4001	135.84	60.288	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.5	0.1	0	0	0	0	0	0	0	1	23	4	2	7	12	0	0.1	0	女士	2	循环	2		ConfigMonster_LaSignora		dragon01					0	0	0	0	0	0	0	1				29020102	103			1	9	1
29050104	焚尽的炽炎魔女	ART/Char/Monster/Monster_LaSignora_Harbinger/Monster_LaSignora_Harbinger	ART/Char/Monster/Monster_LaSignora_Harbinger/Monster_LaSignora_Harbinger_Remote	ART/Char/Monster/Monster_LaSignora_Harbinger/Monster_LaSignora_Harbinger	ART/Char/Monster/Monster_LaSignora_Harbinger/Monster_LaSignora_Harbinger_Remote	4001	271.68	60.288	500	0	0	0	0.7	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	23	4	2	7	12	0	0.1	0	焚尽的炽炎魔女	2	循环	2		ConfigMonster_LaSignora_Harbinger		dragon01					0	0	0	0	0	0	0	1				29020102	103		90501	1	9	1
29060101	雷电将军	ART/Char/Monster/Monster_Shougun/Monster_Shougun	ART/Char/Monster/Monster_Shougun/Monster_Shougun_Remote	ART/Char/Monster/Monster_Shougun/Monster_Shougun	ART/Char/Monster/Monster_Shougun/Monster_Shougun_Remote	4001	543.36	113.04	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	23	4	2	7	12	0	0.1	0	雷电影	2	稻妻主线2.0	2		ConfigMonster_Shougun	90601	dragon01		50004066			0	0	0	0	0	0	0	1				29020102	1			1	9	1
29060102	雷电影	ART/Char/Monster/Monster_Shougun/Monster_Shougun	ART/Char/Monster/Monster_Shougun/Monster_Shougun_Remote	ART/Char/Monster/Monster_Shougun/Monster_Shougun	ART/Char/Monster/Monster_Shougun/Monster_Shougun_Remote	4001	543.36	113.04	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	23	4	2	7	12	0	0.1	0	雷电影	2	稻妻主线2.1	2		ConfigMonster_Shougun	90602	dragon01		50004066	50004072		0	0	0	0	0	0	0	1				29020102	1			1	9	1
