台词ID,下一句台词ID,显示类型,[对话角色]类型,[对话角色]ID,情绪模组ID,动作ID,眼睛表情路径,是否眨眼
4890307,4890308,,1,1419,,,,
4890308,4890309,,1,1005,,,,
4890309,4890310,,1,1419,,,,
4890310,,,1,1419,,,,
4890401,4890402,,1,1419,,,,
4890402,4890403,,1,1419,,,,
4890403,4890404,,1,1419,,,,
4890404,4890405,,1,1005,,,,
4890405,4890406,,1,1419,,,,
4890406,4890407,,1,1419,,,,
4890407,4890408,,1,1419,,,,
4890408,4890409,,1,1005,,,,
4890409,4890410,,1,1419,,,,
4890410,,,1,1419,,,,
4890501,4890502,,1,1419,,,,
4890502,4890503,,1,1419,,,,
4890503,4890504,,1,1005,,,,
4890504,4890505,,1,1419,,,,
4890505,,,1,1419,,,,
4890601,4890602,,1,1419,,,,
4890602,4890603,,1,1419,,,,
4890603,4890604,,1,1005,,,,
4890604,4890605,,1,1419,,,,
4890605,,,1,1419,,,,
4890701,,,1,1419,,,,
4890801,,,1,1419,,,,
4890901,,,1,1419,,,,
4891001,4890001#4891004#4891002,,1,1419,,,,
4891002,4891003,,2,,,,,
4891003,,,1,1419,,,,
4891004,4015141906,,1,1419,,,,
4891101,4891102#4891105#4891103,,1,1419,,,,
4891102,,,1,1419,,,,
4891103,4891104,,1,1419,,,,
4891104,,,1,1419,,,,
4891105,4015141906,,1,1419,,,,
4891201,4891202#4891205#4891203,,1,1419,,,,
4891202,,,1,1419,,,,
4891203,4891204,,1,1419,,,,
4891204,,,1,1419,,,,
4891205,4015141906,,1,1419,,,,
4900001,,,1,1005,,,,
4900002,,,1,1005,,,,
4900003,,,1,1006,,,,
4900004,,,1,1006,,,,
4900005,,,1,1006,,,,
4900006,,,1,1006,,,,
4900007,,,1,1008,,,,
4900008,,,1,1005,,,,
4900009,,,1,1005,,,,
4900010,,,1,1005,,,,
4900101,4900102,,1,1005,,,,
4900102,4900103,,1,1008,,,,
4900103,4900104,,2,,,,,
4900104,4900105,,2,,,,,
4900105,4900106,,1,1008,,,,
4900106,4900107,,1,1008,,,,
4900107,4900108,,1,1005,,,,
4900108,4900109,,1,1008,,,,
4900109,4900110,,1,1008,,,,
4900110,4900111,,1,1005,,,,
4900111,4900112,,1,1008,,,,
4900112,4900113,,1,1008,,,,
4900113,4900114,,1,1005,,,,
4900114,4900115,,1,1008,,,,
4900115,4900116,,2,,,,,
4900116,4900117,,2,,,,,
4900117,4900118,,1,1008,,,,
4900118,4900119,,1,1005,,,,
4900119,,,1,1008,,,,
4900301,4900302,,1,1005,,,,
4900302,4900303,,1,1006,,,,
4900303,4900304,,1,1005,,,,
4900304,4900305,,1,1005,,,,
4900305,4900306,,2,,,,,
4900306,4900307,,2,,,,,
4900307,4900308,,1,1006,,,,
4900308,4900309,,1,1006,,,,
4900309,4900310,,1,1005,,,,
4900310,4900311,,1,1006,,,,
4900311,4900312,,1,1006,,,,
4900312,4900313,,1,1005,,,,
4900313,4900314,,1,1006,,,,
4900314,4900315,,1,1005,,,,
4900315,4900316,,1,1005,,,,
4900316,4900317,,1,1006,,,,
4900317,4900318,,1,1006,,,,
4900318,4900319,,1,1006,,,,
4900319,4900320,,2,,,,,
4900320,4900321,,2,,,,,
4900321,4900322,,1,1005,,,,
4900322,4900323,,1,1006,,,,
4900323,4900324,,1,1005,,,,
4900324,4900325,,1,1006,,,,
4900326,4900327,,1,10032,,,,
4900327,4900328,,1,10032,,,,
4900328,4900329,,1,1005,,,,
4900329,4900330,,1,1005,,,,
4900330,4900331,,1,1006,,,,
4900331,4900332,,1,10032,,,,
4900333,4900334,,1,1006,,,,
4900334,4900335,,1,1006,,,,
4900335,4900336,,1,1005,,,,
4900336,4900337,,2,,,,,
4900337,4900338,,2,,,,,
4900338,4900339,,1,1006,,,,
4900339,4900340,,1,1005,,,,
4900340,4900341,,1,1006,,,,
4900341,4900342,,1,1005,,,,
4900342,,,1,1006,,,,
4900601,4900602,,1,1006,,,,
4900602,4900603,,1,1005,,,,
4900603,,,1,1006,,,,
4900701,4900702,,1,1437,,,,
4900702,4900703,,1,1006,,,,
4900703,4900704,,1,1437,,,,
4900704,4900705,,2,,,,,
4900705,4900706,,2,,,,,
4900706,4900707,,1,1437,,,,
4900707,4900708,,1,1005,,,,
4900708,4900709,,1,1006,,,,
4900709,4900710,,1,1006,,,,
4900710,4900711,,1,1437,,,,
4900711,4900712,,1,1005,,,,
4900712,,,1,1006,,,,
4900901,4900902,,1,1006,,,,
4900902,4900903,,1,1002,,,,
4900903,4900904,,1,1006,,,,
4900904,4900905,,1,1008,,,,
4900905,4900906,,1,1002,,,,
4900906,4900907,,1,1004,,,,
4900907,4900908,,1,1004,,,,
4900908,4900909,,1,1006,,,,
4900909,4900910,,1,1002,,,,
4900910,4900911,,1,1006,,,,
4900911,4900912,,1,1002,,,,
4900912,4900913,,1,1007,,,,
4900913,4900914,,1,1006,,,,
4900914,4900915,,1,1006,,,,
4900915,4900916,,1,1002,,,,
4900916,4900917,,1,1006,,,,
4900917,4900918,,1,1261,,,,
4900918,4900919,,1,1004,,,,
4900919,4900920,,1,1004,,,,
4900920,4900921,,1,1006,,,,
4900921,4900922,,1,1002,,,,
4900922,4900923,,1,1006,,,,
4900923,4900924,,1,1007,,,,
4900924,4900925,,1,1006,,,,
4900925,4900926,,1,1005,,,,
4900926,4900927,,1,1001,,,,
4900927,4900928,,1,1007,,,,
4900928,4900929,,1,1006,,,,
4900929,4900930,,1,1006,,,,
4900930,4900931,,1,1004,,,,
4900931,4900932,,2,,,,,
4900932,4900933,,2,,,,,
4900933,4900934,,1,1004,,,,
4900934,4900935,,1,1004,,,,
4900935,4900936,,1,1004,,,,
4900936,4900937,,2,,,,,
4900937,4900938,,2,,,,,
4900938,4900939,,1,1004,,,,
4900939,4900940,,1,1009,,,,
4900940,4900941,,1,1009,,,,
4900941,4900942,,1,1006,,,,
4900942,4900943,,1,1008,,,,
4900943,,,1,1002,,,,
4901001,4901002#4901003,,1,1006,,,,
4901002,4901004,,2,,,,,
4901003,4901004,,2,,,,,
4901004,4901005,,1,1006,,,,
4901005,4901006,,1,1005,,,,
4901006,4901007,,1,1006,,,,
4901007,4901008#4901010,,2,,,,,
4901008,4901011,,1,1006,,,,
4901009,4901010,,2,,,,,
4901010,4901011,,1,1006,,,,
4901011,4901012,,1,1006,,,,
4901012,4901013,,1,1005,,,,
4901013,4901014,,1,1006,,,,
4901014,4901015,,1,1006,,,,
4901015,4901016,,1,1006,,,,
4901016,4901017,,1,1005,,,,
4901017,4901018,,1,1006,,,,
4901018,4901019,,2,,,,,
4901019,,,1,1006,,,,
4901201,4901202,,1,1005,,,,
4901202,4901203,,1,1005,,,,
4901203,4901204,,1,1006,,,,
4901204,4901205,,1,1006,,,,
4901205,4901206,,1,1005,,,,
4901206,4901207,,1,1006,,,,
4901207,,,1,1005,,,,
4901301,4901302,,1,1008,,,,
4901302,4901303,,1,1005,,,,
4901303,4901304,,1,1008,,,,
4901304,4901305,,1,1005,,,,
4901305,4901306,,1,1008,,,,
4901306,4901307,,1,1005,,,,
4901307,4901308,,1,1008,,,,
4901308,,,1,1005,,,,
4901401,4901402,,1,1004,,,,
4901402,4901403,1,2,,,,,
4901403,4901404,,1,1004,,,,
4901404,4901405,,1,1004,,,,
4901405,4901406,,1,1004,,,,
4901406,4901407,1,2,,,,,
4901407,4901408,,1,1005,,,,
4901408,4901409,,1,1004,,,,
4901409,4901410,,1,1005,,,,
4901410,,,1,1004,,,,
4901501,4901502,,1,1001,,,,
4901502,4901503,,1,1001,,,,
4901503,4901504,,1,1005,,,,
4901504,4901505,,1,1001,,,,
4901505,4901506,,1,1001,,,,
4901506,4901507,,1,1001,,,,
4901507,4901508,,1,1005,,,,
4901508,,,1,1001,,,,
4901601,4901602,,1,1009,,,,
4901602,4901603,,1,1005,,,,
4901603,4901604,,1,1009,,,,
4901604,4901605,,1,1009,,,,
4901605,4901606,,1,1009,,,,
4901606,4901607,,1,1005,,,,
4901607,4901608,,1,1009,,,,
4901608,,,1,1009,,,,
4901701,4901702,,1,1007,,,,
4901702,4901703,,1,1007,,,,
4901703,4901704,,1,1007,,,,
4901704,,,1,1007,,,,
4901801,4901802,,1,1002,,,,
4901802,4901803,,1,1005,,,,
4901803,4901804,,1,1002,,,,
4901804,4901805,,1,1002,,,,
4901805,4901806,1,2,,,,,
4901806,4901807,,1,1002,,,,
4901807,4901808,,1,1002,,,,
4901808,4901809,,1,1002,,,,
4901809,,,1,1005,,,,
105000001,,,1,1005,,,,
105000002,,,1,1005,,,,
105000003,,,2, ,,,,
105000004,,,1,10095,,,,
105000005,,,1,10095,,,,
105000006,,,1,10095,,,,
105000007,,,1,10095,,,,
105000008,,,2, ,,,,
105000009,,,1,1005,,,,
105000010,,,1,10095,,,,
105000011,,,1,10095,,,,
105000012,,,1,10095,,,,
105000013,,,1,1005,,,,
105000014,,,1,1005,,,,
105000015,,,1,1005,,,,
105000016,,,2, ,,,,
105000017,,,1,10095,,,,
105000018,,,1,10095,,,,
105000019,,,1,1005,,,,
105000020,,,2, ,,,,
105000101,105000102,,1,1005,,,,
105000102,105000103,,1,10095,,,,
105000103,105000104#105000105,,1,10095,,,,
105000104,105000106,,2, ,,,,
105000105,105000106,,2, ,,,,
105000106,105000107,,1,10095,,,,
105000107,105000108,,1,10095,,,,
105000108,105000109,,1,10095,,,,
105000109,105000110,,1,10095,,,,
105000110,105000111,,1,1005,,,,
105000111,105000112,,1,10095,,,,
105000112,105000113#105000115,,1,10095,,,,
105000113,105000114,,2, ,,,,
105000114,105000117,,1,10095,,,,
105000115,105000116,,2, ,,,,
105000116,105000117,,1,10095,,,,
105000117,105000118,,1,10095,,,,
105000118,105000119,,1,10095,,,,
105000119,105000120#105000122,,1,10095,,,,
105000120,105000121,,2, ,,,,
105000121,105000123,,1,1005,,,,
105000122,105000123,,2, ,,,,
105000123,105000124,,1,10095,,,,
105000124,105000125,,1,10095,,,,
105000125,105000126#105000127,,1,10095,,,,
105000126,105000128,,2, ,,,,
105000127,105000128,,2, ,,,,
105000128,105000129,,1,10095,,,,
105000129,105000130,,1,10095,,,,
105000130,105000131,,1,10095,,,,
105000131,105000132,,1,10095,,,,
105000132,105000133#105000134,,1,1005,,,,
105000133,105000135,,2, ,,,,
105000134,105000135,,2, ,,,,
105000135,105000136,,1,10095,,,,
105000136,,,1,10095,,,,
105000201,105000202,,1,1005,,,,
105000202,105000203,,1,243001,,,,
105000203,105000204,,1,10095,,,,
105000204,105000205,,1,243001,,,,
105000205,105000206,,1,1005,,,,
105000206,105000207,,1,10095,,,,
105000207,105000208,,1,1005,,,,
105000208,105000209,,1,10095,,,,
105000209,105000210,,1,10095,,,,
105000210,105000211,,1,1005,,,,
105000211,105000212,,1,243001,,,,
105000212,105000213#105000214,,1,10095,,,,
105000213,105000215,,2, ,,,,
105000214,105000215,,2, ,,,,
105000215,105000216#105000217,,1,10095,,,,
105000216,105000218,,2, ,,,,
105000217,105000218,,2, ,,,,
105000218,105000219,,1,10095,,,,
105000219,105000220,,1,10095,,,,
105000220,105000221,,1,1005,,,,
105000221,105000222#105000223,,1,10095,,,,
105000222,105000224,,2, ,,,,
105000223,105000224,,2, ,,,,
105000224,105000225,,1,1005,,,,
105000225,105000226,,1,1005,,,,
105000226,105000227#105000229,,1,1005,,,,
105000227,105000228,,2, ,,,,
105000228,105000231,,1,1005,,,,
105000229,105000230,,2, ,,,,
105000230,105000231,,1,1005,,,,
105000231,105000232,,1,10095,,,,
105000232,,,1,1005,,,,
105000801,105000802,,1,1005,,,,
105000802,105000803,,1,243001,,,,
105000803,105000804,,1,10095,,,,
105000804,105000805,,1,243001,,,,
105000805,105000806,,1,1005,,,,
105000806,105000807,,1,10095,,,,
105000807,105000808,,1,1005,,,,
105000808,105000809,,1,10095,,,,
105000809,105000810,,1,10095,,,,
105000810,105000811,,1,1005,,,,
105000811,105000812,,1,243001,,,,
105000812,105000813#105000814,,1,10095,,,,
105000813,105000815,,2, ,,,,
105000814,105000815,,2, ,,,,
105000815,105000816#105000817,,1,10095,,,,
105000816,105000818,,2, ,,,,
105000817,105000818,,2, ,,,,
105000818,105000819,,1,10095,,,,
105000819,105000820,,1,10095,,,,
105000820,105000821,,1,1005,,,,
105000821,105000822#105000823,,1,10095,,,,
105000822,105000824,,2, ,,,,
105000823,105000824,,2, ,,,,
105000824,105000825,,1,1005,,,,
105000825,105000826,,1,1005,,,,
105000826,105000827,,1,1005,,,,
105000827,105000828#105000830,,1,1005,,,,
105000828,105000829,,2, ,,,,
105000829,105000832,,1,1005,,,,
105000830,105000831,,2, ,,,,
105000831,105000832,,1,1005,,,,
105000832,105000833,,1,10095,,,,
105000833,,,1,1005,,,,
105000301,105000302,,1,243001,,,,
105000302,105000303,,1,10095,,,,
105000303,105000304,,1,10095,,,,
105000304,105000305#105000306#105000307,,1,243001,,,,
105000305,105000308,,2, ,,,,
105000306,105000308,,2, ,,,,
105000307,105000308,,2, ,,,,
105000308,105000309,,1,243001,,,,
105000309,105000310,,1,243001,,,,
105000310,105000311,,1,10095,,,,
105000311,105000312,,1,243001,,,,
105000312,105000313,,1,243001,,,,
105000313,105000314,,1,1005,,,,
105000314,105000315#105000316,,1,10095,,,,
105000315,105000317,,2, ,,,,
105000316,105000317,,2, ,,,,
105000317,105000318,,1,1005,,,,
105000318,105000319#105000321,,1,10095,,,,
105000319,105000320,,2, ,,,,
105000320,105000323,,1,1005,,,,
105000321,105000322,,2, ,,,,
105000322,105000323,,1,1005,,,,
105000323,105000324,,1,10095,,,,
105000324,105000325,,1,10095,,,,
105000325,105000326,,1,10095,,,,
105000326,105000327,,1,1005,,,,
105000327,105000328,,1,243001,,,,
105000328,105000329,,1,10095,,,,
105000329,105000330,,1,10095,,,,
105000330,105000331,,1,10095,,,,
105000331,105000332,,1,10095,,,,
105000332,105000333#105000335,,1,1005,,,,
105000333,105000334,,2, ,,,,
105000334,,,1,1005,,,,
105000335,105000336,,2, ,,,,
105000336,,,1,1005,,,,
105000901,105000902#105000903,,1,10095,,,,
105000902,105000904,,2, ,,,,
105000903,105000904,,2, ,,,,
105000904,105000905,,1,1005,,,,
105000905,105000906,,1,10095,,,,
105000906,105000907,,1,10095,,,,
105000907,105000908,,1,10095,,,,
105000908,105000909,,1,1005,,,,
105000909,105000910,,1,10095,,,,
105000910,105000911#105000913,,1,10095,,,,
105000911,105000912,,2, ,,,,
105000912,105000915,,1,10095,,,,
105000913,105000914,,2, ,,,,
105000914,105000915,,1,10095,,,,
105000915,105000916,,1,10095,,,,
105000916,105000917,,1,10095,,,,
105000917,105000918#105000920,,1,10095,,,,
105000918,105000919,,2, ,,,,
105000919,105000921,,1,1005,,,,
105000920,105000921,,2, ,,,,
105000921,105000922,,1,10095,,,,
105000922,105000923,,1,10095,,,,
105000923,105000924#105000925,,1,10095,,,,
105000924,105000926,,2, ,,,,
105000925,105000926,,2, ,,,,
105000926,105000927,,1,10095,,,,
105000927,105000928,,1,10095,,,,
105000928,105000929,,1,10095,,,,
105000929,105000930,,1,10095,,,,
105000930,105000931#105000932,,1,1005,,,,
105000931,105000933,,2, ,,,,
105000932,105000933,,2, ,,,,
105000933,105000934,,1,10095,,,,
105000934,,,1,10095,,,,
105010601,105010602,,1,2430,,,,
105010602,,,1,2430,,,,
105010101,105010102,,1,1005,,,,
105010102,,,1,10095,,,,
105010701,,,1,220601,,,,
105010801,105010802,1,2, ,,,,
105010802,,,1,220601,,,,
105010901,105010902,1,2, ,,,,
105010902,,,1,220601,,,,
105011001,105011002,1,2, ,,,,
105011002,,,1,220601,,,,
105011101,105011102,1,2, ,,,,
105011102,105011103,,1,220601,,,,
105011103,,,1,220601,,,,
105011201,105011202,1,2, ,,,,
105011202,105011203,,1,10095,,,,
105011203,105011204,,1,1005,,,,
105011204,105011205,,1,1005,,,,
105011205,105011206,,1,220601,,,,
105011206,105011207,,1,10095,,,,
105011207,105011208,,1,220601,,,,
105011208,105011209,,1,10095,,,,
105011209,105011210,,1,220601,,,,
105011210,105011211,,1,1005,,,,
105011211,105011212,1,2, ,,,,
105011212,105011213,,1,1005,,,,
105011213,105011214,,1,10095,,,,
105011214,105011215,,1,10095,,,,
105011215,105011216,,1,10095,,,,
105011216,105011217,,1,10095,,,,
105011217,105011218,,1,10095,,,,
105011218,105011219,,1,1005,,,,
105011219,105011220,,1,1005,,,,
105011220,105011221,1,2, ,,,,
105011221,,,1,1005,,,,
105011301,,,1,1005,,,,
105011302,,,1,1005,,,,
105011401,105011402,,1,10095,,,,
105011402,,,1,10095,,,,
105010201,105010202,,1,2202,,,,
105010202,105010203#105010204,,1,1005,,,,
105010203,105010205,,2, ,,,,
105010204,105010205,,2, ,,,,
105010205,105010206,,1,2202,,,,
105010206,105010207#105010209,,1,2202,,,,
105010207,105010208,,2, ,,,,
105010208,105010211,,1,2202,,,,
105010209,105010210,,2, ,,,,
105010210,105010211,,1,2202,,,,
105010211,105010212,,1,2202,,,,
105010212,105010213,,1,2202,,,,
105010213,105010214,,1,2202,,,,
105010214,105010215#105010216,,1,1005,,,,
105010215,105010217,,2, ,,,,
105010216,105010217,,2, ,,,,
105010217,105010218#105010219,,1,1005,,,,
105010218,105010220,,2, ,,,,
105010219,105010220,,2, ,,,,
105010220,105010221,,1,1005,,,,
105010221,,,1,1005,,,,
105010301,105010302,,1,10095,,,,
105010302,,,1,10095,,,,
105011501,105011502#105011504,,1,10095,,,,
105011502,105011503,,2, ,,,,
105011503,105011506,,1,10095,,,,
105011504,105011505,,2, ,,,,
105011505,105011506,,1,10095,,,,
105011506,105011507,,1,10095,,,,
105011507,105011508,,1,10095,,,,
105011508,105011509#105011510,,1,10095,,,,
105011509,105011511,,2, ,,,,
105011510,105011511,,2, ,,,,
105011511,105011512,,1,10095,,,,
105011512,105011513,,1,10095,,,,
105011513,105011514,,1,10095,,,,
105011514,105011515,,1,10095,,,,
105011515,,,1,10095,,,,
105011601,105011602#105011604,,1,10095,,,,
105011602,105011603,,2, ,,,,
105011603,105011606,,1,10095,,,,
105011604,105011605,,2, ,,,,
105011605,105011606,,1,10095,,,,
105011606,105011607,,1,10095,,,,
105011607,105011608,,1,10095,,,,
105011608,105011609#105011610,,1,10095,,,,
105011609,105011611,,2, ,,,,
105011610,105011611,,2, ,,,,
105011611,105011612,,1,10095,,,,
105011612,105011613,,1,10095,,,,
105011613,105011614,,1,10095,,,,
105011614,105011615,,1,10095,,,,
105011615,,,1,10095,,,,
105010401,105010402,,1,10095,,,,
105010402,105010403,,1,10095,,,,
105010403,105010404,,1,1005,,,,
