商品ID	商店类型	对应物品ID	轮替商品ID	对应物品数量	消耗金币	消耗水晶	消耗创世结晶	[消耗物品]1ID	[消耗物品]1数量	[消耗物品]2ID	[消耗物品]2数量	[消耗物品]3ID	[消耗物品]3数量	[消耗物品]4ID	[消耗物品]4数量	限购数量	[限购条件]1类型	[限购条件]1参数	[限购条件]1数量	刷新类型	刷新参数	提前预览天数	上架时间	下架时间	是否终身限购	前置条件	前置条件参数	条件参数1	条件参数2	前置条件屏蔽显示	最小可见等级	最小队伍等级	最大队伍等级	排序等级	二级页签ID	n选1组ID	显示平台
1044201	1044	15413		1				119	700							1															1	1	99	9	11		
1044202	1044	200104		1				119	500							4															1	1	99	9	11		
1044203	1044	114010		1				119	15							6															1	1	99	8	11		
1044204	1044	114002		1				119	15							6															1	1	99	8	11		
1044205	1044	114006		1				119	15							6															1	1	99	8	11		
1044206	1044	114014		1				119	15							6															1	1	99	8	11		
1044207	1044	114018		1				119	15							6															1	1	99	8	11		
1044208	1044	114022		1				119	15							6															1	1	99	8	11		
1044209	1044	104003		1				119	10							30															1	1	99	7	11		
1044210	1044	104201		6				119	3							20															1	1	99	6	11		
1044211	1044	104013		1				119	5							20															1	1	99	7	11		
1044212	1044	202		10000				119	10							30															1	1	99	7	11		
15001101	15001	201		60				122	120							5															1	1	99	1	12		
15001102	15001	104319		1				122	1000							1															1	1	99	1	12		
15001103	15001	104302		1				122	40							6															1	1	99	1	12		
15001104	15001	104303		1				122	120							2															1	1	99	1	12		
15001105	15001	104305		1				122	40							6															1	1	99	1	12		
15001106	15001	104306		1				122	120							2															1	1	99	1	12		
15001107	15001	104308		1				122	40							6															1	1	99	1	12		
15001108	15001	104309		1				122	120							2															1	1	99	1	12		
15001109	15001	104311		1				122	40							6															1	1	99	1	12		
15001110	15001	104312		1				122	120							2															1	1	99	1	12		
15001111	15001	104314		1				122	40							6															1	1	99	1	12		
15001112	15001	104315		1				122	120							2															1	1	99	1	12		
15001113	15001	104317		1				122	40							6															1	1	99	1	12		
15001114	15001	104318		1				122	120							2															1	1	99	1	12		
15001115	15001	104112		1				122	60							6															1	1	99	1	12		
15001116	15001	104122		1				122	60							6															1	1	99	1	12		
15001117	15001	104142		1				122	60							6															1	1	99	1	12		
15001118	15001	104152		1				122	60							6															1	1	99	1	12		
15001119	15001	104162		1				122	60							6															1	1	99	1	12		
15001120	15001	104172		1				122	60							6															1	1	99	1	12		
15001121	15001	104003		1				122	20							30															1	1	99	1	12		
15001122	15001	104013		1				122	10							75															1	1	99	1	12		
15001123	15001	202		10000				122	20							50															1	1	99	1	12		
15001124	15001	202		10000				122	30							50										3					1	1	99	1	12		
16001101	16001	104319		1				124	500							1															1	1	99	1	13		
16001102	16001	115031		1				124	500							1															1	1	99	1	13		
16001103	16001	393122		1				124	100							1															1	1	99	1	13		
16001104	16001	393124		1				124	100							1															1	1	99	1	13		
16001105	16001	391109		1				124	200							1															1	1	99	1	13		
16001106	16001	104303		1				124	50							2															1	1	99	1	13		
16001107	16001	104306		1				124	50							2															1	1	99	1	13		
16001108	16001	104309		1				124	50							2															1	1	99	1	13		
16001109	16001	104312		1				124	50							2															1	1	99	1	13		
16001110	16001	104315		1				124	50							2															1	1	99	1	13		
16001111	16001	104318		1				124	50							2															1	1	99	1	13		
16001201	16001	14413		1				125	800							1															1	1	99	1	14		
16001202	16001	200105		1				125	500							4															1	1	99	1	14		
16001203	16001	393120		1				125	200							1															1	1	99	1	14		
16001204	16001	394404		1				125	200							1															1	1	99	1	14		
16001205	16001	393313		1				125	200							1															1	1	99	1	14		
16001206	16001	114010		1				125	10							6															1	1	99	1	14		
16001207	16001	114002		1				125	10							6															1	1	99	1	14		
16001208	16001	114006		1				125	10							6															1	1	99	1	14		
16001209	16001	114014		1				125	10							6															1	1	99	1	14		
16001210	16001	114018		1				125	10							6															1	1	99	1	14		
16001211	16001	114022		1				125	10							6															1	1	99	1	14		
16001212	16001	104013		1				125	5							100															1	1	99	1	14		
16001213	16001	202		10000				125	10							24															1	1	99	1	14		
16002001	16002	201		60				126	200							4															1	1	99	1	15		
16002002	16002	210077		1				126	1500							1															1	1	99	1	15		
16002003	16002	104302		1				126	50							4															1	1	99	1	15		
16002004	16002	104305		1				126	50							4															1	1	99	1	15		
16002005	16002	104308		1				126	50							4															1	1	99	1	15		
16002006	16002	104311		1				126	50							4															1	1	99	1	15		
16002007	16002	104314		1				126	50							4															1	1	99	1	15		
16002008	16002	104317		1				126	50							4															1	1	99	1	15		
16002009	16002	104003		1				126	25							12															1	1	99	1	15		
16002010	16002	202		10000				126	25							16															1	1	99	1	15		
20001101	20001	104112		1				127	30							6															1	1	99	1	16		
20001102	20001	104122		1				127	30							6															1	1	99	1	16		
20001103	20001	104142		1				127	30							6															1	1	99	1	16		
20001104	20001	104152		1				127	30							6															1	1	99	1	16		
20001105	20001	104162		1				127	30							6															1	1	99	1	16		
20001106	20001	104172		1				127	30							6															1	1	99	1	16		
20001107	20001	104003		1				127	10							30															1	1	99	1	16		
20001108	20001	104013		1				127	5							60															1	1	99	1	16		
20001201	20001	104319		1				128	500							1															1	1	99	1	17		
20001202	20001	104321		1				128	20							6															1	1	99	1	17		
20001203	20001	104322		1				128	60							2															1	1	99	1	17		
20001204	20001	104324		1				128	20							6															1	1	99	1	17		
20001205	20001	104325		1				128	60							2															1	1	99	1	17		
20001206	20001	104327		1				128	20							6															1	1	99	1	17		
20001207	20001	104328		1				128	60							2															1	1	99	1	17		
20001213	20001	202		10000				128	10							100															1	1	99	1	17		
20002101	20002	201		60				130	50							7															1	1	99	1	18		
20002102	20002	104321		1				130	15							10															1	1	99	1	18		
20002103	20002	104324		1				130	15							10															1	1	99	1	18		
20002104	20002	104327		1				130	15							10															1	1	99	1	18		
20002105	20002	104003		1				130	8							20															1	1	99	1	18		
20002106	20002	202		10000				130	8							20															1	1	99	1	18		
22001101	20003	104319		1				134	1000							1															1	1	99	1	19		
22001102	20003	104112		1				134	60							6															1	1	99	1	19		
22001103	20003	104122		1				134	60							6															1	1	99	1	19		
22001104	20003	104142		1				134	60							6															1	1	99	1	19		
22001105	20003	104152		1				134	60							6															1	1	99	1	19		
22001106	20003	104162		1				134	60							6															1	1	99	1	19		
22001107	20003	104172		1				134	60							6															1	1	99	1	19		
22001201	20003	201		60				134	120							5															1	1	99	1	20		
22001202	20003	104321		1				134	40							6															1	1	99	1	20		
22001203	20003	104322		1				134	120							2															1	1	99	1	20		
22001204	20003	104324		1				134	40							6															1	1	99	1	20		
22001205	20003	104325		1				134	120							2															1	1	99	1	20		
22001206	20003	104327		1				134	40							6															1	1	99	1	20		
22001207	20003	104328		1				134	120							2															1	1	99	1	20		
22001208	20003	104003		1				134	20							20															1	1	99	1	20		
22001209	20003	104013		1				134	10							20															1	1	99	1	20		
22001210	20003	202		10000				134	20							20															1	1	99	1	20		
23001101	20004	200108		1				135	400							2															1	1	99	1	21		
23001102	20004	114010		1				135	15							12															1	1	99	1	21		
23001103	20004	114011		1				135	45							4															1	1	99	1	21		
23001104	20004	114002		1				135	15							12															1	1	99	1	21		
23001105	20004	114003		1				135	45							4															1	1	99	1	21		
23001106	20004	114006		1				135	15							12															1	1	99	1	21		
23001107	20004	114007		1				135	45							4															1	1	99	1	21		
23001108	20004	104003		1				135	10							50															1	1	99	1	21		
23001109	20004	104013		1				135	5							100															1	1	99	1	21		
23001201	20004	104319		1				136	500							1															1	1	99	1	22		
23001202	20004	200108		1				136	400							2															1	1	99	1	22		
23001203	20004	104302		1				136	20							6															1	1	99	1	22		
23001204	20004	104303		1				136	60							2															1	1	99	1	22		
23001205	20004	104305		1				136	20							6															1	1	99	1	22		
23001206	20004	104306		1				136	60							2															1	1	99	1	22		
23001207	20004	104308		1				136	20							6															1	1	99	1	22		
23001208	20004	104309		1				136	60							2															1	1	99	1	22		
23001209	20004	202		10000				136	10							50															1	1	99	1	22		
24001101	20005	223008		1				137	120							1															1	1	99	1	23		
24001102	20005	223009		1				137	120							1															1	1	99	1	23		
24001103	20005	223010		1				137	120							1															1	1	99	1	23		
24001104	20005	223011		1				137	120							1															1	1	99	1	23		
24001105	20005	223012		1				137	120							1															1	1	99	1	23		
24001106	20005	223007		1				137	120							1															1	1	99	1	23		
24001107	20005	104112		1				137	30							6															1	1	99	1	23		
24001108	20005	104122		1				137	30							6															1	1	99	1	23		
24001109	20005	104142		1				137	30							6															1	1	99	1	23		
24001110	20005	104152		1				137	30							6															1	1	99	1	23		
24001111	20005	104162		1				137	30							6															1	1	99	1	23		
24001112	20005	104172		1				137	30							6															1	1	99	1	23		
24001113	20005	104003		1				137	10							20															1	1	99	1	23		
24001201	20005	382218		1				138	300							1															1	1	99	1	24		
24001202	20005	382219		1				138	300							1															1	1	99	1	24		
24001203	20005	393337		1				138	300							1															1	1	99	1	24		
24001204	20005	390513		1				138	300							1															1	1	99	1	24		
24001205	20005	390514		1				138	300							1															1	1	99	1	24		
24001206	20005	390515		1				138	300							1															1	1	99	1	24		
24001207	20005	393338		1				138	300							1															1	1	99	1	24		
24001208	20005	380415		1				138	300							1															1	1	99	1	24		
24001209	20005	380416		1				138	300							1															1	1	99	1	24		
24001301	20005	104319		1				139	500							1															1	1	99	1	25		
24001302	20005	104311		1				139	20							6															1	1	99	1	25		
24001303	20005	104312		1				139	60							2															1	1	99	1	25		
24001304	20005	104314		1				139	20							6															1	1	99	1	25		
24001305	20005	104315		1				139	60							2															1	1	99	1	25		
24001306	20005	104317		1				139	20							6															1	1	99	1	25		
24001307	20005	104318		1				139	60							2															1	1	99	1	25		
27001101	27001	104319		1				140	500							1															1	1	99	1	26		
27001102	27001	200110		1				140	800							2															1	1	99	1	26		
27001103	27001	114014		1				140	15							12															1	1	99	1	26		
27001104	27001	114015		1				140	45							4															1	1	99	1	26		
27001105	27001	114018		1				140	15							12															1	1	99	1	26		
27001106	27001	114019		1				140	45							4															1	1	99	1	26		
27001107	27001	114022		1				140	15							12															1	1	99	1	26		
27001108	27001	114023		1				140	45							4															1	1	99	1	26		
27001109	27001	104311		1				140	20							9															1	1	99	1	26		
27001110	27001	104312		1				140	60							3															1	1	99	1	26		
27001111	27001	104314		1				140	20							9															1	1	99	1	26		
27001112	27001	104315		1				140	60							3															1	1	99	1	26		
27001113	27001	104317		1				140	20							9															1	1	99	1	26		
27001114	27001	104318		1				140	60							3															1	1	99	1	26		
27001115	27001	104003		1				140	10							60															1	1	99	1	26		
27001116	27001	104013		1				140	5							60															1	1	99	1	26		
27001117	27001	202		10000				140	10							60															1	1	99	1	26		
28001101	28001	104319		1				141	400							1															1	1	99	1	27		
28001102	28001	104112		1				141	25							6															1	1	99	1	27		
28001103	28001	104122		1				141	25							6															1	1	99	1	27		
28001104	28001	104142		1				141	25							6															1	1	99	1	27		
28001105	28001	104152		1				141	25							6															1	1	99	1	27		
28001106	28001	104162		1				141	25							6															1	1	99	1	27		
28001107	28001	104172		1				141	25							6															1	1	99	1	27		
28001108	28001	104302		1				141	15							6															1	1	99	1	27		
28001109	28001	104303		1				141	45							2															1	1	99	1	27		
28001110	28001	104305		1				141	15							6															1	1	99	1	27		
28001111	28001	104306		1				141	45							2															1	1	99	1	27		
28001112	28001	104308		1				141	15							6															1	1	99	1	27		
28001113	28001	104309		1				141	45							2															1	1	99	1	27		
28001114	28001	202		10000				141	8							70															1	1	99	1	27		
30001101	30001	374031		1				144	100							1															1	1	99	1	28		
30001102	30001	374032		1				144	100							1															1	1	99	1	28		
30001103	30001	374033		1				144	100							1															1	1	99	1	28		
30001104	30001	374034		1				144	100							1															1	1	99	1	28		
30001105	30001	374035		1				144	100							1															1	1	99	1	28		
30001106	30001	374036		1				144	100							1															1	1	99	1	28		
30001107	30001	374037		1				144	100							1															1	1	99	1	28		
30001108	30001	374038		1				144	100							1															1	1	99	1	28		
30001109	30001	374039		1				144	100							1															1	1	99	1	28		
30001110	30001	374040		1				144	100							1															1	1	99	1	28		
30001111	30001	374041		1				144	100							1															1	1	99	1	28		
30001112	30001	374042		1				144	100							1															1	1	99	1	28		
30001113	30001	374051		1				144	60							1															1	1	99	1	28		
30001114	30001	374052		1				144	60							1															1	1	99	1	28		
30001115	30001	374053		1				144	60							1															1	1	99	1	28		
30001116	30001	374054		1				144	60							1															1	1	99	1	28		
30001117	30001	374055		1				144	60							1															1	1	99	1	28		
30001118	30001	374056		1				144	60							1															1	1	99	1	28		
30001119	30001	374057		1				144	60							1															1	1	99	1	28		
30001120	30001	374058		1				144	60							1															1	1	99	1	28		
30001121	30001	374059		1				144	60							1															1	1	99	1	28		
30001122	30001	374060		1				144	60							1															1	1	99	1	28		
30001123	30001	374061		1				144	60							1															1	1	99	1	28		
30001124	30001	374062		1				144	60							1															1	1	99	1	28		
30001125	30001	374071		1				144	40							1															1	1	99	1	28		
30001126	30001	374072		1				144	40							1															1	1	99	1	28		
30001127	30001	374073		1				144	40							1															1	1	99	1	28		
30001128	30001	374074		1				144	40							1															1	1	99	1	28		
30001129	30001	374081		1				144	40							1															1	1	99	1	28		
30001130	30001	374082		1				144	40							1															1	1	99	1	28		
30001131	30001	374083		1				144	40							1															1	1	99	1	28		
30001132	30001	374084		1				144	40							1															1	1	99	1	28		
30001133	30001	374085		1				144	40							1															1	1	99	1	28		
30001134	30001	374091		1				144	40							1															1	1	99	1	28		
30001135	30001	374092		1				144	40							1															1	1	99	1	28		
30001136	30001	374093		1				144	40							1															1	1	99	1	28		
30001201	30001	201		60				143	150							5															1	1	99	1	29		
30001202	30001	104319		1				143	700							1															1	1	99	1	29		
30001203	30001	104112		1				143	45							6															1	1	99	1	29		
30001204	30001	104122		1				143	45							6															1	1	99	1	29		
30001205	30001	104132		1				143	45							6															1	1	99	1	29		
30001206	30001	104142		1				143	45							6															1	1	99	1	29		
30001207	30001	104152		1				143	45							6															1	1	99	1	29		
30001208	30001	104162		1				143	45							6															1	1	99	1	29		
30001209	30001	104172		1				143	45							6															1	1	99	1	29		
30001210	30001	104330		1				143	30							6															1	1	99	1	29		
30001211	30001	104331		1				143	90							2															1	1	99	1	29		
30001212	30001	104333		1				143	30							6															1	1	99	1	29		
30001213	30001	104334		1				143	90							2															1	1	99	1	29		
30001214	30001	104336		1				143	30							6															1	1	99	1	29		
30001215	30001	104337		1				143	90							2															1	1	99	1	29		
30001216	30001	104003		1				143	13							10															1	1	99	1	29		
30001217	30001	202		10000				143	15							30															1	1	99	1	29		
32001101	32001	370717		1				151	100							1															1	1	99	1	31		
32001102	32001	363334		1				151	100							1															1	1	99	1	31		
32001103	32001	104112		1				151	30							6															1	1	99	1	31		
32001104	32001	104122		1				151	30							6															1	1	99	1	31		
32001105	32001	104132		1				151	30							6															1	1	99	1	31		
32001106	32001	104142		1				151	30							6															1	1	99	1	31		
32001107	32001	104152		1				151	30							6															1	1	99	1	31		
32001108	32001	104162		1				151	30							6															1	1	99	1	31		
32001109	32001	104172		1				151	30							6															1	1	99	1	31		
32001110	32001	202		10000				151	12							45															1	1	99	1	31		
32001201	32001	104319		1				152	500							1															1	1	99	1	32		
32001202	32001	104330		1				152	25							6															1	1	99	1	32		
32001203	32001	104331		1				152	75							2															1	1	99	1	32		
32001204	32001	104333		1				152	25							6															1	1	99	1	32		
32001205	32001	104334		1				152	75							2															1	1	99	1	32		
32001206	32001	104336		1				152	25							6															1	1	99	1	32		
32001207	32001	104337		1				152	75							2															1	1	99	1	32		
32002101	32002	114002		1				153	10							10															1	1	99	1	30		
32002102	32002	114006		1				153	10							10															1	1	99	1	30		
32002103	32002	114010		1				153	10							10															1	1	99	1	30		
32002104	32002	104003		1				153	8							20															1	1	99	2	30		
32002105	32002	104013		1				153	4							20															1	1	99	1	30		
32002106	32002	202		10000				153	8							30															1	1	99	1	30		
33001101	33001	104330		1				155	25							6															1	1	99	1	33		
33001102	33001	104331		1				155	75							2															1	1	99	1	33		
33001103	33001	104333		1				155	25							6															1	1	99	1	33		
33001104	33001	104334		1				155	75							2															1	1	99	1	33		
33001105	33001	104336		1				155	25							6															1	1	99	1	33		
33001106	33001	104337		1				155	75							2															1	1	99	1	33		
33001107	33001	104003		1				155	8							20															1	1	99	1	33		
33001108	33001	104013		1				155	4							20															1	1	99	1	33		
33001109	33001	202		10000				155	8							20															1	1	99	1	33		
