商品ID,商店类型,对应物品ID,轮替商品ID,对应物品数量,消耗金币,消耗水晶,消耗创世结晶,[消耗物品]1ID,[消耗物品]1数量,[消耗物品]2ID,[消耗物品]2数量,[消耗物品]3ID,[消耗物品]3数量,[消耗物品]4ID,[消耗物品]4数量,限购数量,刷新类型,刷新参数,提前预览天数,上架时间,下架时间,是否终身限购,前置条件,前置条件参数,条件参数1,条件参数2,前置条件屏蔽显示,最小可见等级,最小队伍等级,最大队伍等级,排序等级,二级页签ID,n选1组ID,显示平台
213257,1048,372420,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213258,1048,372421,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213259,1048,372422,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213260,1048,372423,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213261,1048,372424,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213262,1048,372425,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213263,1048,372426,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213264,1048,372427,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213265,1048,372428,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213266,1048,372429,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213267,1048,372430,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213268,1048,372431,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213269,1048,372432,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213270,1048,372413,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213271,1048,372414,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213272,1048,372220,,1,,,,204,120,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213273,1048,372221,,1,,,,204,120,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213274,1048,373205,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213275,1048,372321,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213276,1048,372322,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213277,1048,372323,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213278,1048,372324,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213279,1048,372325,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213280,1048,372326,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213281,1048,372327,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213282,1048,372328,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213283,1048,372329,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213284,1048,372330,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213285,1048,372331,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213286,1048,372332,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213287,1048,372433,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213288,1048,372434,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213289,1048,372435,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213290,1048,372436,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213291,1048,372437,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213292,1048,372438,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213293,1048,372439,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213294,1048,372320,,1,,,,204,120,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213295,1048,372225,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213296,1048,372226,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213297,1048,372227,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213298,1048,372222,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213299,1048,372223,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213300,1048,372601,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213301,1048,372602,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213302,1048,372603,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213303,1048,372604,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213304,1048,372224,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213305,1048,371231,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213306,1048,371232,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213307,1048,371233,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213308,1048,373206,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213309,1048,373207,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213310,1048,373208,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213311,1048,372440,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213312,1048,372441,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213313,1048,372442,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213314,1048,372443,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213315,1048,372445,,1,,,,204,120,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213316,1048,372446,,1,,,,204,120,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213317,1048,372605,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213318,1048,372333,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213319,1048,372334,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213320,1048,372447,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213321,1048,372448,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213322,1048,372449,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213323,1048,372450,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213324,1048,372451,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213325,1048,372452,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213326,1048,372453,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213327,1048,372108,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213328,1048,372109,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213329,1048,372454,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213330,1048,372455,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213331,1048,372456,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213332,1048,372457,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213333,1048,372458,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213334,1048,372459,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213335,1048,372460,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213336,1048,372461,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213337,1048,372462,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213338,1048,372463,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213339,1048,372464,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213340,1048,372465,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213341,1048,372466,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213342,1048,372467,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213343,1048,372468,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213344,1048,372228,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213345,1048,372229,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213346,1048,362232,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213347,1048,373209,,1,,,,204,120,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213348,1048,373210,,1,,,,204,120,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213349,1048,372469,,1,,,,204,120,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213350,1048,372470,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213351,1048,372471,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213352,1048,372472,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213353,1048,372473,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213354,1048,372474,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213355,1048,372335,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213356,1048,372336,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213357,1048,372337,,1,,,,204,80,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213358,1048,372338,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213359,1048,372339,,1,,,,204,40,,,,,,,3,3,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213601,1048,381307,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213602,1048,384201,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213603,1048,382104,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213606,1048,384205,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213607,1048,384209,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213609,1048,390101,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213610,1048,390102,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213611,1048,390502,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
