台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	情绪模组ID	动作ID	眼睛表情路径	是否眨眼
3472901			1	20068				
3473001	3473002		1	10252				
3473002	3473003		1	10252				
3473003			1	10252				
3473101			1	20083				
3473201			1	1269				
3473301			1	1270				
3473401			1	1271				
3473501			1	20115				
3473601		1	2					
3473701			1	20116				
3473801		1	2					
3473901			1	20117				
3474001		1	2					
3474101			1	20118				
3474201		1	2					
3474301			1	20121				
3474401			1	20122				
3474501			1	20123				
3474601	3474602		1	20124				
3474602	3474603		1	20124				
3474603	3474604		1	20124				
3474604	3474605		1	20124				
3474605			1	20124				
3474701	3474702		1	20125				
3474702	3474703		1	20125				
3474703	3474704		1	20125				
3474704	3474705		1	20125				
3474705			1	20125				
3474801	3474802		1	20126				
3474802	3474803		1	20126				
3474803	3474804		1	20126				
3474804	3474805		1	20126				
3474805			1	20126				
3475001			1	1269				
3475101			1	1270				
3475201			1	1271				
3475301			1	20142				
3475401			1	20143				
3475501			1	20144				
3475601	3475602		1	20145				
3475602			1	20145				
3475701			1	20146				
3475801			1	20147				
3475901			1	20148				
3476001			1	20149				
3476101			1	20150				
3476201			1	20151				
3476301			1	20114				
3476801	3476802		1	1005				
3476802	3476803		1	1005				
3476803	3476804		1	1005				
3476804			1	1005				
3476401			1	20153				
3476501			1	20154				
3476601	3476602		1	20155				
3476602			1	1005				
3476701			1	20156				
3476901			1	20152				
3477001	3477002		1	20218				
3477002	3477003		1	20218				
3477003			1	20218				
3477101			1	20302				
3477201	3478091	1	2					
3477301		1	2					
3477401	3478091	1	2					
3477501	3478091	1	2					
3477601		1	2					
3477701	3478091	1	2					
3477801	3478091	1	2					
3477901	3478092	1	2					
3478001	3478091	1	2					
3478091			1	20302				
3478092			1	20302				
3480101	3480102		1	1245				
3480102	3480103		1	1245				
3480103	3480104		1	1245				
3480104	3480105		1	1245				
3480105	3480106		1	1245				
3480106	3480107		1	1245				
3480107			1	1005				
3480201	3480203		1	1245				
3480203	3480204		1	1245				
3480204	3480205		1	1245				
3480205	3480206		1	1245				
3480206	3480207		1	1245				
3480207	3480208		1	1245				
3480208			1	1245				
3480301	3480303		1	1245				
3480303	3480304		1	1245				
3480304	3480305		1	1245				
3480305	3480306		1	1245				
3480306	3480307		1	1245				
3480307			1	1245				
3480401	3480403		1	1245				
3480403	3480404		1	1245				
3480404	3480405		1	1245				
3480405	3480406		1	1245				
3480406			1	1245				
3480501	3480503		1	1245				
3480503	3480504		1	1245				
3480504	3480505		1	1245				
3480505	3480506		1	1245				
3480506	3480507		1	1245				
3480507			1	1245				
3480601	3480602		1	1245				
3480602	3480603		1	1245				
3480603	3480604		1	1245				
3480604	3480605		1	1245				
3480605	3480606		1	1245				
3480606			1	1245				
3480701	3480702		1	1245				
3480702	3480703		1	1245				
3480703	3480704		1	1245				
3480704	3480705		1	1245				
3480705	3480706		1	1245				
3480706			1	1245				
3480801	3480803		1	1245				
3480803	3480804		1	1245				
3480804	3480805		1	1245				
3480805			1	1245				
3480901	3480903		1	1245				
3480903	3480904		1	1245				
3480904	3480905		1	1245				
3480905	3480906		1	1245				
3480906			1	1245				
3481001	3481003		1	1245				
3481003	3481004		1	1245				
3481004	3481005		1	1245				
3481005	3481006		1	1245				
3481006	3481007		1	1245				
3481007			1	1245				
3481101	3481102		1	1245				
3481102	3481103		1	1245				
3481103	3481104		1	1245				
3481104	3481105		1	1245				
3481105	3481106		1	1245				
3481106			1	1245				
3481201	3481203		1	1245				
3481203	3481204		1	1245				
3481204	3481205		1	1245				
3481205	3481206		1	1245				
3481206	3481207		1	1245				
3481207	3481208		1	1245				
3481208	3481209							
3481209								
3481301	3481303		1	1245				
3481303	3481304		1	1245				
3481304	3481305		1	1245				
3481305	3481306		1	1245				
3481306	3481307		1	1245				
3481307			1	1245				
3481401	3481402		1	1245				
3481402	3481403		1	1245				
3481403	3481404		1	1245				
3481404	3481405		1	1245				
3481405	3481406		1	1245				
3481406	3481407		1	1245				
3481407	3481408		1	1245				
3481408			1	1245				
3481501	3481503		1	1245				
3481503	3481504		1	1245				
3481504	3481505		1	1245				
3481505	3481506		1	1245				
3481506			1	1245				
3481601	3481602		1	1245				
3481602	3481603		1	1245				
3481603	3481604		1	1245				
3481604	3481605		1	1245				
3481605	3481606		1	1245				
3481606	3481607		1	1245				
3481607			1	1245				
3481701	3481702		1	12133				
3481702			1	12133				
3481801	3481802		1	12134				
3481802			1	12134				
3481901			1	20419				
3490101	3490103		1	1244				
3490103	3490104		1	1244				
3490104			1	1244				
3490201	3490203		1	1244				
3490203	3490204		1	1244				
3490204			1	1244				
3490301	3490303		1	1244				
3490303	3490304		1	1244				
3490304			1	1244				
3490401	3490403		1	1244				
3490403	3490404		1	1244				
3490404			1	1244				
3490501	3490503		1	1244				
3490503	3490504		1	1244				
3490504			1	1244				
3490601	3490603		1	1244				
3490603	3490604		1	1244				
3490604			1	1244				
3490701	3490703		1	1244				
3490703	3490704		1	1244				
3490704			1	1244				
3490801	3490803		1	1244				
3490803	3490804		1	1244				
3490804			1	1244				
3490901	3490903		1	1244				
3490903	3490904		1	1244				
3490904			1	1244				
3491001	3491003		1	1244				
3491003	3491004		1	1244				
3491004			1	1244				
3491101	3491103		1	1244				
3491103	3491104		1	1244				
3491104			1	1244				
3491201	3491203		1	1244				
3491203	3491204		1	1244				
3491204	3491205		1	1244				
3491205			1	1005				
3474901	3474902		1	20137				
3474902	3474903		1	20137				
3474903	3474904		1	20137				
3474904	3474905		1	20137				
3474905	3474906		1	20137				
3474906			1	20137				
3500001			2					
3500101			1	1005				
3500201			2					
3500301			2					
3500302			2					
3500303			2					
3500304			2					
3500305			2					
3500306			2					
3500307			2					
3500308			2					
3500309			2					
3500310			2					
3500311			2					
3500401			1	1005				
3500402			1	1005				
3500403			1	1005				
3500404			1	1005				
3500405			2					
3500406			1	1005				
3500407			2					
3500408			2					
3500409			2					
3500410			2					
3500411			2					
3500412			2					
3500413			2					
3500414			2					
3500415			2					
3500416			2					
3500417			2					
3500418			2					
3500419			2					
3500420			2					
3500421			2					
3500422			2					
3500423			1	1005				
3500424			2					
3500425			2					
3500426			2					
3500427			2					
3500428			2					
3500429			2					
3500430			2					
3500431			1	1005				
3500432			1	1005				
3500433			2					
3500434			1	1005				
3510005			1	1005				
3510006			1	1005				
3510001			1	1005				
3510007			1	1005				
3510008			1	1005				
3510101			1	1005				
3510102			1	1005				
3510103			2					
3510104			1	1005				
3510105			1	1005				
3520001			1	1005				
3521601	3521602		1	1005				
3521602	3521603		1	1005				
3521603	3521604		1	1005				
3521604	3521605		1	1005				
3521605			1	1005				
3521701			1	1005				
3521702			1	1005				
3521703			1	1005				
3521704			1	1005				
3520301			1	1005				
3520401			2					
3520402			2					
3520501			1	1005				
3520601			1	1005				
3520701			1	1005				
3521001	3521002		1	1005				
3521002		1	2					
3532801	3532802		1	1005				
3532802	3532803		1	1005				
3532803	3532804,3532807		1	1005				
3532804	3532805		2					
3532805	3532809		1	1005				
3532807	3532808		2					
3532808	3532809		1	1005				
3532809	3532817		1	1005				
3532817	3532810		1	1005				
3532810	3532811		1	1005				
3532811	3532812		1	1005				
3532812	3532813		1	1005				
3532813			1	1005				
3532901			2					
3532902			2					
3532903			2					
3532904			2					
3532905			2					
3530301			1	1005				
3530401			1	1005				
3530501			1	1005				
3530502			1	1005				
3530503			1	1005				
3530504			1	1005				
3610000			1	1005				
3610001			1	1005				
3610002			1	1005				
3550001			1	1005				
3550002			1	1001				
3550003			1	1001				
3550004			1	1005				
3550005			1	1005				
3550006			1	1001				
3550007			1	1001				
3550008			2					
3550009			2					
3550010			2					
3550011			2					
3550012			2					
3550013			2					
3550014			2					
3550701	3550702		1	1005				
3550702	3550703,3550704		1	1005				
3550703	3550705		2					
3550704	3550705		2					
3550705	3550706		1	1005				
3550706	3550707,3550709		1	1005				
3550707	3550708		2					
3550708	3550711		1	1005				
3550709	3550710		2					
3550710	3550711		1	1005				
3550711	3550712		1	1005				
3550712	3550713		1	1005				
3550713			1	1005				
3550501			1	1005				
3550601	3550602		1	1005				
3550602	3550603		1	1005				
3550603			1	1005				
3540001			2					
3540002			1	1002				
3540401	3540402		1	1002				
3540402	3540403		1	1002				
3540403	3540404		1	1002				
3540404	3540405		1	1005				
3540405	3540406		1	1002				
3540406	3540407	1	2					
3540407	3540408		1	1002				
3540408	3540409,3540412		1	1002				
3540409	3540410		2					
3540410	3540411		1	1005				
3540411	3540414		1	1005				
3540412	3540413		2					
3540413	3540414		1	1005				
3540414	3540415		1	1002				
3540415	3540416		1	1002				
3540416	3540417		1	1002				
3540417	3540418		1	1005				
3540418	3540419		1	1002				
3540419	3540420,3540421		1	1002				
3540420	3540422		2					
3540421	3540422		2					
3540422	3540423		1	1002				
3540423	3540424		1	1002				
3540424	3540425		1	1005				
3540425			1	1002				
3540217			1	1002				
3540218			1	1005				
3540219			1	1005				
3540220			1	1002				
3540221			1	1002				
3540222			1	1002				
3540223			1	1005				
3540224			1	1002				
3600001			1	1005				
3600004			1	1002				
3600002			1	1002				
3600005			1	1002				
3600003			1	1002				
3600006			1	1002				
3600101	3600102		1	1002				
3600102	3600103		1	1002				
3600103	3600104,3600105		1	1002				
3600104	3600106		2					
3600105	3600106		2					
3600106	3600107		1	1005				
3600107	3600108		1	1005				
3600108	3600109		1	1002				
3600109	3600110		1	1002				
3600110	3600111		1	1002				
3600111	3600112		1	1005				
3600112	3600113		1	1002				
3600113			1	1002				
3560101	3560102		1	1002				
3560102	3560103		1	1002				
3560103	3560104		1	1005				
3560104	3560105		1	1005				
3560105	3560106		1	1002				
3560106	3560107		1	1002				
3560107	3560108		1	1005				
3560108	3560109		1	1002				
3560109	3560110,3560111		1	1002				
3560110	3560112		2					
3560111	3560112		2					
3560112	3560113		1	1002				
3560113	3560114		1	1002				
3560114	3560115		1	1005				
3560115	3560116		1	1002				
3560116	3560117		1	1002				
3560117	3560118		1	1005				
3560118			1	1002				
3560202			1	1002				
3560203			1	1002				
3560401	3560402		1	1002				
3560402	3560403		1	1002				
3560403	3560404		1	1002				
3560404	3560405		1	1002				
3560405	3560406		1	1005				
3560406	3560407		1	1002				
3560407	3560408		1	1002				
3560408			1	1002				
3571001			1	1005				
3572401			1	1005				
3572100			1	1002				
3572101			1	1002				
3572106			1	1002				
3572102			1	1004				
3572103			1	1004				
3572104			1	1002				
3572105			1	1002				
3572201			1	1002				
3572202			1	1002				
3572203			2					
3572204								
3572205								
3572206								
3572501			2					
3572502			2					
3572301	3572302		1	1002				
3572302	3572303		1	1002				
3572303	3572304		1	1004				
3572304	3572305		1	1002				
3572305	3572306		1	1002				
3572306	3572307		1	1004				
3572307	3572308		1	1002				
3572308	3572309		1	1004				
3572309	3572310		1	1004				
3572310	3572311		1	1004				
3572311	3572312		1	1004				
3572312	3572313		1	1004				
3572313	3572314,3572315		1	1004				
3572314	3572318		2					
3572315	3572316		2					
3572316	3572317		1	1004				
3572317	3572318		2					
3572318	3572319		1	1004				
3572319			1	1004				
3570900			1	1006				
3570901			1	1007				
3570902			1	1006				
3570903			1	1007				
3570904			1	1004				
3570905			1	1006				
3580101	3580102		1	1004				
3580102	3580103		1	1006				
3580103	3580104		1	1006				
3580104	3580105		1	1007				
3580105	3580106		1	1007				
3580106	3580107		1	1007				
3580107	3580108		1	1007				
3580108	3580109		1	1007				
3580109	3580110		1	1007				
3580110	3580111		1	1006				
3580111	3580112,3580114		1	1006				
3580112	3580113		2					
3580113	3580116		1	1005				
3580114	3580115		2					
3580115	3580116		1	1005				
3580116	3580117		1	1004				
3580117	3580118		1	1006				
3580118	3580119		1	1006				
3580119	3580120		1	1004				
3580120	3580121		1	1007				
3580121	3580122		1	1007				
3580122	3580123		1	1006				
3580123	3580124		1	1006				
3580124	3580125,3580126		1	1005				
3580125	3580127		2					
3580126	3580127		2					
3580127	3580128		1	1006				
3580128	3580129		1	1006				
3580129			1	1006				
3060301	3060302,3060307,3060310		1	1002				
3060302	3060303		2					
3060303	3060304		1	1002				
3060304	3060305		1	1002				
3060305	3060306		1	1002				
3060306			1	1002				
3060307	3060308		2					
3060308	3060309		1	1002				
3060309			1	1002				
3060310	3060311		2					
3060311			1	1002				
3061101	3061102		1	1002				
3061102	3061103		1	1002				
3061103	3061104		1	1002				
3061104	3061105,3061106		1	1002				
3061105	3061107		2					
3061106	3061107		2					
3061107	3061108		1	1002				
3061108	3061109		1	1002				
3061109	3061110		1	1005				
3061110	3061111		1	1002				
3061111	3061112		1	1002				
3061112			1	1002				
3061201	3061202		1	1002				
3061202			1	1002				
3061001	3061002		1	1002				
3061002	3061003		1	1002				
3061003	3061004		1	1002				
3061004	3061005		1	1002				
3061005	3061006		1	1002				
3061006	3061007,3061008		1	1002				
3061007	3061009		2					
3061008	3061009		2					
3061009	3061010		1	1002				
3061010	3061011		1	1002				
3061011	3061012		1	1002				
3061012	3061013		1	1002				
3061013			1	1002				
3070301	3070302,3070308,3070313		1	1004				
3070302	3070303		2					
3070303	3070304		1	1004				
3070304	3070305		1	1004				
3070305	3070306		1	1004				
3070306	3070307		1	1004				
3070307			1	1004				
3070308	3070309		2					
3070309	3070310		1	1004				
3070310	3070311		1	1004				
3070311	3070312		1	1004				
3070312			1	1004				
3070313	3070314		2					
3070314			1	1004				
3071101	3071102		1	1004				
3071102	3071103,3071104		1	1004				
3071103	3071105		2					
3071104	3071105		2					
3071105	3071106		1	1004				
3071106	3071107		1	1004				
3071107	3071108,3071110		1	1004				
3071108	3071109		2					
3071109	3071112		1	1004				
3071110	3071111		2					
3071111	3071112		1	1004				
3071112	3071113		1	1004				
3071113	3071114		1	1004				
3071114	3071115		1	1004				
3071115			1	1004				
3071401	3071402		1	1004				
3071402			1	1004				
3071201			1	1004				
3071501	3071502		1	1004				
3071502	3071503		1	1004				
3071503	3071504,3071505		1	1004				
3071504	3071506		2					
3071505	3071506		2					
3071506	3071507		1	1004				
3071507	3071508		1	1004				
3071508	3071509		1	1004				
3071509			1	1004				
3071309			1	1004				
3071310			1	1005				
3071311			1	1004				
3071312			1	1005				
3071313			1	1004				
3071314			1	1178				
3071315			1	1004				
3071316			1	1178				
3071317			1	1178				
3071318			1	1009				
3071319			1	1178				
3071320			1	1009				
3071321			1	1178				
3071322			1	1178				
3071323			1	1009				
3071324			1	1178				
3071325			1	1178				
3071326			1	1009				
3071327			1	1009				
3071328			1	1178				
3071329			1	1009				
3071330			1	1009				
3071331			1	1004				
3080301	3080302,3080307,3080312		1	1007				
3080302	3080303		2					
3080303	3080304		1	1007				
3080304	3080305		1	1007				
3080305	3080306		1	1007				
3080306			1	1007				
3080307	3080308		2					
3080308	3080309		1	1007				
3080309	3080310		1	1007				
3080310	3080311		1	1007				
3080311			1	1007				
3080312	3080313		2					
3080313			1	1007				
3081101	3081102		1	1007				
3081102	3081103		1	1007				
3081103	3081104,3081108		1	1007				
3081104	3081105		2					
3081105	3081106		1	1007				
3081106	3081107		1	1007				
3081107	3081111		1	1005				
3081108	3081109		2					
3081109	3081110		1	1007				
3081110	3081111		1	1007				
3081111			1	1007				
3081301	3081302		1	1007				
3081302			1	1007				
3081201			1	1007				
3081401	3081402		1	1007				
3081402	3081403		1	1007				
3081403	3081404		1	1007				
3081404	3081405		1	1007				
3081405	3081406		1	1007				
3081406	3081407,3081408		1	1007				
3081407	3081409		2					
3081408	3081409		2					
3081409	3081410		1	1007				
3081410	3081411		1	1005				
3081411	3081412		1	1007				
3081412	3081413		1	1007				
3081413	3081414		1	1005				
3081414	3081415		1	1005				
3081415	3081416		1	1007				
3081416	3081417		1	1007				
3081417			1	1007				
3090201	3090202		1	1005				
3090202	3090203		1	1005				
3090203	3090204		1	1005				
3090204	3090205		1	1005				
3090205	3090206		1	1005				
3090206	3090207		1	1005				
3090207	3090208		1	1005				
3090208	3090209		1	1005				
3090209	3090210		1	1005				
3090210	3090212		1	1005				
3090212	3090213		1	1005				
3090213	3090214		1	1005				
3090214	3090215		1	1005				
3090215	3090216		1	1005				
3090216			1	1005				
3090301	3090302,3090307,3090311		1	1006				
3090302	3090303		2					
3090303	3090304		1	1006				
3090304	3090305		1	1006				
3090305	3090306		1	1006				
3090306			1	1006				
3090307	3090308		2					
3090308	3090309		1	1006				
3090309	3090310		1	1006				
3090310			1	1006				
3090311	3090312		2					
3090312			1	1006				
3090401	3090402		1	1005				
3090402	3090403		1	1005				
3090403	3090404		1	1005				
3090404	3090405		1	1005				
3090405	3090406		1	1005				
3090406			1	1005				
3091101			1	10001				
3091201			1	10002				
3091301			1	10003				
3091401			1	10004				
3091501			1	10005				
3091601			1	10006				
3114101			1	1201				
3114201			1	1202				
3114301			1	1203				
3114401			1	1204				
3114501			1	1205				
3114601			1	1206				
3114701			1	1207				
3114801			1	1208				
3114901			1	1209				
3116201			1	1268				
3116301			1	1272				
3116401			1	1273				
3116501			1	1274				
3116601			1	1275				
3116801			1	1277				
3116901			1	1278				
3117001			1	1279				
3117101			1	1281				
3117201			1	1282				
3117301			1	1283				
3117401			1	1284				
3117501			1	1285				
3117601			1	1286				
3117701			1	1287				
3117901			1	1288				
3118001			1	4900				
3118101			1	4901				
3118201			1	4902				
3115001			2					
3115101			2					
3115201			2					
3115301			2					
3115401			2					
3115501			2					
3115601			2					
3115701			2					
3115801			2					
3115901			2					
3116001			2					
3116101			2					
3116701			2					
3117801			2					
3123402	3123403		1	86				
3123403			1	86				
3123501	3123502		2					
3123502			1	86				
3123601			2					
3123701	3123702		2					
3123702			1	86				
3123801	3123802		2					
3123802	3123803		1	86				
3123803			1	86				
3123901	3123902		2					
3123902	3123903		1	86				
3123903			1	86				
3124001	3124002		2					
3124002			1	86				
3124101	3124102		2					
3124102			1	86				
3124201			2					
3124301			1	86				
3125601	3125602		1	93				
3125602	3125603,3125606		1	93				
3125603	3125604		2					
3125604	3125605		1	93				
3125605			1	93				
3125606	3125607		2					
3125607			1	93				
3125701	3125702,3125706		1	93				
3125702	3125703		2					
3125703	3125704		1	93				
3125704	3125705		1	93				
3125705			1	93				
3125706	3125707		2					
3125707			1	93				
3125801			1	94				
3125901			1	10922				
3180201	3180202		1	1005				
3180202	3180203		1	1005				
3180203	3180204		1	1005				
3180204	3180205		1	1005				
3180205			1	1005				
3030201			1	1202				
3030301			1	1203				
3030401			1	1204				
3030501			1	1205				
3030601			1	1206				
3030701			1	1207				
3030801			1	1208				
3030901			1	1268				
3031001			1	1272				
3031101			1	1273				
3031201			1	1274				
3031301			1	1275				
3031401			1	1277				
3031501			1	1278				
3031601			1	1279				
3031701			1	1281				
3031801			1	1282				
3031901			1	1283				
3032001			1	1284				
3032101			1	1285				
3032201			1	1286				
3032301			1	1287				
3032401			1	1288				
3032501			1	4900				
3032601			1	4901				
3032701			1	4902				
3700201	3700202		1	1005				
3700202	3700203		1	1005				
3700203	3700204		1	1005				
3700204	3700205		1	1487				
3700205	3700206		1	1487				
3700206	3700207		1	1487				
3700207	3700208		1	1006				
3700208	3700209		1	1487				
3700209	3700210		1	1006				
3700210	3700211		1	1006				
3700211	3700212		1	1006				
3700212	3700213		1	1006				
3700213	3700214		1	1487				
3700214	3700215		1	1487				
3700215	3700216		1	1487				
3700216	3700217		1	1487				
3700217	3700218		1	1006				
3700218	3700219		1	1006				
3700219	3700220		1	1006				
3700220	3700221		1	1006				
3700221	3700222		1	1005				
3700222	3700223		1	1005				
3700223	3700224		1	1006				
3700224	3700225		1	1006				
3700225	3700226		1	1005				
3700226	3700227		1	1005				
3700227	3700228		1	1006				
3700228	3700229		1	1006				
3700229	3700230		1	1006				
3700230	3700231	1	2					
3700231	3700232		1	1006				
3700232	3700233	1	2					
3700233	3700234		1	1006				
3700234			1	1006				
3700301	3700302		1	1006				
3700302	3700303		1	1006				
3700303	3700304		1	1006				
3700304	3700305		1	1006				
3700305			1	1005				
3700310			1	1006				
3700401	3700402		1	1006				
3700402	3700403		1	1007				
3700403	3700404		1	1007				
3700404	3700405		1	1007				
3700405	3700406		1	1006				
3700406	3700407		1	1007				
3700407	3700408		1	1007				
3700408	3700409		1	1007				
3700409	3700410		1	1007				
3700410	3700411		1	1007				
3700411	3700412		1	1007				
3700412	3700413		1	1007				
3700413	3700414		2					
3700414	3700415,3700416		1	1007				
3700415	3700417		2					
3700416	3700417		2					
3700417	3700418		1	1006				
3700418	3700419		1	1006				
3700419	3700420		2					
3700420	3700421		1	1006				
3700421	3700422		1	1006				
3700422	3700423		1	1006				
3700423	3700424		2					
3700424	3700425		1	1005				
3700425	3700426		1	1006				
3700426	3700427		1	1006				
3700427	3700428		1	1006				
3700428	3700429		1	1006				
3700429			1	1006				
3710101	3710102		1	1243				
3710102	3710103,3710104		1	1243				
3710103	3710105		2					
3710104	3710105		2					
3710105	3710106		1	1243				
3710106	3710107,3710111		1	1243				
3710107	3710108		2					
3710108	3710109		1	1243				
3710109	3710110		1	1243				
3710110			1	1243				
3710111	3710112		2					
3710112			1	1243				
3710901	3710902		1	1243				
3710902			1	1243				
3711501	3711502		1	1243				
3711502		1	2					
3720101	3720102		1	1160				
3720102	3720103		1	1160				
3720103	3720104,3720105		1	1005				
3720104	3720106		2					
3720105	3720106		2					
3720106	3720107		1	1005				
3720107	3720108		1	1005				
3720108	3720109		1	1160				
3720109	3720110,3720112		1	1005				
3720110	3720111		2					
3720111	3720113		1	1160				
3720112	3720113		2					
3720113	3720114		1	1001				
3720114	3720115		1	1001				
3720115	3720116		1	1001				
3720116	3720117		1	1005				
3720117	3720118		1	1005				
3720118	3720119		1	1001				
3720119	3720120		1	1005				
3720120	3720121		1	1005				
3720121	3720122		1	1001				
3720122	3720123,3720124		1	1005				
3720123	3720125		2					
3720124	3720125		2					
3720125	3720126		1	1001				
3720126	3720127		1	1001				
3720127			1	1005				
3720201	3720202		1	1001				
3720202	3720203		2					
3720203	3720204		1	1001				
3720204	3720205		1	1001				
3720205			2					
3720501	3720502		1	1005				
3720502	3720503		1	1001				
3720503	3720504		1	1001				
3720504	3720505		1	1001				
3720505	3720506		1	1001				
3720506	3720507		1	1001				
3720507	3720508,3720511,3720514		1	1001				
3720508	3720509		2					
3720509	3720510		1	1001				
3720510	3720517		1	1001				
3720511	3720512		2					
3720512	3720513		1	1001				
3720513	3720517		1	1001				
3720514	3720515		2					
3720515	3720516		1	1001				
3720516	3720517		1	1001				
3720517	3720518		1	1005				
3720518	3720519		1	1001				
3720519	3720520		1	1005				
3720520	3720521		1	1001				
3720521	3720522		1	1005				
3720522	3720523		1	1001				
3720523	3720524		1	1005				
3720524	3720525	1	2					
3720525	3720526		1	1005				
3720526	3720527	1	2					
3720527	3720528		1	1005				
3720528		1	2					
3730101			1	1005				
3730102			1	1005				
3730103			1	1005				
3730104			1	1005				
3730201	3730202		1	1001				
3730202	3730203		1	1001				
3730203	3730204	1	2					
3730204	3730205		1	1001				
3730205	3730206		1	1001				
3730206	3730207		1	1001				
3730207	3730208		1	1005				
3730208	3730209	1	2					
3730209	3730210		1	1001				
3730210	3730211		1	1001				
3730211			1	1001				
3730301			1	1005				
3730302			1	1005				
3730303			1	1005				
3730304			1	1005				
3730401	3730402		1	1001				
3730402			1	1001				
3730405	3730406		1	1001				
3730406	3730407		1	1001				
3730407	3730408		1	1001				
3730408	3730409		1	1001				
3730409	3730410		1	1005				
3730410	3730411		1	1001				
3730411	3730412,3730414		1	1001				
3730412	3730413		2					
3730413	3730416		1	1001				
3730414	3730415		2					
3730415	3730416		1	1001				
3730416	3730417		1	1001				
3730417	3730418		1	1001				
3730418	3730419		1	1001				
3730419	3730420		1	1001				
3730420	3730421		1	1001				
3730421	3730422		1	1001				
3730423	3730424		1	1001				
3730424	3730425		1	1005				
3730425	3730426		1	1001				
3730426	3730427,3730428		1	1001				
3730427	3730429		2					
3730428	3730429		2					
3730429	3730430		1	1001				
3730431	3730432		1	1001				
3730432	3730433		1	1005				
3730433			1	1001				
3730901			1	1161				
3730902	3730903,3730908,3730912		1	1006				
3730903	3730904		2					
3730904	3730905		1	1006				
3730905	3730906		1	1006				
3730906	3730907		1	1006				
3730907			1	1006				
3730908	3730909		2					
3730909	3730910		1	1006				
3730910	3730911		1	1006				
3730911			1	1006				
3730912	3730913		2					
3730913			1	1006				
3730915	3730916,3730920,3730923		1	1002				
3730916	3730917		2					
3730917	3730918		1	1002				
3730918	3730919		1	1002				
3730919			1	1002				
3730920	3730921		2					
3730921	3730922		1	1002				
3730922			1	1002				
3730923	3730924		2					
3730924			1	1002				
3730926	3730927,3730931,3730936		1	1007				
3730927	3730928		2					
3730928	3730929		1	1007				
3730929	3730930		1	1007				
3730930			1	1007				
3730931	3730932		2					
3730932	3730933		1	1007				
3730933	3730934		1	1007				
3730934	3730935		1	1007				
3730935			1	1007				
3730936	3730937		2					
3730937			1	1007				
3730939	3730940,3730945,3730950		1	1014				
3730940	3730941		2					
3730941	3730942		1	1014				
3730942	3730943		1	1014				
3730943	3730944		1	1014				
3730944			1	1014				
3730945	3730946		2					
3730946	3730947		1	1014				
3730947	3730948		1	1014				
3730948	3730949		1	1014				
3730949			1	1014				
3730950	3730951		2					
3730951			1	1014				
3740701	3740702		1	1005				
3740702	3740703		1	1001				
