ID,名称$text_name_Name,Prefab路径,Prefab_Remote路径,Controller路径,Controller_Remote路径,默认阵营,基础生命值,基础攻击力,基础防御力,暴击率,暴击抗性,暴击伤害,火元素抗性,草元素抗性,水元素抗性,电元素抗性,风元素抗性,冰元素抗性,岩元素抗性,火元素伤害加成,草元素伤害加成,水元素伤害加成,电元素伤害加成,风元素伤害加成,冰元素伤害加成,岩元素伤害加成,[属性成长]1类型,[属性成长]1曲线,[属性成长]2类型,[属性成长]2曲线,[属性成长]3类型,[属性成长]3曲线,元素精通,物理抗性,物理伤害加成,是否使用,反应暴击率,反应暴击伤害,角色品质,充能效率,治疗效果,受治疗效果,战斗config,是否远程射击角色,初始武器,武器种类,技能库ID,体力恢复速度,候选技能库ID,角色类型,角色突破ID,角色突破奖励获取等阶,角色突破奖励,特性组ID,描述$text_name_Desc
10000021,安柏,ART/Char/Avatar/Avatar_Girl_Bow_Ambor/Avatar_Girl_Bow_Ambor,ART/Char/Avatar/Avatar_Girl_Bow_Ambor/Avatar_Girl_Bow_Ambor_Remote,ART/Char/Avatar/Avatar_Girl_Bow_Ambor/Avatar_Girl_Bow_Ambor,ART/Char/Avatar/Avatar_Girl_Bow_Ambor/Avatar_Girl_Bow_Ambor_Remote,,793.25817,18.6984,50.358,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Ambor,1,15101,12,2101,25,,1,21,1#3#5,900101#900103#900105,10000021,永远充满活力的女孩，骑士团最优秀，同时也是最后的侦察骑士。
10000022,温迪,ART/Char/Avatar/Avatar_Boy_Bow_Venti/Avatar_Boy_Bow_Venti,ART/Char/Avatar/Avatar_Boy_Bow_Venti/Avatar_Boy_Bow_Venti_Remote,ART/Char/Avatar/Avatar_Boy_Bow_Venti/Avatar_Boy_Bow_Venti,ART/Char/Avatar/Avatar_Boy_Bow_Venti/Avatar_Boy_Bow_Venti_Remote,,819.8552,20.482,52.0521,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Venti,1,15101,12,2201,25,,1,22,1#3#5,900111#900113#900115,10000022,蒙德城诸多吟游诗人中的一位，自由自在地穿行在街头巷尾。
10000023,香菱,ART/Char/Avatar/Avatar_Girl_Pole_Xiangling/Avatar_Girl_Pole_Xiangling,ART/Char/Avatar/Avatar_Girl_Pole_Xiangling/Avatar_Girl_Pole_Xiangling_Remote,ART/Char/Avatar/Avatar_Girl_Pole_Xiangling/Avatar_Girl_Pole_Xiangling,ART/Char/Avatar/Avatar_Girl_Pole_Xiangling/Avatar_Girl_Pole_Xiangling_Remote,,911.791,18.87648,56.0805,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Xiangling,0,13101,13,2301,25,,1,23,1#3#5,900121#900123#900125,10000023,来自璃月，名声在外的少女厨师，对料理之道极具热情，拿手麻辣菜肴堪称一绝。
10000024,北斗,ART/Char/Avatar/Avatar_Lady_Claymore_Beidou/Avatar_Lady_Claymore_Beidou,ART/Char/Avatar/Avatar_Lady_Claymore_Beidou/Avatar_Lady_Claymore_Beidou_Remote,ART/Char/Avatar/Avatar_Lady_Claymore_Beidou/Avatar_Lady_Claymore_Beidou,ART/Char/Avatar/Avatar_Lady_Claymore_Beidou/Avatar_Lady_Claymore_Beidou_Remote,,1094.1492,18.87648,54.36375,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Beidou,0,12101,11,2401,25,,1,24,1#3#5,900131#900133#900135,10000024,武装船队「南十字」的首领，豪快的大姐头。
10000025,行秋,ART/Char/Avatar/Avatar_Boy_Sword_Xingqiu/Avatar_Boy_Sword_Xingqiu,ART/Char/Avatar/Avatar_Boy_Sword_Xingqiu/Avatar_Boy_Sword_Xingqiu_Remote,ART/Char/Avatar/Avatar_Boy_Sword_Xingqiu/Avatar_Boy_Sword_Xingqiu,ART/Char/Avatar/Avatar_Boy_Sword_Xingqiu/Avatar_Boy_Sword_Xingqiu_Remote,,857.08354,16.9176,63.51975,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Xingqiu,0,11101,1,2501,25,,1,25,1#3#5,900141#900143#900145,10000025,经常能在书摊看到的少年人。手执长剑，胸中常怀侠义之心。
10000026,魈,ART/Char/Avatar/Avatar_Boy_Pole_Xiao/Avatar_Boy_Pole_Xiao,ART/Char/Avatar/Avatar_Boy_Pole_Xiao/Avatar_Boy_Pole_Xiao_Remote,ART/Char/Avatar/Avatar_Boy_Pole_Xiao/Avatar_Boy_Pole_Xiao,ART/Char/Avatar/Avatar_Boy_Pole_Xiao/Avatar_Boy_Pole_Xiao_Remote,,991.4528,27.1852,62.2232,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Xiao,0,13101,13,2601,25,,1,26,1#3#5,900151#900153#900155,10000026,守护璃月的仙人，「夜叉」。美号「降魔大圣」，妙称「护法夜叉大将」。
10000027,凝光,ART/Char/Avatar/Avatar_Lady_Catalyst_Ningguang/Avatar_Lady_Catalyst_Ningguang,ART/Char/Avatar/Avatar_Lady_Catalyst_Ningguang/Avatar_Lady_Catalyst_Ningguang_Remote,ART/Char/Avatar/Avatar_Lady_Catalyst_Ningguang/Avatar_Lady_Catalyst_Ningguang,ART/Char/Avatar/Avatar_Lady_Catalyst_Ningguang/Avatar_Lady_Catalyst_Ningguang_Remote,,820.6119,17.808,48.069,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Ningguang,0,14101,10,2701,25,,1,27,1#3#5,900161#900163#900165,10000027,「璃月七星」中的「天权」，其名下财富之多，全大陆鲜有人能望其项背。
10000029,可莉,ART/Char/Avatar/Avatar_Loli_Catalyst_Klee/Avatar_Loli_Catalyst_Klee,ART/Char/Avatar/Avatar_Loli_Catalyst_Klee/Avatar_Loli_Catalyst_Klee_Remote,ART/Char/Avatar/Avatar_Loli_Catalyst_Klee/Avatar_Loli_Catalyst_Klee,ART/Char/Avatar/Avatar_Loli_Catalyst_Klee/Avatar_Loli_Catalyst_Klee_Remote,,800.7888,24.206,47.864,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Klee,0,14101,10,2901,25,,1,29,1#3#5,900171#900173#900175,10000029,西风骑士团禁闭室的常客，蒙德的爆破大师。人称「逃跑的太阳」。
10000030,钟离,ART/Char/Avatar/Avatar_Male_Pole_Zhongli/Avatar_Male_Pole_Zhongli,ART/Char/Avatar/Avatar_Male_Pole_Zhongli/Avatar_Male_Pole_Zhongli_Remote,ART/Char/Avatar/Avatar_Male_Pole_Zhongli/Avatar_Male_Pole_Zhongli,ART/Char/Avatar/Avatar_Male_Pole_Zhongli/Avatar_Male_Pole_Zhongli_Remote,,1143.984,19.551,57.4368,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Zhongli,0,13101,13,3001,25,,1,30,1#3#5,900181#900183#900185,10000030,被「往生堂」请来的神秘客人，知识渊博，对各种事物都颇有见地。
10000031,菲谢尔,ART/Char/Avatar/Avatar_Girl_Bow_Fischl/Avatar_Girl_Bow_Fischl,ART/Char/Avatar/Avatar_Girl_Bow_Fischl/Avatar_Girl_Bow_Fischl_Remote,ART/Char/Avatar/Avatar_Girl_Bow_Fischl/Avatar_Girl_Bow_Fischl,ART/Char/Avatar/Avatar_Girl_Bow_Fischl/Avatar_Girl_Bow_Fischl_Remote,,770.463395,20.4792,49.78575,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Fischl,1,15101,12,3101,25,,1,31,1#3#5,900191#900193#900195,10000031,自称「断罪之皇女」，与名为奥兹的漆黑夜鸦同行的神秘少女。
10000032,班尼特,ART/Char/Avatar/Avatar_Boy_Sword_Bennett/Avatar_Boy_Sword_Bennett,ART/Char/Avatar/Avatar_Boy_Sword_Bennett/Avatar_Boy_Sword_Bennett_Remote,ART/Char/Avatar/Avatar_Boy_Sword_Bennett/Avatar_Boy_Sword_Bennett,ART/Char/Avatar/Avatar_Boy_Sword_Bennett/Avatar_Boy_Sword_Bennett_Remote,,1039.44174,16.0272,64.66425,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Bennett,0,11101,1,3201,25,,1,32,1#3#5,900201#900203#900205,10000032,蒙德的冒险家少年，拥有与他的善良毫不相称的霉运。
10000033,达达利亚,ART/Char/Avatar/Avatar_Male_Bow_Tartaglia/Avatar_Male_Bow_Tartaglia,ART/Char/Avatar/Avatar_Male_Bow_Tartaglia/Avatar_Male_Bow_Tartaglia_Remote,ART/Char/Avatar/Avatar_Male_Bow_Tartaglia/Avatar_Male_Bow_Tartaglia,ART/Char/Avatar/Avatar_Male_Bow_Tartaglia/Avatar_Male_Bow_Tartaglia_Remote,,1020.0524,23.4612,63.4198,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Tartaglia,1,15101,12,3301,25,,1,33,1#3#5,900211#900213#900215,10000033,愚人众执行官第十一位，「公子」，其战绩威名远扬。
10000034,诺艾尔,ART/Char/Avatar/Avatar_Girl_Claymore_Noel/Avatar_Girl_Claymore_Noel,ART/Char/Avatar/Avatar_Girl_Claymore_Noel/Avatar_Girl_Claymore_Noel_Remote,ART/Char/Avatar/Avatar_Girl_Claymore_Noel/Avatar_Girl_Claymore_Noel,ART/Char/Avatar/Avatar_Girl_Claymore_Noel/Avatar_Girl_Claymore_Noel_Remote,,1012.08801,16.0272,66.95325,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Noel,0,12101,11,3401,25,,1,34,1#3#5,900221#900223#900225,10000034,「西风骑士团」的可靠女仆，梦想有一天能成为正式的骑士。
10000035,七七,ART/Char/Avatar/Avatar_Loli_Sword_Qiqi/Avatar_Loli_Sword_Qiqi,ART/Char/Avatar/Avatar_Loli_Sword_Qiqi/Avatar_Loli_Sword_Qiqi_Remote,ART/Char/Avatar/Avatar_Loli_Sword_Qiqi/Avatar_Loli_Sword_Qiqi,ART/Char/Avatar/Avatar_Loli_Sword_Qiqi/Avatar_Loli_Sword_Qiqi_Remote,,962.8532,22.344,71.796,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Qiqi,0,11101,1,3501,25,,1,35,1#3#5,900231#900233#900235,10000035,药庐「不卜庐」的采药姑娘兼学徒，面色苍白如纸的不死之人。话很少，也没有什么表情。
10000036,重云,ART/Char/Avatar/Avatar_Boy_Claymore_Chongyun/Avatar_Boy_Claymore_Chongyun,ART/Char/Avatar/Avatar_Boy_Claymore_Chongyun/Avatar_Boy_Claymore_Chongyun_Remote,ART/Char/Avatar/Avatar_Boy_Claymore_Chongyun/Avatar_Boy_Claymore_Chongyun,ART/Char/Avatar/Avatar_Boy_Claymore_Chongyun/Avatar_Boy_Claymore_Chongyun_Remote,,920.90891,18.6984,54.36375,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Chongyun,0,12101,11,3601,25,,1,36,1#3#5,900241#900243#900245,10000036,驱邪世家的年轻方士，为压制自身的「纯阳之体」费尽心机。
10000037,甘雨,ART/Char/Avatar/Avatar_Girl_Bow_Ganyu/Avatar_Girl_Bow_Ganyu,ART/Char/Avatar/Avatar_Girl_Bow_Ganyu/Avatar_Girl_Bow_Ganyu_Remote,ART/Char/Avatar/Avatar_Girl_Bow_Ganyu/Avatar_Girl_Bow_Ganyu,ART/Char/Avatar/Avatar_Girl_Bow_Ganyu/Avatar_Girl_Bow_Ganyu_Remote,,762.656,26.068,49.0606,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Ganyu,1,15101,12,3701,25,,1,37,1#3#5,900251#900253#900255,10000037,月海亭的秘书，体内流淌着仙兽「麒麟」的血脉。
10000038,阿贝多,ART/Char/Avatar/Avatar_Boy_Sword_Albedo/Avatar_Boy_Sword_Albedo,ART/Char/Avatar/Avatar_Boy_Sword_Albedo/Avatar_Boy_Sword_Albedo_Remote,ART/Char/Avatar/Avatar_Boy_Sword_Albedo/Avatar_Boy_Sword_Albedo,ART/Char/Avatar/Avatar_Boy_Sword_Albedo/Avatar_Boy_Sword_Albedo_Remote,,1029.5856,19.551,68.2062,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Albedo,0,11101,1,3801,25,,1,38,1#3#5,900261#900263#900265,10000038,西风骑士团首席炼金术士兼调查小队队长，被称做「白垩之子」的天才。
10000039,迪奥娜,ART/Char/Avatar/Avatar_Loli_Bow_Diona/Avatar_Loli_Bow_Diona,ART/Char/Avatar/Avatar_Loli_Bow_Diona/Avatar_Loli_Bow_Diona_Remote,ART/Char/Avatar/Avatar_Loli_Bow_Diona/Avatar_Loli_Bow_Diona,ART/Char/Avatar/Avatar_Loli_Bow_Diona/Avatar_Loli_Bow_Diona_Remote,,802.37608,17.808,50.358,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Diona,1,15101,12,3901,25,,1,39,1#3#5,900271#900273#900275,10000039,遗传了稀薄的「非人」血统的少女，「猫尾酒馆」的超人气调酒师。
10000041,莫娜,ART/Char/Avatar/Avatar_Girl_Catalyst_Mona/Avatar_Girl_Catalyst_Mona,ART/Char/Avatar/Avatar_Girl_Catalyst_Mona/Avatar_Girl_Catalyst_Mona_Remote,ART/Char/Avatar/Avatar_Girl_Catalyst_Mona/Avatar_Girl_Catalyst_Mona,ART/Char/Avatar/Avatar_Girl_Catalyst_Mona/Avatar_Girl_Catalyst_Mona_Remote,,810.322,22.344,50.8555,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Mona,0,14101,10,4101,25,,1,41,1#3#5,900281#900283#900285,10000041,神秘的少女占星术士，声称自己是「伟大的占星术士莫娜」，拥有与名号相符的不俗实力，博学而高傲。
10000042,刻晴,ART/Char/Avatar/Avatar_Girl_Sword_Keqing/Avatar_Girl_Sword_Keqing,ART/Char/Avatar/Avatar_Girl_Sword_Keqing/Avatar_Girl_Sword_Keqing_Remote,ART/Char/Avatar/Avatar_Girl_Sword_PlayerGirl/Avatar_Girl_Sword_PlayerGirl,ART/Char/Avatar/Avatar_Girl_Sword_Keqing/Avatar_Girl_Sword_Keqing_Remote,,1020.0524,25.137,62.2232,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Keqing,0,11101,1,4201,25,,1,42,1#3#5,900291#900293#900295,10000042,璃月七星之一，玉衡星。对「帝君一言而决的璃月」颇有微词——但实际上，神挺欣赏她这样的人。
10000043,砂糖,ART/Char/Avatar/Avatar_Girl_Catalyst_Sucrose/Avatar_Girl_Catalyst_Sucrose,ART/Char/Avatar/Avatar_Girl_Catalyst_Sucrose/Avatar_Girl_Catalyst_Sucrose_Remote,ART/Char/Avatar/Avatar_Girl_Catalyst_Sucrose/Avatar_Girl_Catalyst_Sucrose,ART/Char/Avatar/Avatar_Girl_Catalyst_Sucrose/Avatar_Girl_Catalyst_Sucrose_Remote,,775.02235,14.2464,58.94175,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Sucrose,0,14101,10,4301,25,,1,43,1#3#5,900301#900303#900305,10000043,对万物充满好奇的炼金术士，「生物炼金」学派的研究者。
10000044,辛焱,ART/Char/Avatar/Avatar_Girl_Claymore_Xinyan/Avatar_Girl_Claymore_Xinyan,ART/Char/Avatar/Avatar_Girl_Claymore_Xinyan/Avatar_Girl_Claymore_Xinyan_Remote,ART/Char/Avatar/Avatar_Girl_Claymore_Xinyan/Avatar_Girl_Claymore_Xinyan,ART/Char/Avatar/Avatar_Girl_Claymore_Xinyan/Avatar_Girl_Claymore_Xinyan_Remote,,939.14473,20.83536,66.95325,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Xinyan,0,12101,11,4401,25,,1,44,1#3#5,900311#900313#900315,10000044,璃月港唯一的摇滚乐手，以音乐和热情歌颂着对「成见」的反抗。
10000045,罗莎莉亚,ART/Char/Avatar/Avatar_Lady_Pole_Rosaria/Avatar_Lady_Pole_Rosaria,ART/Char/Avatar/Avatar_Lady_Pole_Rosaria/Avatar_Lady_Pole_Rosaria_Remote,ART/Char/Avatar/Avatar_Lady_Pole_Rosaria/Avatar_Lady_Pole_Rosaria,ART/Char/Avatar/Avatar_Lady_Pole_Rosaria/Avatar_Lady_Pole_Rosaria_Remote,,1030.32383,20.12304,59.514,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Rosaria,0,13101,13,4501,25,,1,45,1#3#5,900321#900323#900325,10000045,除了打扮哪里都不像神职人员的修女。冷淡的言行中透着锐利。总是单独行动。
10000046,胡桃,ART/Char/Avatar/Avatar_Girl_Pole_Hutao/Avatar_Girl_Pole_Hutao,ART/Char/Avatar/Avatar_Girl_Pole_Hutao/Avatar_Girl_Pole_Hutao_Remote,ART/Char/Avatar/Avatar_Girl_Pole_Hutao/Avatar_Girl_Pole_Hutao,ART/Char/Avatar/Avatar_Girl_Pole_Hutao/Avatar_Girl_Pole_Hutao_Remote,,1210.7164,8.2859,68.2062,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Hutao,0,13101,13,4601,25,,1,46,1#3#5,900331#900333#900335,10000046,「往生堂」七十七代堂主，年纪轻轻就已主掌璃月的葬仪事务。
