ID,名称$text_name_Name,Prefab路径,Prefab_Remote路径,Controller路径,Controller_Remote路径,默认阵营,类型,描述,JSON名称,能否移动,是否有音响,是否能装备,能否交互,视距等级,服务器脚本,ItemJSON名称,联机动态属性ID,ChainID,编辑器可用,是否含有动态屏障
70120009,雷军地城入口,ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_MakotoTorii_01,,,,5001,15,雷军地城入口,SceneObj_Resident_DungeonEntry_MakotoTorii,,1,,,2,,,,,1,
70130001,风车,ART/Others/Gadget/SceneObject/Other/SceneObj_Other_Property_Build_Windmill_01,,,,5001,19,风车,Windmill,1,,,,2,,,,,1,
70130002,风车02,ART/Others/Gadget/SceneObject/Other/SceneObj_Other_Property_Build_Windmill_02,,,,5001,19,风车02,Windmill,1,,,,2,,,,,1,
70130003,风车03,ART/Others/Gadget/SceneObject/Other/SceneObj_Other_Property_Build_Windmill_03,,,,5001,19,垂直向风车,Windmill,1,,,,2,,,,,1,
70130004,炼金台,ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Prop_AlchemyTable_01,,,,5001,19,各城市合成用炼金台,,,,,,,,,,,1,
70130005,炼金台,ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Prop_AlchemyTable_02,,,,5001,19,海岛合成用炼金台,,,,,,,,,,,1,
70130006,稻妻水车,ART/Others/Gadget/SceneObject/Build/SceneObj_Area_Dq_Property_Ani_Build_Waterwheel_01,,,,5001,19,稻妻水车,,,1,,,2,SetGadgetState,Default_Item,,,1,
70130007,莫娜岛环山星空桥,ART/Others/Gadget/SceneObject/Other/SceneObj_Area_Common_Property_Other_GalaxyBridge_01,,,,5001,19,dungeon海岛 D星空桥,,,,,,1,SetGadgetState,Default_Item,,,1,
70130008,莫娜岛环山星空桥远景,ART/Others/Gadget/SceneObject/Other/SceneObj_Area_Common_Property_Other_GalaxyBridge_02,,,,5001,19,dungeon海岛 D星空桥,,,,,,3,SetGadgetState,Default_Item,,,1,
70200011,HealingBarrel,ART/Others/SceneObj/SceneObj_HealingBarrel,,,,5001,19,回血点,HealingBarrel,,,,,,,Default_Item,,,0,
70210001,粗糙的宝箱,ART/Others/SceneObj/SceneObj_Item_Treasurebox01,,,,5001,26,小型宝箱,SceneObj_Chest_NormalChest,,1,,1,1,Chest_Interact,Default_Item,,,0,
70210002,普通的宝箱,ART/Others/SceneObj/SceneObj_Item_Treasurebox02,,,,5001,26,中型宝箱,SceneObj_Chest_NormalChest,,1,,1,1,Chest_Interact,Default_Item,,,0,
70210003,精致的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Default,,,,5001,26,大型宝箱,SceneObj_Chest_NormalChest,,1,,1,1,Chest_Interact,Default_Item,,,,
70210004,珍贵的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Default,,,,5001,26,精致宝箱,SceneObj_Chest_NormalChest,,1,,1,1,Chest_Interact,Default_Item,,,,
70210005,华丽的宝箱,ART/Others/SceneObj/SceneObj_Item_Treasurebox05,,,,5001,26,豪华宝箱,SceneObj_Chest_NormalChest,,1,,1,1,Chest_Interact,Default_Item,,,0,
70210006,精致的宝箱,ART/Others/SceneObj/SceneObj_Item_Treasurebox03,,,,5001,26,黄金宝箱（远观）,SceneObj_Chest_NormalChest,,1,,1,,Chest_Interact,Default_Item,,,0,
70210007,FM-测试宝箱,ART/Others/SceneObj/SceneObj_Item_Treasurebox05,,,,5001,26,新型测试宝箱,SceneObj_Chest_Test_FM02,1,1,,1,,Chest_Interact,Default_Item,,,0,
70210008,跌落宝箱测试,ART/Others/SceneObj/SceneObj_Item_Treasurebox_Dorp01,,,,5001,26,小型宝箱,SceneObj_Chest_Drop_Chest,,1,,1,1,Chest_Drop_Interact,Default_Item,,,0,
70210011,粗糙的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox01_Default,,,,5001,26,粗糙宝箱-Default,SceneObj_Chest_Default_Lv1,,1,,1,2,,,,,0,
70210012,粗糙的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox01_Locked,,,,5001,26,粗糙宝箱-Locked,SceneObj_Chest_Locked_Lv1,,1,,1,2,,,,,0,
70210013,粗糙的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox01_Bramble,,,,5001,26,粗糙宝箱-Bramble,SceneObj_Chest_Bramble_Lv1,,1,,1,2,Chest_Interact,,,,0,
70210014,粗糙的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox01_Frozen,,,,5001,26,粗糙宝箱-Frozen,SceneObj_Chest_Frozen_Lv1,,1,,1,2,Chest_Interact,,,,0,
70210021,普通的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Default,,,,5001,26,普通的宝箱-Default,SceneObj_Chest_Default_Lv2,,1,,1,2,,,,,0,
70210022,普通的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Locked,,,,5001,26,普通的宝箱-Locked,SceneObj_Chest_Locked_Lv2,,1,,1,2,,,,,0,
70210023,普通的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Bramble,,,,5001,26,普通的宝箱-Bramble,SceneObj_Chest_Bramble_Lv2,,1,,1,2,Chest_Interact,,,,0,
70210024,普通的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Frozen,,,,5001,26,普通的宝箱-Frozen,SceneObj_Chest_Frozen_Lv2,,1,,1,2,Chest_Interact,,,,0,
70210031,精致的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox03_Default,,,,5001,26,精致的宝箱-Default,SceneObj_Chest_Default_Lv3,,1,,1,2,,,,,0,
70210032,精致的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox03_Locked,,,,5001,26,精致的宝箱-Locked,SceneObj_Chest_Locked_Lv3,,1,,1,2,,,,,0,
70210033,精致的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox03_Bramble,,,,5001,26,精致的宝箱-Bramble,SceneObj_Chest_Bramble_Lv3,,1,,1,2,Chest_Interact,,,,0,
70210034,精致的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox03_Frozen,,,,5001,26,精致的宝箱-Frozen,SceneObj_Chest_Frozen_Lv3,,1,,1,2,Chest_Interact,,,,0,
70210041,珍贵的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Default,,,,5001,26,珍贵的宝箱-Default,SceneObj_Chest_Default_Lv4,,1,,1,2,,,,,0,
70210042,珍贵的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Locked,,,,5001,26,珍贵的宝箱-Locked,SceneObj_Chest_Locked_Lv4,,1,,1,2,,,,,0,
70210043,珍贵的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Bramble,,,,5001,26,珍贵的宝箱-Bramble,SceneObj_Chest_Bramble_Lv4,,1,,1,2,Chest_Interact,,,,0,
70210044,珍贵的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Frozen,,,,5001,26,珍贵的宝箱-Frozen,SceneObj_Chest_Frozen_Lv4,,1,,1,2,Chest_Interact,,,,0,
70210051,华丽的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox05_Default,,,,5001,26,华丽的宝箱-Default,SceneObj_Chest_Default_Lv5,,1,,1,2,,,,,0,
70210052,华丽的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox05_Locked,,,,5001,26,华丽的宝箱-Locked,SceneObj_Chest_Locked_Lv5,,1,,1,2,,,,,0,
70210053,华丽的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox05_Bramble,,,,5001,26,华丽的宝箱-Bramble,SceneObj_Chest_Bramble_Lv5,,1,,1,2,Chest_Interact,,,,0,
70210054,华丽的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox05_Frozen,,,,5001,26,华丽的宝箱-Frozen,SceneObj_Chest_Frozen_Lv5,,1,,1,2,Chest_Interact,,,,0,
70210055,土元素峭壁符文,ART/Others/SceneObj/SceneObj_Gear_Rune_Rock,,,,5001,19,土元素峭壁符文,SceneObj_Gear_Other_ElementRune_Rock,,1,,,,ElementRune,Default_Item,,,1,
70210056,跟随宝箱,ART/Others/SceneObj/SceneObj_Item_Followmove_Treasurebox,,,,5001,26,小型宝箱,SceneObj_Chest_FollowMove_Chest,1,1,,1,1,Chest_Interact,Default_Item,,,0,
70210057,水元素峭壁符文,ART/Others/SceneObj/SceneObj_Gear_Rune_Water,,,,5001,19,水元素峭壁符文,SceneObj_Gear_Other_ElementRune_Water,,1,,,,ElementRune,Default_Item,,,0,
70210058,火元素峭壁符文,ART/Others/SceneObj/SceneObj_Gear_Rune_Fire,,,,5001,19,火元素峭壁符文,SceneObj_Gear_Other_ElementRune_Fire,,1,,,,ElementRune,Default_Item,,,0,
70210059,风元素峭壁符文,ART/Others/SceneObj/SceneObj_Gear_Rune_Wind,,,,5001,19,风元素峭壁符文,SceneObj_Gear_Other_ElementRune_Wind,,1,,,,ElementRune,Default_Item,,,0,
70210060,雷元素峭壁符文,ART/Others/SceneObj/SceneObj_Gear_Rune_Elecric,,,,5001,19,雷元素峭壁符文,SceneObj_Gear_Other_ElementRune_Electric,,1,,,,ElementRune,Default_Item,,,1,
70210061,草元素峭壁符文,ART/Others/SceneObj/SceneObj_Gear_Rune_Grass,,,,5001,19,草元素峭壁符文,SceneObj_Gear_Other_ElementRune_Grass,,1,,,,ElementRune,Default_Item,,,0,
70210062,冰元素峭壁符文,ART/Others/SceneObj/SceneObj_Gear_Rune_Ice,,,,5001,19,冰元素峭壁符文,SceneObj_Gear_Other_ElementRune_Ice,,1,,,,ElementRune,Default_Item,,,0,
70210063,普通的宝箱,ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_01_Rock,,,,5001,26,普通的宝箱-Rock,SceneObj_Chest_Rock_Lv1,,1,,1,,Chest_Interact,,,,1,
70210101,调查,ART/Others/SceneObj/SceneObj_Item_SearchPoint,,,,5001,26,搜刮,SearchPoint,,,,1,,,Default_Item,,,1,
70210102,调查,ART/Effect/SceneInteractive/Eff_Quest_SiteInteract,,,,5001,26,任务用调查,SearchPoint,,,,1,,,Default_Item,,,1,
70210103,驱散迷雾,ART/Effect/SceneInteractive/Eff_Quest_ElementSmoke,,,,5001,19,任务用风驱散迷雾,SceneObj_CombatInteraction_ElementSmoke,,1,,,1,,Default_Item,,,0,
70210104,调查,ART/Others/SceneObj/SceneObj_WorldArea_Operator,,,,5001,26,无特效调查点,SearchPoint_Invisible,,,,1,,,,,,1,
70210105,调查,ART/Others/SceneObj/SceneObj_Item_Searchpoint_OnWater,,,,5001,26,水上调查点,SearchPoint_OnWater,,,,1,,,,,,1,
70210106,接触征讨之花,ART/Others/SceneObj/SceneObj_Gear_Property_Prop_FloraChest_01,,,,5001,26,花宝箱,SceneObj_Chest_Flora,,,,1,,,,,,1,
70210107,调查,ART/Others/SceneObj/SceneObj_Chest_Property_Prop_Search_Point,,,,5001,26,岩调查点,SearchPoint_Rock,,,,1,,,Default_Item,,,1,
70210108,调查,ART/Others/SceneObj/SceneObj_Chest_Property_Prop_Search_Point02,,,,5001,26,岩调查点 异色版,SearchPoint_Rock,,,,1,,,Default_Item,,,1,
70210109,接触地脉之花,ART/Others/Gadget/SceneObject/Gear/SceneObj_Gear_Property_Prop_FloraChest_01_Mora,,,,5001,26,摩拉之花,SceneObj_Chest_Flora,,,,1,,,,,,0,
70210110,接触地脉之花,ART/Others/Gadget/SceneObject/Gear/SceneObj_Gear_Property_Prop_FloraChest_01_Avatar,,,,5001,26,武器之花,SceneObj_Chest_Flora,,,,1,,,,,,0,
70210111,接触龙之凝块,ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Ljxs_Property_Prop_DragonspineChest_01,,,,5001,26,凝块就凝块吧,SceneObj_Chest_Flora,,,,1,,,,,,0,
70210112,驱散迷雾(正式),ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Prop_ElementSmokeFormal_01,,,,5001,19,任务用风驱散迷雾(正式),SceneObj_Area_Common_Property_Prop_ElementSmokeFormal_01,,1,,,1,,Default_Item,,,1,
70210113,开启,ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Ljxs_Property_Prop_HeroTreasure_01,,,,5001,26,龙之凝块，英雄王版,SceneObj_Chest_Hero,,1,,1,,SetGadgetState,,,,1,
70210114,开启,ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Ljxs_Property_Prop_HeroTreasure_01,,,,5001,47,龙之凝块，活动英雄王版,SceneObj_Chest_Hero_02,,1,,1,,SetGadgetState,,,,1,
70210115,珍贵的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Default,,,,5001,26,高级宝箱（班尼特Coop用）,SceneObj_Chest_Default_Lv4,,1,,1,,,,,,1,
70210116,华丽的宝箱,ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_05_Locker,,,,5001,26,超级解谜宝箱Lock（班尼特Coop地城用）,SceneObj_Chest_Locked_Lv5,,1,,1,1,,,,,1,
70210117,雷元素迷雾,ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Prop_ElementSmokeFormal_01,,,,5001,19,雷元素迷雾,SceneObj_Area_Dq_Property_Prop_ElectricMist_01,,1,,,1,,Default_Item,,,1,
70210118,普通的宝箱,ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_01,,,,5001,26,低级解谜宝箱Default（海螺屋非成就宝箱）,SceneObj_Chest_Default_Lv1,,1,,1,,,,,,,
70210119,无完成度的普通宝箱(普),ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_01,,,,5001,26,无完成度低级宝箱Default,SceneObj_Chest_Default_Lv1,,1,,1,,,,,,1,
70210120,无完成度的普通宝箱(锁),ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_01_Locker,,,,5001,26,无完成度低级宝箱Lock,SceneObj_Chest_Locked_Lv1,,1,,1,1,,,,,1,
70210121,无完成度的精致宝箱(普),ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Default,,,,5001,26,无完成度中级宝箱Default,SceneObj_Chest_Default_Lv2,,1,,1,,,,,,1,
70210122,无完成度的精致宝箱(锁),ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Locked,,,,5001,26,无完成度中级宝箱Lock,SceneObj_Chest_Locked_Lv2,,1,,1,1,,,,,1,
70210123,无完成度的珍贵宝箱(普),ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Default,,,,5001,26,无完成度高级宝箱Default,SceneObj_Chest_Default_Lv4,,1,,1,,,,,,1,
70210124,无完成度的珍贵宝箱(锁),ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Locked,,,,5001,26,无完成度高级宝箱Lock,SceneObj_Chest_Locked_Lv4,,1,,1,1,,,,,1,
70210125,无完成度的华丽宝箱(普),ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_05,,,,5001,26,无完成度超级宝箱Default,SceneObj_Chest_Default_Lv5,,1,,1,,,,,,1,
70210126,无完成度的华丽宝箱(锁),ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_05_Locker,,,,5001,26,无完成度超级宝箱Lock,SceneObj_Chest_Locked_Lv5,,1,,1,1,,,,,1,
70211001,普通的宝箱,ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_01,,,,5001,26,低级战斗宝箱Default,SceneObj_Chest_Default_Lv1,,1,,1,,,,,,1,
70211002,普通的宝箱,ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_01_Locker,,,,5001,26,低级战斗宝箱Lock,SceneObj_Chest_Locked_Lv1,,1,,1,1,,,,,1,
70211011,精致的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Default,,,,5001,26,中级战斗宝箱Default,SceneObj_Chest_Default_Lv2,,1,,1,,,,,,1,
70211012,精致的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Locked,,,,5001,26,中级战斗宝箱Lock,SceneObj_Chest_Locked_Lv2,,1,,1,1,,,,,1,
70211021,珍贵的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Default,,,,5001,26,高级战斗宝箱Default,SceneObj_Chest_Default_Lv4,,1,,1,,,,,,1,
70211022,珍贵的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Locked,,,,5001,26,高级战斗宝箱Lock,SceneObj_Chest_Locked_Lv4,,1,,1,1,,,,,1,
70211031,华丽的宝箱,ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_05,,,,5001,26,超级战斗宝箱Default,SceneObj_Chest_Default_Lv5,,1,,1,,,,,,1,
70211032,华丽的宝箱,ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_05_Locker,,,,5001,26,超级战斗宝箱Lock,SceneObj_Chest_Locked_Lv5,,1,,1,1,,,,,1,
70211101,普通的宝箱,ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_01,,,,5001,26,低级解谜宝箱Default,SceneObj_Chest_Default_Lv1,,1,,1,,,,,,1,
70211102,普通的宝箱,ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_01_Locker,,,,5001,26,低级解谜宝箱Lock,SceneObj_Chest_Locked_Lv1,,1,,1,1,,,,,1,
70211103,普通的宝箱,ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_01_Bramble,,,,5001,26,低级解谜宝箱Bramble,SceneObj_Chest_Bramble_Lv1,,1,,1,,Chest_Interact,,,,1,
70211104,普通的宝箱,ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_01_Frozen,,,,5001,26,低级解谜宝箱Frozen,SceneObj_Chest_Frozen_Lv1,,1,,1,,Chest_Interact,,,,1,
70211111,精致的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Default,,,,5001,26,中级解谜宝箱Default,SceneObj_Chest_Default_Lv2,,1,,1,,,,,,1,
70211112,精致的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Locked,,,,5001,26,中级解谜宝箱Lock,SceneObj_Chest_Locked_Lv2,,1,,1,1,,,,,1,
70211121,珍贵的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Default,,,,5001,26,高级解谜宝箱Default,SceneObj_Chest_Default_Lv4,,1,,1,,,,,,1,
70211122,珍贵的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Locked,,,,5001,26,高级解谜宝箱Lock,SceneObj_Chest_Locked_Lv4,,1,,1,1,,,,,1,
70211123,珍贵的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Default,,,,5001,26,高级解谜宝箱Default,SceneObj_Chest_Default_Lv4,,1,,1,1,,,,,1,
70211131,华丽的宝箱,ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_05,,,,5001,26,超级解谜宝箱Default,SceneObj_Chest_Default_Lv5,,1,,1,,,,,,1,
70211132,华丽的宝箱,ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_05_Locker,,,,5001,26,超级解谜宝箱Lock,SceneObj_Chest_Locked_Lv5,,1,,1,1,,,,,1,
70211141,普通的宝箱,ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_01,,,,5001,26,普通的绯红玉髓宝箱Default,SceneObj_EssenceChest_Default_Lv1,,1,,1,,,,,,0,
70211142,普通的宝箱,ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_01_Locker,,,,5001,26,普通的绯红玉髓宝箱Lock,SceneObj_EssenceChest_Locked_Lv1,,1,,1,1,,,,,0,
70211143,精致的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Default,,,,5001,26,精致的绯红玉髓宝箱Default,SceneObj_EssenceChest_Default_Lv2,,1,,1,,,,,,0,
70211144,精致的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Locked,,,,5001,26,精致的绯红玉髓宝箱Lock,SceneObj_EssenceChest_Locked_Lv2,,1,,1,1,,,,,0,
70211145,珍贵的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Default,,,,5001,26,珍贵的绯红玉髓宝箱Default,SceneObj_EssenceChest_Default_Lv4,,1,,1,,,,,,1,
70211146,珍贵的宝箱,ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Locked,,,,5001,26,珍贵的绯红玉髓宝箱Lock,SceneObj_EssenceChest_Locked_Lv4,,1,,1,1,,,,,1,
70211147,华丽的宝箱,ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_05,,,,5001,26,华丽的绯红玉髓宝箱Default,SceneObj_EssenceChest_Default_Lv5,,1,,1,,,,,,1,
70211148,华丽的宝箱,ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_05_Locker,,,,5001,26,华丽的绯红玉髓宝箱Lock,SceneObj_EssenceChest_Locked_Lv5,,1,,1,1,,,,,0,
70211149,玄月宝箱,ART/Others/Gadget/SceneObject/Chest/SceneObj_Area_Common_Property_Ani_Prop_MoonlitBox_01,,,,5001,26,玄月宝箱,SceneObj_Area_Common_Property_Ani_Prop_MoonlitBox_01,,1,,1,,,,,,1,
