ID,名称$text_name_Name,Prefab路径,Prefab_Remote路径,Controller路径,Controller_Remote路径,默认阵营,类型,描述,JSON名称,能否移动,是否有音响,是否能装备,能否交互,视距等级,服务器脚本,ItemJSON名称,联机动态属性ID,ChainID,编辑器可用,是否含有动态屏障
42001015,Slime_SeedFloat,ART/Others/Bullet/Bullet_Slime_GrassSeed,,,,4001,3,史莱姆-漂浮毒气,Slime_SeedFloat,1,,,,,,Default_Item,,,0,
42001016,Slime_Airflow,ART/Others/SkillObj/SkillObj_Monster_Slime_Wind_Airflow,,,,1001,23,风史莱姆气流场,Slime_Airflow,,,,,,,Default_Item,,,0,
42001017,Slime_FireTrail,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,19,史莱姆火焰路径,Slime_FireTrail,,,,,,,Default_Item,,,0,
42001018,Slime_SelfExplosion_01,ART/Others/SkillObj/SkillObj_EmptyGadget_Rigid,,,,4001,19,史莱姆自爆虚拟体,Slime_SelfExplosion_01,1,,,,,,Default_Item,,,0,
42001019,Slime_SelfExplosion_02,ART/Others/SkillObj/SkillObj_EmptyGadget_Rigid,,,,4001,19,史莱姆自爆虚拟体,Slime_SelfExplosion_02,1,,,,,,Default_Item,,,0,
42001020,Slime_SelfExplosion_03,ART/Others/SkillObj/SkillObj_EmptyGadget_Rigid,,,,4001,19,史莱姆自爆虚拟体,Slime_SelfExplosion_03,1,,,,,,Default_Item,,,0,
42001021,Slime_Bubble_Bounce,ART/Others/Bullet/Bullet_Abyss_Bubble_Missile,,,,4001,3,史莱姆气泡-地面弹跳,Slime_Bubble_Bounce,1,,,,,,Default_Item,,,0,
42001022,Slime_Bubble_Float,ART/Others/Bullet/Bullet_Abyss_Bubble_Missile,,,,4001,3,史莱姆气泡-地面悬浮,Slime_Bubble_Float,1,,,,,,Default_Item,,,0,
42001023,Slime_FindHome_FireBall,ART/Others/Bullet/Bullet_Slime_ThrowObject,,,,4001,3,回家火球，击中自己后自爆,Slime_FindHome_FireBall,1,,,,,,Default_Item,,,0,
42001024,Slime_Bubble_Missile,ART/Others/Bullet/Bullet_Abyss_Bubble_Missile,,,,4001,3,史莱姆-气泡投射物,Slime_Bubble_Missile,1,,,,,,Default_Item,,,0,
42001025,Slime_FireBall_RigidBody,ART/Others/SkillObj/SkillObj_EmptyGadget_Rigid_HitBox,,,,4001,19,火球击中后重生刚体,Slime_FireBall_RigidBody,1,,,,,,Default_Item,,,0,
42002001,Elemental_AirflowField,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,19,风元素球气流场虚拟体,Elemental_AirflowField,,,,,,,Default_Item,,,0,
42002002,Elemental_EarthWrath,ART/Others/SkillObj/SkillObj_EarthWrath,,,,4001,19,风元素球气流屏障,Elemental_EarthWrath,,,,,,,Default_Item,,,0,
42002003,Elemental_Airflow,ART/Effect/Skill/Monster/Monster_Elemental/Eff_Monster_Elemental_Wind_EarthWrath_Airflow,,,,1001,23,风元素球气流场,Elemental_Airflow,,,,,,,Default_Item,,,0,
42002101,Elemental_ElectircRebornPart,ART/Others/SkillObj/SkillObj_Elemental_ElectricRebornPart,,,,4001,19,雷元素复活碎片,Elemental_ElectircRebornPart,,,,,,,Default_Item,,,0,
42003001,Cicin_ElectricBall,ART/Others/Bullet/Bullet_Cicin_ThrowObject,,,,4001,3,雷莹—电球,Cicin_ElectricBall,1,,,,,,Default_Item,,,0,
42003002,Cicin_BlinkPoint,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,19,雷莹—闪现锚点,Cicin_BlinkPoint,,,,,,,Default_Item,,,0,
42003003,Cicin_ThunderEnergy,ART/Others/Bullet/Bullet_Cicin_ThrowObject,,,,4001,3,雷莹—雷盾能量球,Cicin_ThunderEnergy,1,,,,,,Default_Item,,,0,
42003004,Cicin_WaterBall,ART/Others/Bullet/Bullet_Cicin_ThrowObject,,,,4001,3,水莹—水球,Cicin_WaterBall,1,,,,,,Default_Item,,,0,
42004001,Effigy_ElectricBarrage,ART/Others/Bullet/Bullet_Effigy_ElectricBarrage,,,,4001,3,无相之雷—弹幕子弹,Effigy_ElectricBarrage,1,,,,,,Default_Item,,,0,
42004002,Effigy_ElectricBullet,ART/Others/Bullet/Bullet_Effigy_ElectricBullet,,,,4001,3,无相之雷—远程攻击子弹,Effigy_ElectricBullet,1,,,,,,Default_Item,,,0,
42004003,Effigy_ElectricBarrageEmitter,ART/Others/SkillObj/SkillObj_ElectricBarrageEmitter,,,,4001,19,无相之雷—弹幕发射器,Effigy_ElectricBarrageEmitter,,,,,,,Default_Item,,,0,
42004004,Effigy_ElectricDefenceCentre,ART/Others/SkillObj/SkillObj_ElectricDefenceCentre,,,,4001,19,无相之雷—大招中心点,Effigy_ElectricDefenceCentre,,,,,,,Default_Item,,,0,
42004005,Effigy_ElectricDefencePart,ART/Others/SkillObj/SkillObj_ElectricDefencePart,,,,4001,19,无相之雷—大招组件,Effigy_ElectricDefencePart,,,,,,,Default_Item,,,0,
42004006,Effigy_InitialPos,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,19,无相之雷—初始位置,Effigy_InitialPos,,,,,,,Default_Item,,,0,
42004007,Effigy_DefencePartCurrent,ART/Others/SkillObj/SkillObj_DefencePartCurrent,,,,4001,19,无相之雷—大招电网,Effigy_DefencePartCurrent,,,,,,,Default_Item,,,0,
42004008,Effigy_ThunderDrop,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,19,无相之雷—大招落雷,Effigy_ThunderDrop,,,,,,,Default_Item,,,0,
42004009,Effigy_AreaAtkLaser,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,19,无相之雷—激光炮,Effigy_AreaAtkLaser,,,,,,,Default_Item,,,0,
42004010,Effigy_RebornPart,ART/Others/SkillObj/SkillObj_EffigyRebornPart,,,,4001,19,无相之雷—复活碎片,Effigy_RebornPart,,,,,,,Default_Item,,,0,
42004011,Effigy_CreateRebornPart,ART/Others/Bullet/Bullet_Effigy_CreateRebornPart,,,,4001,3,无相之雷—创建复活碎片子弹,Effigy_CreateRebornPart,1,,,,,,Default_Item,,,0,
42004012,Effigy_RushPos,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,19,无相之雷—冲刺位置,Effigy_RushPos,,,,,,,Default_Item,,,0,
42004013,Effigy_Electric_Elite_Pile,ART/Others/SkillObj/SkillObj_Monster_Effigy_Electric_Elite_Pile,,,,5005,19,无相之雷（活动）—感电物体,Effigy_Electric_Elite_Pile,,,,,,,Default_Item,,,0,
42004014,Effigy_Electric_Elite_ChargeBullet,ART/Others/Bullet/Bullet_Effigy_Electric_Elite_ChargeBullet,,,,4001,3,无相之雷（活动）—电荷子弹（追物件）,Effigy_Electric_Elite_ChargeBullet,1,,,,,,Default_Item,,,0,
42004015,Effigy_Electric_Elite_ElectricBullet,ART/Others/Bullet/Bullet_Effigy_Electric_Elite_ElectricBullet,,,,4001,3,无相之雷（活动）—远程攻击子弹,Effigy_Electric_Elite_ElectricBullet,1,,,,,,Default_Item,,,0,
42004016,Effigy_Electric_Elite_RebornPartSmall,ART/Others/SkillObj/SkillObj_Monster_Effigy_Electric_Elite_RebornPartSmall,,,,4001,19,无相之雷（活动）—复活碎片（小）,Effigy_Electric_Elite_RebornPartSmall,,,,,,,Default_Item,,,0,
42004017,Effigy_Electric_Elite_RebornPartNorm,ART/Others/SkillObj/SkillObj_Monster_Effigy_Electric_Elite_RebornPartNorm,,,,4001,19,无相之雷（活动）—复活碎片（中）,Effigy_Electric_Elite_RebornPartNorm,,,,,,,Default_Item,,,0,
42004018,Effigy_Electric_Elite_RebornPartBig,ART/Others/SkillObj/SkillObj_Monster_Effigy_Electric_Elite_RebornPartBig,,,,4001,19,无相之雷（活动）—复活碎片（大）,Effigy_Electric_Elite_RebornPartBig,,,,,,,Default_Item,,,0,
42004019,Effigy_Electric_Elite_ChargeBullet2Avatar,ART/Others/Bullet/Bullet_Effigy_Electric_Elite_ChargeBullet,,,,4001,3,无相之雷（活动）—电荷子弹（追玩家）,Effigy_Electric_Elite_ChargeBullet2Avatar,1,,,,,,Default_Item,,,0,
42004020,Effigy_Electric_Elite_EffectElectricBullet,ART/Others/Bullet/Bullet_Effigy_Electric_Elite_EffectElectricBullet,,,,4001,3,无相之雷（活动）—远程弹特效子弹,Effigy_Electric_Elite_EffectElectricBullet,1,,,,,,Default_Item,,,0,
42004101,Effigy_WindFall,ART/Others/Bullet/Bullet_Effigy_WindFall,,,,4001,3,无相之风—坠落子弹,Effigy_WindFall,1,,,,,,Default_Item,,,0,
42004102,Effigy_WindFallPosition,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,19,无相之风—坠落子弹位置,Effigy_WindFallPosition,,,,,,,Default_Item,,,0,
42004103,Effigy_AirFlow,ART/Others/SkillObj/SkillObj_Effigy_Wind_Airflow,,,,1001,23,无相之风—气流场,Effigy_AirFlow,,,,,,,Default_Item,,,0,
42004104,Effigy_TornadoEmitter,ART/Others/SkillObj/SkillObj_Effigy_TornadoEmitter,,,,4001,19,无相之风—龙卷风生成器,Effigy_TornadoEmitter,,,,,,,Default_Item,,,0,
42004105,Effigy_StaticElementBall_Wind,ART/Others/Bullet/Bullet_Effigy_ElementBall,,,,4001,3,无相之风—静止能量球-风,Effigy_StaticElementBall_Wind,,,,,,,Default_Item,,,0,
42004106,Effigy_StaticElementBall_Fire,ART/Others/Bullet/Bullet_Effigy_ElementBall,,,,4001,3,无相之风—静止能量球-火,Effigy_StaticElementBall_Fire,,,,,,,Default_Item,,,0,
42004107,Effigy_StaticElementBall_Electric,ART/Others/Bullet/Bullet_Effigy_ElementBall,,,,4001,3,无相之风—静止能量球-雷,Effigy_StaticElementBall_Electric,,,,,,,Default_Item,,,0,
42004108,Effigy_StaticElementBall_Water,ART/Others/Bullet/Bullet_Effigy_ElementBall,,,,4001,3,无相之风—静止能量球-水,Effigy_StaticElementBall_Water,,,,,,,Default_Item,,,0,
42004109,Effigy_StaticElementBall_Ice,ART/Others/Bullet/Bullet_Effigy_ElementBall,,,,4001,3,无相之风—静止能量球-冰,Effigy_StaticElementBall_Ice,,,,,,,Default_Item,,,0,
42004110,Effigy_ElementBall_Wind,ART/Others/Bullet/Bullet_Effigy_ElementBall,,,,4001,3,无相之风—移动能量球-风,Effigy_ElementBall_Wind,1,,,,,,Default_Item,,,0,
42004111,Effigy_ElementBall_Fire,ART/Others/Bullet/Bullet_Effigy_ElementBall,,,,4001,3,无相之风—移动能量球-火,Effigy_ElementBall_Fire,1,,,,,,Default_Item,,,0,
42004112,Effigy_ElementBall_Electric,ART/Others/Bullet/Bullet_Effigy_ElementBall,,,,4001,3,无相之风—移动能量球-雷,Effigy_ElementBall_Electric,1,,,,,,Default_Item,,,0,
42004113,Effigy_ElementBall_Water,ART/Others/Bullet/Bullet_Effigy_ElementBall,,,,4001,3,无相之风—移动能量球-水,Effigy_ElementBall_Water,1,,,,,,Default_Item,,,0,
42004114,Effigy_ElementBall_Ice,ART/Others/Bullet/Bullet_Effigy_ElementBall,,,,4001,3,无相之风—移动能量球-冰,Effigy_ElementBall_Ice,1,,,,,,Default_Item,,,0,
42004115,Effigy_AirGunCentre,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,19,无相之风—空气炮发射器,Effigy_AirGunCentre,,,,,,,Default_Item,,,0,
42004116,Effigy_EffectAirGun,ART/Others/Bullet/Bullet_Effigy_AirGun,,,,4001,3,无相之风—空气炮特效子弹,Effigy_EffectAirGun,1,,,,,,Default_Item,,,0,
42004117,Effigy_AirGun,ART/Others/Bullet/Bullet_Effigy_AirGun,,,,4001,3,无相之风—空气炮子弹,Effigy_AirGun,1,,,,,,Default_Item,,,0,
42004118,Effigy_Tornado,ART/Others/Bullet/Bullet_Effigy_Tornado,,,,4001,3,无相之风—移动龙卷风,Effigy_Tornado,1,,,,,,Default_Item,,,0,
42004119,Effigy_ElementBall_Wind_Reborn,ART/Others/Bullet/Bullet_Effigy_ElementBall,,,,4001,3,无相之风—重生移动能量球-风,Effigy_ElementBall_Wind_Reborn,1,,,,,,Default_Item,,,0,
42004120,Effigy_AirFlow_Reborn,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,19,无相之风—重生风场,Effigy_AirFlow_Reborn,,,,,,,Default_Item,,,0,
42004121,Effigy_StaticElementBall_Wind_Reborn,ART/Others/Bullet/Bullet_Effigy_ElementBall,,,,4001,3,无相之风—重生静止能量球-风,Effigy_StaticElementBall_Wind_Reborn,,,,,,,Default_Item,,,0,
42004122,Effigy_WindBlade,ART/Others/Bullet/Bullet_Effigy_WindBlade,,,,4001,3,无相之风—风刃,Effigy_WindBlade,1,,,,,,Default_Item,,,0,
42004123,Effigy_WindBladePos,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,19,无相之风—风刃位置,Effigy_WindBladePos,,,,,,,Default_Item,,,0,
42004124,Effigy_AirBlade,ART/Others/Bullet/Bullet_Effigy_AirBlade,,,,4001,3,无相之风—小型风刃,Effigy_AirBlade,1,,,,,,Default_Item,,,0,
42004125,Effigy_EnergyAbsorbPos,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,19,无相之风—能量吸取位置,Effigy_EnergyAbsorbPos,,,,,,,Default_Item,,,0,
42004126,Effigy_Wind_Elite_AirBlade,ART/Others/Bullet/Bullet_Effigy_Wind_Elite_AirBlade,,,,4001,3,无相之风（活动）—小型风刃,Effigy_Wind_Elite_AirBlade,1,,,,,,Default_Item,,,0,
42004127,Effigy_Wind_Elite_EffectAirGun,ART/Others/Bullet/Bullet_Effigy_Wind_Elite_AirGun,,,,4001,3,无相之风（活动）—空气炮特效子弹,Effigy_Wind_Elite_EffectAirGun,1,,,,,,Default_Item,,,0,
42004128,Effigy_Wind_Elite_AirGun,ART/Others/Bullet/Bullet_Effigy_Wind_Elite_AirGun,,,,4001,3,无相之风（活动）—空气炮子弹,Effigy_Wind_Elite_AirGun,1,,,,,,Default_Item,,,0,
42004129,Effigy_Wind_Elite_EffectAirGunAOE,ART/Others/Bullet/Bullet_Effigy_Wind_Elite_AirGunAOE,,,,4001,3,无相之风（活动）—空气炮特效AOE子弹,Effigy_Wind_Elite_EffectAirGunAOE,1,,,,,,Default_Item,,,0,
42004130,Effigy_Wind_Elite_AirGunAOE,ART/Others/Bullet/Bullet_Effigy_Wind_Elite_AirGunAOE,,,,4001,3,无相之风（活动）—空气炮AOE子弹,Effigy_Wind_Elite_AirGunAOE,1,,,,,,Default_Item,,,0,
42004131,Effigy_Wind_Elite_WindFall,ART/Others/Bullet/Bullet_Effigy_WindFall,,,,4001,3,无相之风（活动）—坠落子弹,Effigy_Wind_Elite_WindFall,1,,,,,,Default_Item,,,0,
42004132,Effigy_Wind_Elite_WindFallPile,ART/Others/SkillObj/SkillObj_Monster_Effigy_Wind_Elite_WindFallPile,,,,4001,19,无相之风（活动）—风场物件,Effigy_Wind_Elite_WindFallPile,,,,,,,Default_Item,,,0,
42004133,Effigy_Wind_Elite_DynamicElementBall_Reborn,ART/Others/Bullet/Bullet_Effigy_ElementBall,,,,4001,3,无相之风（活动）—重生动态能量球,Effigy_Wind_Elite_DynamicElementBall_Reborn,1,,,,,,Default_Item,,,0,
42004134,Effigy_Wind_Elite_Tornado,ART/Others/Bullet/Bullet_Effigy_Tornado,,,,4001,3,无相之风（活动）—移动龙卷风,Effigy_Wind_Elite_Tornado,1,,,,,,Default_Item,,,0,
42004135,Effigy_Wind_Elite_WindFallPosition,ART/Others/SkillObj/SkillObj_Monster_Effigy_Wind_Elite_WindFallPosition,,,,4001,19,无相之风（活动）—坠落子弹位置,Effigy_Wind_Elite_WindFallPosition,,,,,,,Default_Item,,,0,
42004136,Effigy_Wind_Elite_AirFlow,ART/Others/SkillObj/SkillObj_Monster_Effigy_Wind_Elite_Airflow,,,,1001,23,无相之风（活动）—气流场,Effigy_Wind_Elite_AirFlow,,,,,,,Default_Item,,,0,
42004201,Effigy_StonePillar,ART/Others/SkillObj/SkillObj_Monster_Effigy_Rock_Pillar,,,,4001,19,无相之岩—岩柱,Effigy_StonePillar,,1,,,1,,Default_Item,1,,0,
42004202,Effigy_RockHeart,ART/Others/SkillObj/SkillObj_Monster_Effigy_Rock_RockHeart,,,,4001,19,无相之岩—岩晶体,Effigy_RockHeart,,,,,,,Default_Item,,,0,
42004203,Effigy_StoneBall,ART/Others/Bullet/Bullet_Effigy_StoneBall,,,,4001,3,无相之岩—远程攻击子弹,Effigy_StoneBall,1,,,,,,Default_Item,,,0,
42004204,Effigy_RockFall,ART/Others/Bullet/Bullet_Effigy_WindFall,,,,4001,3,无相之岩—坠落石头子弹,Effigy_RockFall,1,,,,,,Default_Item,,,0,
42004205,Effigy_RockShield,ART/Others/SkillObj/SkillObj_Monster_Effigy_Rock_RockShield,,,,1001,19,无相之岩—岩晶体护盾,Effigy_RockShield,,1,,,,,Default_Item,,,0,
42004206,Effigy_Spike,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,3,无相之岩—地刺,Effigy_Spike,1,,,,,,Default_Item,,,0,
42004207,Effigy_SpikeDamage,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,19,无相之岩—地刺伤害区域,Effigy_SpikeDamage,,,,,,,Default_Item,,,0,
42004208,Effigy_ChargeAtkWave,ART/Others/Bullet/Bullet_Effigy_ChargeAtkWave,,,,4001,3,无相之岩—裂地波,Effigy_ChargeAtkWave,1,,,,,,Default_Item,,,0,
42004209,Effigy_EffectStoneBall,ART/Others/Bullet/Bullet_Effigy_AirGun,,,,4001,3,无相之岩—石头弹特效子弹,Effigy_EffectStoneBall,1,,,,,,Default_Item,,,0,
42004210,Effigy_RockLaser,ART/Others/Bullet/Bullet_Effigy_RockLaser,,,,4001,3,无相之岩—激光,Effigy_RockLaser,1,,,,,,Default_Item,,,0,
42004211,Effigy_RockFallZone,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,19,无相之岩—落石区域,Effigy_RockFallZone,,,,,,,Default_Item,,,0,
42004212,Effigy_RebornPillar,ART/Others/SkillObj/SkillObj_Monster_Effigy_Rock_Pillar,,,,4001,19,无相之岩—复活岩柱,Effigy_RebornPillar,,1,,,1,,Default_Item,,,0,
42004213,Effigy_Rock_Elite_ShieldCreate,ART/Others/SkillObj/SkillObj_Monster_Effigy_Rock_Elite_ShieldCreate,,,,4001,19,无相之岩（活动）—结晶球生成器,Effigy_Rock_Elite_ShieldCreate,,,,,,,Default_Item,,,0,
42004214,Effigy_Rock_Elite_RockShield,ART/Others/SkillObj/SkillObj_Monster_Effigy_Rock_RockShield,,,,1001,19,无相之岩（活动）—岩晶体护盾（抵挡全部伤害）,Effigy_Rock_Elite_RockShield,,1,,,,,Default_Item,,,0,
42004215,Effigy_Rock_Elite_CrystalSeed_Trigger,ART/Others/Bullet/Bullet_Crystal_Seed_Throw,,,,4001,3,无相之岩（活动）-岩种子发射器,Effigy_Rock_Elite_CrystalSeed_Trigger,1,,,,,,Default_Item,,,0,
42004216,Effigy_Rock_Elite_CrystalSeed_TriggerSpecial,ART/Others/Bullet/Bullet_Crystal_Seed_Throw,,,,4001,3,无相之岩（活动）-远距离岩种子发射器,Effigy_Rock_Elite_CrystalSeed_TriggerSpecial,1,,,,,,Default_Item,,,0,
42004217,Effigy_Rock_Elite_CrystalSeed,ART/Others/SkillObj/SkillObj_Element_CrystalSeed,,,,4001,19,无相之岩（活动）-岩种子,Effigy_Rock_Elite_CrystalSeed,,,,,,,Default_Item,,,0,
42004218,Effigy_Rock_Elite_InitialPos,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,19,无相之岩（活动）—初始位置,Effigy_Rock_Elite_InitialPos,,,,,,,Default_Item,,,0,
42004219,Effigy_Rock_Elite_StoneStormPile,ART/Others/SkillObj/SkillObj_Monster_Effigy_Rock_Elite_StonePile,,,,4001,19,无相之岩（活动）—岩石子物件,Effigy_Rock_Elite_StoneStormPile,,,,,,,Default_Item,,,0,
42004220,Effigy_Rock_Elite_StoneBall,ART/Others/Bullet/Bullet_Effigy_Rock_Elite_StoneBall,,,,4001,3,无相之岩（活动）—远程攻击子弹,Effigy_Rock_Elite_StoneBall,1,,,,,,Default_Item,,,0,
42004221,Effigy_Rock_Elite_StoneStormBullet,ART/Others/Bullet/Bullet_Effigy_Rock_Elite_StoneStormEffectBullet,,,,4001,3,无相之岩（活动）—特效子弹,Effigy_Rock_Elite_StoneStormBullet,1,,,,,,Default_Item,,,0,
42004222,Effigy_Rock_Elite_StoneBallEnergyBullet,ART/Others/Bullet/Bullet_Effigy_Rock_Elite_StoneBallEnergyBullet,,,,4001,3,无相之岩（活动）—打石柱能量子弹,Effigy_Rock_Elite_StoneBallEnergyBullet,1,,,,,,Default_Item,,,0,
42004223,Effigy_Rock_Elite_Spike,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,3,无相之岩（活动）—地刺,Effigy_Rock_Elite_Spike,1,,,,,,Default_Item,,,0,
42004224,Effigy_Rock_Elite_SpikeLast,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,3,无相之岩（活动）—强化地刺,Effigy_Rock_Elite_SpikeLast,1,,,,,,Default_Item,,,0,
42004225,Effigy_Rock_Elite_ShieldCreateSpecial,ART/Others/SkillObj/SkillObj_Monster_Effigy_Rock_Elite_ShieldCreate,,,,4001,19,无相之岩（活动）—带持续伤害的结晶球生成器,Effigy_Rock_Elite_ShieldCreateSpecial,,,,,,,Default_Item,,,0,
42004401,Effigy_Ice_RangeAtk_Bullet,ART/Others/Bullet/Bullet_Effigy_Ice_RangeAtk_Bullet,,,,4001,3,无相之冰-射击子弹,Bullet_Effigy_Ice_RangeAtk_Bullet,1,,,,,,Default_Item,,,0,
42004402,Effigy_Ice_RangeAtk_Shield,ART/Others/Bullet/Bullet_Slime_ThrowObject,,,,4001,3,无相之冰-射击技能外壳特效载具,Bullet_Effigy_Ice_RangeAtk_Shield,1,,,,,,Default_Item,,,0,
42004403,Effigy_Ice_NeedleSpinningShoot_Bullet,ART/Others/Bullet/Bullet_Effigy_Ice_NeedleSpinningShoot_Bullet,,,,4001,3,无相之冰-尖刺发射子弹,Bullet_Effigy_Ice_NeedleSpinningShoot_Bullet,1,,,,,,Default_Item,,,0,
42004404,Effigy_Ice_Revive_IceBarrage_Bullet,ART/Others/Bullet/Bullet_Effigy_Ice_Revive_IceBarrage_Bullet,,,,4001,3,无相之冰-再生模式冰弹子弹,Bullet_Effigy_Ice_Revive_IceBarrage_Bullet,1,,,,,,Default_Item,,,0,
42004405,Effigy_Ice_Revive_NeedleAttack_Needle,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,3,无相之冰-再生模式冰刺技能冰刺,Bullet_Effigy_Ice_Revive_NeedleAttack_Needle,,,,,,,Default_Item,,,0,
42004406,Effigy_Ice_Revive_IceBarrage_Bullet02,ART/Others/Bullet/Bullet_Slime_ThrowObject,,,,4001,3,无相之冰-再生模式冰弹子弹02,Bullet_Effigy_Ice_Revive_IceBarrage_Bullet02,1,,,,,,Default_Item,,,0,
42004407,Effigy_Ice_SpikeStrike_Attack,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,3,无相之冰-冰锥击子弹,Bullet_Effigy_Ice_SpikeStrike_Attack,,1,,,,,Default_Item,,,0,
42004408,Effigy_Ice_Revive_SpikeAttack_FanShaped_Launcher,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,3,无相之冰-再生模式-扇形冰锥发射器,Bullet_Effigy_Ice_Revive_SpikeAttack_FanShaped_Launcher,,,,,,,Default_Item,,,0,
42004409,Effigy_Ice_Revive_SpikeAttack_FanShaped_Attack,ART/Others/SkillObj/SkillObj_EmptyGadget,,,,4001,3,无相之冰-再生模式-扇形冰锥冰锥,Bullet_Effigy_Ice_Revive_SpikeAttack_FanShaped_Attack,,,,,,,Default_Item,,,0,
42004410,Effigy_Ice_Revive_IceBarrage_BulletOnGround,ART/Others/SkillObj/SkillObj_Monster_Effigy_Ice_Revive_IceBarrage_BulletOnGround,,,,4001,19,无相之冰-再生模式-冰炮弹地面停留,Bullet_Effigy_Ice_Revive_IceBarrage_BulletOnGround,,1,,,,,Default_Item,,,0,
42004411,Effigy_Ice_Revive_IceBarrage_BulletKicked,ART/Others/Bullet/Bullet_Slime_ThrowObject,,,,4001,3,无相之冰-再生模式-被触发的冰炮弹,Bullet_Effigy_Ice_Revive_IceBarrage_BulletKicked,1,,,,,,Default_Item,,,0,
42004412,Bullet_Effigy_Ice_Revive_IceWall,ART/Others/SkillObj/SkillObj_Monster_Effigy_Ice_IceWall,,,,4001,3,活动无相之冰-再生模式-冰墙A,Bullet_Effigy_Ice_Revive_IceWall,1,,,,,,Default_Item,,,0,
42004413,Bullet_Effigy_Ice_Revive_IceWall02,ART/Others/SkillObj/SkillObj_Monster_Effigy_Ice_IceWall02,,,,4001,3,活动无相之冰-再生模式-冰墙02A,Bullet_Effigy_Ice_Revive_IceWall02,1,,,,,,Default_Item,,,0,
42004414,Bullet_Effigy_Ice_Revive_IceBarrage_Bullet_Activity,ART/Others/Bullet/Bullet_Effigy_Ice_Revive_IceBarrage_Bullet,,,,4001,3,活动无相之冰-再生模式冰弹子弹,Bullet_Effigy_Ice_Revive_IceBarrage_Bullet_Activity,1,,,,,,Default_Item,,,0,
