ID	名称$text_name_Name	Prefab路径	Prefab_Remote路径	Controller路径	Controller_Remote路径	默认阵营	JSON名称	JSON路径文件名	能否战斗	能否移动	能否发声	是否常驻	角色npc初见分组
90	(test)酒庄农夫	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_Sample_02				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1			
91	(test)酒庄农夫	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_Sample_02				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1			
92	(test)野炊的美食家	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_01				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1			
93	(test)任务测试npc	ART/Char/NPC/NPC_Mengde/NPC_Mengde_Female/NPC_Mengde_Female_Standard_Beatrice_1401				2001	ConfigNpc_Common_AnimatorMove_Female_noheadcontrol	ConfigNpc_Common_AnimatorMove_Female_noheadcontrol	0	1	1	1	
94	奇怪的雕像	ART/Char/NPC/NPC_Others/NPC_Others_Readable_Invisible				2001	StandOnly		0	0			
95	(test)任务测试npc	ART/Char/NPC/NPC_Mengde/NPC_Mengde_Female/NPC_Mengde_Female_Standard_Beatrice_1401				2001	ConfigNpc_Common_AnimatorMove_Female_noheadcontrol	ConfigNpc_Common_AnimatorMove_Female_noheadcontrol	0	1	1	1	
96	(test)玩法测试NPC：飞行	ART/Char/NPC/NPC_Mengde/NPC_Mengde_Male/NPC_Mengde_Male_Standard_Huffman_1433				2001	ConfigNpc_Common_AnimatorMove_Male	ConfigNpc_Common_AnimatorMove_Male	0	1	1		
97	(test)神里绫华unreleased	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Sword_Ayaka				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		
101	(test)	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Sword_Ayaka				2001	CanMove01		0	1			
102	(test)温迪测试	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_01				2001	CanMove01		0	1			
103	(test)盖亚测试	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_01				2001	CanMove01		0	1			
501	芭芭拉	ART/Char/NPC/NPC_Avatar_Coop/NPC_Coop_Avatar_Girl_Catalyst_Barbara/NPC_Coop_Avatar_Girl_Catalyst_Barbara				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		14
502	迪奥娜	ART/Char/NPC/NPC_Avatar_Coop/NPC_Coop_Avatar_Loli_Bow_Diona/NPC_Coop_Avatar_Loli_Bow_Diona				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		39
503	托马	ART/Char/NPC/NPC_Avatar_Coop/NPC_Coop_Avatar_Male_Pole_Tohma/NPC_Coop_Avatar_Male_Pole_Tohma				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		50
504	早柚	ART/Char/NPC/NPC_Avatar_Coop/NPC_Coop_Avatar_Loli_Claymore_Sayu/NPC_Coop_Avatar_Loli_Claymore_Sayu				2001		ConfigNpc_Common_AnimatorMove_Loli_Sayu	0	1	1		53
505	五郎	ART/Char/NPC/NPC_Avatar_Coop/NPC_Coop_Avatar_Boy_Bow_Gorou/NPC_Coop_Avatar_Boy_Bow_Gorou				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		55
506	北斗	ART/Char/NPC/NPC_Avatar_Coop/NPC_Coop_Avatar_Lady_Claymore_Beidou/NPC_Coop_Avatar_Lady_Claymore_Beidou				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		24
507	凝光	ART/Char/NPC/NPC_Avatar_Coop/NPC_Coop_Avatar_Lady_Catalyst_Ningguang/NPC_Coop_Avatar_Lady_Catalyst_Ningguang				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		27
508	凝光	ART/Char/NPC/NPC_Avatar_Coop/NPC_Coop_Avatar_Lady_Catalyst_NingguangCostumeFloral/NPC_Coop_Avatar_Lady_Catalyst_NingguangCostumeFloral				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		27
509	云堇	ART/Char/NPC/NPC_Avatar_Coop/NPC_Coop_Avatar_Girl_Pole_Yunjin/NPC_Coop_Avatar_Girl_Pole_Yunjin				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		64
901	(test)商店老板01	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_01				2001	ConfigNpc_Common_AnimatorMove_Male	ConfigNpc_Common_AnimatorMove_Male	0	1	1		
902	(test)商店老板02	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_02				2001	ConfigNpc_Common_AnimatorMove_Male	ConfigNpc_Common_AnimatorMove_Male	0	1	1		
903	(test)商店老板03	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_03				2001	ConfigNpc_Common_AnimatorMove_Male	ConfigNpc_Common_AnimatorMove_Male	0	1	1		
904	(test)商店老板04	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_02				2001	ConfigNpc_Common_AnimatorMove_Male	ConfigNpc_Common_AnimatorMove_Male	0	1	1		
905	(test)蒙德路人01	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Female_01				2001	ConfigNpc_Common_AnimatorMove_Female	ConfigNpc_Common_AnimatorMove_Female	0	1	1		
906	(test)蒙德路人02	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Female_05				2001	ConfigNpc_Common_AnimatorMove_Female	ConfigNpc_Common_AnimatorMove_Female	0	1	1		
907	(test)蒙德路人03	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_02				2001	ConfigNpc_Common_AnimatorMove_Male	ConfigNpc_Common_AnimatorMove_Male	0	1	1		
908	(test)蒙德路人04	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Female_03				2001	ConfigNpc_Common_AnimatorMove_Female	ConfigNpc_Common_AnimatorMove_Female	0	1	1		
909	(test)蒙德路人05	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_01				2001	ConfigNpc_Common_AnimatorMove_Male	ConfigNpc_Common_AnimatorMove_Male	0	1	1		
910	(test)蒙德路人06	ART/Char/NPC/NPC_Mengde/NPC_Mengde_Female/NPC_Mengde_Female_Standard_Gloria_1471				2001	ConfigNpc_Common_AnimatorMove_Female	ConfigNpc_Common_AnimatorMove_Female	0	1	1		
911	(test)蒙德路人07	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_Soilder01				2001	ConfigNpc_Common_AnimatorMove_Male	ConfigNpc_Common_AnimatorMove_Male	0	1	1		
912	(test)蒙德路人08	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_Soilder02				2001	ConfigNpc_Common_AnimatorMove_Male	ConfigNpc_Common_AnimatorMove_Male	0	1	1		
913	(test)蒙德城门士兵01	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_Soilder01				2001	ConfigNpc_Common_AnimatorMove_Male	ConfigNpc_Common_AnimatorMove_Male	0	1	1		
914	(test)蒙德城门士兵02	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_Soilder02				2001	ConfigNpc_Common_AnimatorMove_Male	ConfigNpc_Common_AnimatorMove_Male	0	1	1		
915	(test)安东尼	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_Sample_01				2001	ConfigNpc_Common_AnimatorMove_Male	ConfigNpc_Common_AnimatorMove_Male	0	1	1		
916	(test)昆恩	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_Sample_02				2001	ConfigNpc_Common_AnimatorMove_Male	ConfigNpc_Common_AnimatorMove_Male	0	1	1		
917	(test)安娜	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Female_Sample_01				2001	ConfigNpc_Common_AnimatorMove_Female	ConfigNpc_Common_AnimatorMove_Female	0	1	1		
918	(test)贝雅特丽奇	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Female_Sample_02				2001	ConfigNpc_Common_AnimatorMove_Female	ConfigNpc_Common_AnimatorMove_Female	0	1	1		
919	(test)昆恩 	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_Sample_03				2001	ConfigNpc_Common_AnimatorMove_Male	ConfigNpc_Common_AnimatorMove_Male	0	1	1		
1001	温迪	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Boy_Bow_Venti				2001		ConfigNpc_Common_AnimatorMove_Venti	0	1	1		22
1002	安柏	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Bow_AmborCostumeWic				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		21
1003	老板	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_Barman				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		
1004	凯亚	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Male_Sword_Kaeya				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		15
30057	凯亚	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Male_Sword_Kaeya				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1	1	15
1005	派蒙	ART/Char/NPC/NPC_Kanban_Paimon/NPC_Kanban_Paimon				2001	ConfigNpc_Paimon	ConfigNpc_Paimon	0	1	1		
1006	琴	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Lady_Sword_QinCostumeWic				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		3
30058	琴	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Lady_Sword_QinCostumeWic				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1	1	3
1007	丽莎	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Lady_Catalyst_Lisa				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		4
30059	丽莎	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Lady_Catalyst_Lisa				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1	1	4
1008	芭芭拉	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Catalyst_Barbara				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		14
30060	芭芭拉	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Catalyst_Barbara				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1	1	14
1009	迪卢克	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Male_Claymore_Diluc				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		16
30061	迪卢克	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Male_Claymore_Diluc				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1	1	16
1010	风魔龙	ART/Char/NPC/NPC_Monster/NPC_Monster_Dragon_Dvalin_Test				2001	CanMove01		0	1	1		
1011	雷泽	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Boy_Claymore_Razor				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		20
30062	雷泽	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Boy_Claymore_Razor				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1	1	20
1012	香菱	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Pole_Xiangling				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		23
1013	神里绫华	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Sword_Ayaka				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		2
1014	凯亚	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Male_Sword_Kaeya				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		15
1015	甘雨	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Bow_Ganyu				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1		37
1016	刻晴	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Sword_Keqing				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1		42
1017	女士	ART/Char/NPC/NPC_Monster/NPC_Monster_LaSignora_01				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1		
1018	阿贝多	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Boy_Sword_Albedo				2001		ConfigNpc_Common_AnimatorMove_Male_Albedo	0	1	1		38
30056	阿贝多	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Boy_Sword_Albedo				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove_Male_Albedo	0	1	1	1	38
1019	砂糖	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Catalyst_Sucrose				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1		43
1020	罗莎莉亚	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Lady_Pole_RosariaCostumeWic				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1		45
1021	胡桃	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Pole_Hutao				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1		46
1022	戴因斯雷布	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Male_Sword_Dainslaif				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1		
1023	重云	ART/Char/NPC/NPC_Avatar_Coop/NPC_Coop_Avatar_Boy_Claymore_Chongyun/NPC_Coop_Avatar_Boy_Claymore_Chongyun				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1		36
1024	班尼特	ART/Char/NPC/NPC_Avatar_Coop/NPC_Coop_Avatar_Boy_Sword_Bennett/NPC_Coop_Avatar_Boy_Sword_Bennett				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1		32
1025	空	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Boy_Sword_PlayerBoy				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove_PlayerBoy	0	1	1		
1026	荧	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Sword_PlayerGirl				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove_PlayerGirl	0	1	1		
1027	诺艾尔	ART/Char/NPC/NPC_Avatar_Coop/NPC_Coop_Avatar_Girl_Claymore_Noel/NPC_Coop_Avatar_Girl_Claymore_Noel				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		34
1028	班尼特	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Boy_Sword_Bennett				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		32
1029	优菈	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Lady_Claymore_Eula				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1		51
1030	烟绯	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Catalyst_Feiyan				2001		ConfigNpc_Common_AnimatorMove_Female_Feiyan	0	1	1		48
1031	北斗	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Lady_Claymore_Beidou				2001		ConfigNpc_Common_AnimatorMove_Female	0	1	1		24
1032	枫原万叶	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Boy_Sword_Kazuha				2001		ConfigNpc_Common_AnimatorMove_Male	0	1	1		47
1033	托马	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Male_Pole_Tohma				2001		ConfigNpc_Common_AnimatorMove	0	1	1		50
1034	八重神子	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Lady_Catalyst_Yae				2001		ConfigNpc_Common_AnimatorMove_Yae	0	1	1		58
1035	宵宫	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Bow_Yoimiya				2001		ConfigNpc_Common_AnimatorMove	0	1	1		49
1036	雷电将军	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Lady_Pole_Shougun				2001		ConfigNpc_Common_AnimatorMove	0	1	1		52
1037	珊瑚宫心海	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Catalyst_Kokomi				2001		ConfigNpc_Common_AnimatorMove	0	1	1		54
1038	九条裟罗	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Lady_Bow_Sara				2001		ConfigNpc_Common_AnimatorMove	0	1	1		56
1039	五郎	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Boy_Bow_Gorou				2001		ConfigNpc_Common_AnimatorMove_Gorou	0	1	1		55
1040	早柚	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Loli_Claymore_Sayu				2001		ConfigNpc_Common_AnimatorMove_Loli_Sayu	0	1	1		53
1041	重云	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Boy_Claymore_Chongyun				2001		ConfigNpc_Common_AnimatorMove	0	1	1		36
1042	辛焱	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Claymore_Xinyan				2001		ConfigNpc_Common_AnimatorMove_Xinyan	0	1	1		44
1043	锅巴	ART/Char/NPC/NPC_Others/NPC_Others_Xiangling_Gooba/NPC_Others_Xiangling_Gooba				2001		ConfigNpc_Common_AnimatorMove_Gooba	0	1	1		
1044	荒泷一斗	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Male_Claymore_Itto				2001		ConfigNpc_Common_AnimatorMove_Itto	0	1	1		57
1045	申鹤	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Lady_Pole_Shenhe				2001		ConfigNpc_Common_AnimatorMove_Shenhe	0	1	1		63
1046	云堇	ART/Char/NPC/NPC_Avatar/NPC_Avatar_Girl_Pole_Yunjin				2001		ConfigNpc_Common_AnimatorMove	0	1	1		64
1101	(test)路人甲	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_01				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		
1102	(test)路人乙	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_02				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		
1103	(test)路人丙	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Female_01				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		
1104	(test)路人丁	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Female_02				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		
1105	(test)蛐蛐裁判	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Female_03				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		
1106	(test)飞行裁判	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Female_02				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	0	1		
1107	(test)神秘商人	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_02				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		
1108	(test)牧师	ART/Char/NPC/NPC_Quest/NPC_Quest_Female_Standard_Sister_1108				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		
1109	(test)露西尼士官长	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_Sergeant				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		
1110	(test)受伤的士兵	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_02				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		
1111	(test)受伤的士兵	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_02				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		
1112	(test)受伤的士兵	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_02				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		
1113	(test)受伤的士兵	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_02				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		
1114	(test)受伤的士兵	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_02				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		
1115	(test)受伤的士兵	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_02				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		
1116	(test)困惑的路人	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Female_03				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		
1117	(test)史莱姆饲养员	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Female_03				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		
1118	苦恼的丘丘人	ART/Char/NPC/NPC_Hili_None_Test/NPC_Hili_None_Test				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove_Male_noheadcontrol	0	1	1		
1119	(test)获救的卫兵	ART/Char/NPC/NPC_Temp/NPC_Temp_Mengde_Male_02				2001	ConfigNpc_Common_AnimatorMove	ConfigNpc_Common_AnimatorMove	0	1	1		
