ID	名称$text_name_Name	Prefab路径	Prefab_Remote路径	Controller路径	Controller_Remote路径	默认阵营	类型	描述	JSON名称	能否移动	是否有音响	是否能装备	能否交互	视距等级	服务器脚本	ItemJSON名称	联机动态属性ID	ChainID	编辑器可用	是否含有动态屏障
40000118	RockImpact	ART/Others/Bullet/Bullet_RockImpact				1001	3	凯文-冲击波	Kevin_RockImpact	1						Default_Item			0	
40000119	ModifiedTrigger					1001	18	可变Trigger	ModifiedTrigger							Default_Item			0	
40000120	RockImpactTrap					1001	18	冲击波减速带	RockImpactTrap							Default_Item			0	
40000121	IceSpine_Strike	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	18	绫华-冰刺(浮空击）	IceSpine_Strike							Default_Item			0	
40000148	ClawMark_Mark 	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	18	雷泽-天狼之痕	ClawMark_Mark	1	1					Default_Item			0	
40000154	ClawMark_Mark_Lycan	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	18	雷泽-天狼之痕（狼神）	ClawMark_Mark_Lycan	1	1					Default_Item			0	
40000160	AimingArrow_WithoutFire	ART/Others/Bullet/Bullet_ArrowAiming				1001	3	安柏无属性蓄力箭	AimingArrow_WithoutFire	1	1					Default_Item			0	
40000161	Double_ArrowAiming_WithoutFire	ART/Others/Bullet/Bullet_Arrow				1001	3	无属性双发箭	Double_ArrowAiming_WithoutFire	1	1					Default_Item			0	
40000172	Frost_Orb	ART/Others/Bullet/Bullet_LightningBoltSpear				1001	3	霜冻宝珠	Frost_Orb	1	1					Default_Item			0	
40000173	Frost_Orb_Bullet	ART/Others/Bullet/Bullet_LightningBoltSpear				1001	3	霜冻宝珠-发射物	Frost_Orb_Bullet	1	1					Default_Item			0	
40000174	JumpDrug_Whitbox_01	ART/Others/Bullet/Bullet_JumpingBomb				1001	3	新做的火炸弹	JumpDrug_Whitbox_01	1	1					Default_Item			0	
40000175	JumpDrug_Whitbox_02	ART/Others/Bullet/Bullet_JumpingBomb				1001	3	新做的火炸弹	JumpDrug_Whitbox_02	1	1					Default_Item			0	
40000176	JumpDrug_Whitbox_03	ART/Others/Bullet/Bullet_JumpingBomb				1001	3	新做的火炸弹	JumpDrug_Whitbox_03	1	1					Default_Item			0	
40000177	JumpDrug_Whitbox_04	ART/Others/Bullet/Bullet_JumpingBomb				1001	3	新做的火炸弹	JumpDrug_Whitbox_04	1	1					Default_Item			0	
40000178	EmptyGadget	ART/Others/Bullet/Bullet_JumpingBomb				1001	3	空物件，用于指定globalvalue	EmptyGadget	1	1					Default_Item			0	
40000179	AmborFlyBullet	ART/Others/Bullet/Bullet_JumpingBomb_Ambor				1001	3	安柏飞行投弹	AmborFlyBullet	1						Default_Item			0	
40000129	IceSpell_Wards_Trap	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	18	冰霜陷阱	IceSpell_Wards_Trap							Default_Item			0	
40010000	测试用子弹	ART/Others/Bullet/Bullet_Weapon_Test_Bullet				1001	3	测试用子弹(便于快速链接ability)	Weapon_Test_Bullet	1						Default_Item			0	
40010001	武器技能_秘法箭	ART/Others/Bullet/Bullet_Weapon_Arcane_Arrow				1001	3	法器额外秘法箭效果	Weapon_Arcane_Arrow	1						Default_Item			0	
40010002	武器技能_刀波	ART/Others/Bullet/Bullet_Weapon_AttackWave				1001	3	天空之傲刀波效果	Weapon_AttackWave	1						Default_Item			0	
40010003	武器技能_风元素球	ART/Others/SkillObj/SkillObj_Weapon_Dvalin_WindBall				1001	3	天空之卷风元素球跟随	Weapon_WindBall	1						Default_Item			0	
40010004	武器技能_风元素球子弹	ART/Others/Bullet/Bullet_Weapon_Arcane_Bullet				1001	3	天空之卷风元素球发射的子弹	Weapon_Arcane_Bullet	1						Default_Item			0	
40010005	武器技能_弹射球球	ART/Others/Bullet/Bullet_Weapon_BouncingBall				1001	3	多次弹射的球	Weapon_BouncingBall	1						Default_Item			0	
40010006	武器技能_穿刺光	ART/Others/Bullet/Bullet_Weapon_Common_Bullet				1001	3	直线带穿透的光箭	Weapon_PiercingLight	1						Default_Item			0	
40010007	武器技能_天丛云	ART/Others/Bullet/Bullet_Weapon_Common_Bullet				1001	3	从天而降的光剑	Weapon_SkySword	1						Default_Item			0	
40010008	武器技能_阴阳符1	ART/Others/Bullet/Bullet_Weapon_Common_Bullet				1001	3	伤害+击退符	Weapon_Bullet_Yang	1						Default_Item			0	
40010009	武器技能_阴阳符2	ART/Others/Bullet/Bullet_Weapon_Common_Bullet				1001	3	减速+回血符，低伤+减防	Weapon_Bullet_Yin	1						Default_Item			0	
40010010	武器技能_明灯	ART/Others/Bullet/Bullet_Weapon_Common_Bullet				1001	3	明灯，单体伤害	Weapon_Lanternrite_Bright	1						Default_Item			0	
40010011	武器技能_魂灯	ART/Others/Bullet/Bullet_Weapon_Arcane_Arrow				1001	3	魂灯，小范围AOE伤害	Weapon_Lanternrite_Dark	1						Default_Item			0	
40010012	武器技能_风刃	ART/Others/Bullet/Bullet_Weapon_AttackWave_Pole				1001	3	天空之脊风刃效果	Weapon_Dvalin_Wave	1						Default_Item			0	
40010013	武器技能_结晶核（大剑）	ART/Others/Bullet/Bullet_Weapon_Dragonfell				1001	3	结晶龙牙从头顶砸下	Weapon_Claymore_Dragonfell_Bullet	1						Default_Item			0	
40010014	武器技能_结晶核(枪）	ART/Others/Bullet/Bullet_Weapon_Dragonfell				1001	3	结晶龙牙从头顶砸下	Weapon_Pole_Dragonfell_Bullet	1						Default_Item			0	
40010015	武器技能_结晶核（法器）	ART/Others/Bullet/Bullet_Weapon_Dragonfell				1001	3	结晶龙牙从头顶砸下	Weapon_Catalyst_Dragonfell_Bullet	1						Default_Item			0	
40010016	武器技能_邪刀波	ART/Others/Bullet/Bullet_Weapon_Youtou_Bullet				1001	3	万叶武器可能的刀波效果	Weapon_Sword_Youtou_Bullet1	1						Default_Item			0	
40010017	武器技能_邪刀波	ART/Others/Bullet/Bullet_Weapon_Youtou_Bullet				1001	3	万叶武器可能的刀波效果	Weapon_Sword_Youtou_Bullet2	1						Default_Item			0	
40010018	武器技能_邪刀波	ART/Others/Bullet/Bullet_Weapon_Youtou_Bullet				1001	3	万叶武器可能的刀波效果	Weapon_Sword_Youtou_Bullet3	1						Default_Item			0	
40020000	测试用Gagdget	ART/Others/SkillObj/SkillObj_Weapon_EmptyGadget_Test				1001	18	测试用Gadget(便于快速链接ability)	Weapon_Test_Gadget							Default_Item			0	
40020001	武器技能_回血阵	ART/Others/SkillObj/SkillObj_Weapon_EmptyGadget				1001	18	回血阵	Weapon_HealField							Default_Item			0	
40020002	武器技能_吸引阵	ART/Others/SkillObj/SkillObj_Weapon_EmptyGadget				1001	18	吸引敌人和造成伤害（目前用于狐目之弓）	Weapon_AttractField							Default_Item			0	
40020003	武器技能_	ART/Others/SkillObj/SkillObj_Weapon_EmptyGadget				1001	18		Weapon_Common_Gadget							Default_Item			0	
40020004	武器技能_	ART/Others/SkillObj/SkillObj_Weapon_EmptyGadget				1001	18		Weapon_Common_Gadget							Default_Item			0	
40020005	武器技能_结晶核（大剑）	ART/Others/SkillObj/SkillObj_Weapon_EmptyGadget				1001	18	结晶龙牙从头顶砸下	Weapon_Claymore_Dragonfell_Gadget							Default_Item			0	
40020006	武器技能_结晶核(枪）	ART/Others/SkillObj/SkillObj_Weapon_EmptyGadget				1001	18	结晶龙牙从头顶砸下	Weapon_Pole_Dragonfell_Gadget							Default_Item			0	
40020007	武器技能_结晶核（法器）	ART/Others/SkillObj/SkillObj_Weapon_EmptyGadget				1001	18	结晶龙牙从头顶砸下	Weapon_Catalyst_Dragonfell_Gadget							Default_Item			0	
40020008	武器掉落精通球	ART/Others/SkillObj/SkillObj_Weapon_Sword_Arakalari_Trigger				1001	18	拾取后加精通的球	Weapon_Sword_Arakalari_Trigger							Default_Item				
40020009	武器掉落精通球2号	ART/Others/SkillObj/SkillObj_Weapon_Sword_Arakalari_Trigger				1001	18	拾取后加精通的球	Weapon_Claymore_Arakalari_Trigger							Default_Item				
40020010	武器掉落加攻击力的球	ART/Others/SkillObj/SkillObj_Weapon_Sword_Arakalari_Trigger				1001	18	拾取后加攻击力的球	Weapon_Pole_Arakalari_Trigger							Default_Item				
40100001	Test_Arrow	ART/Others/Bullet/Bullet_Arrow				1001	3	测试箭	Test_Arrow	1	1					Default_Item			0	
40100006	Test_ArrowAiming	ART/Others/Bullet/Bullet_ArrowAiming				1001	3	测试箭	Test_ArrowAiming	1	1					Default_Item			0	
40100013	Gear_ElectricBall	ART/Others/Bullet/Bullet_Gear_Elec_Shoot				4001	3	充能机关电球	Gear_ElectricBall	1						Default_Item			0	
40100200	RoomDoor	ART/Others/SceneObj/SceneObj_RoomDoorTest				1001	19	房间测试门	RoomDoor				1			Default_Item			0	
40100201	KnightRoomDoor	ART/Stages/Indoor/Mengde/Props/Indoor_MdProps_Knight_Door01_Vo				1001	19	房间测试门	RoomDoor		1		1			Default_Item			1	
40200001	WindField_Vertical	ART/Effect/SceneInteractive/Eff_WindField_Vertical				1001	23	垂直气流场	SceneObj_Environment_WindField_AirflowField							Default_Item			1	
40200002	WindField_Horizontal_01	ART/Effect/SceneInteractive/Eff_WindField_Horizontal_01				1001	23	水平气流场								Default_Item			1	
40200003	SpeedupField	ART/Others/Gadget/Gadget_SpeedupField				1001	24	加速环	SceneObj_Environment_WindField_SpeedupField							Default_Item			0	
40200008	WindField_FireGrass	ART/Effect/SceneInteractive/Eff_WindField_FireGrass				1001	23	草燃烧向上气流场								Default_Item			0	
40200020	WindField_Vertical_Feather	ART/Effect/SceneInteractive/Eff_WindField_Vertical_Feather_01				1001	23	射羽毛任务风场	AirflowFieldBlue							Default_Item			0	
40210006	龙卷风发射器	ART/Others/SceneObj/SceneObj_Gear_Tornado_Controller				5001	19	龙卷风发射器	DragonNest_Tornado_WindField_Controller					1					1	
40210007	强风无效区域	ART/Others/SceneObj/SceneObj_Test_StrongWindSafeRegion				5001	19	强风无效区域	DragonNest_StrongWindSafeRegion							Default_Item			0	
41002001	FrozenWindmill	ART/Others/Bullet/Bullet_Windmill				1001	3	绫华-霜殛	FrozenWindmill	1						Default_Item			0	
41002002	IceSpine_Large	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	18	绫华-冰华阵	IceSpine_Large							Default_Item			0	
41002003	Frozen_Butterfly					1001	18	绫华-冰蝶之径（旧）	Frozen_Butterfly_Area	1	1					Default_Item			0	
41002004	Frozen_Butterfly_Material	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	18	绫华-冰蝶之径-特效（旧）	Frozen_Butterfly_Area_Material		1					Default_Item			0	
41002005	FrozenWindmill_Sub	ART/Others/Bullet/Bullet_Windmill				1001	3	绫华-胧-次级霜殛	FrozenWindmill_Sub	1						Default_Item			0	
41002006	Ayaka_ExtraAttack	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	18	绫华-重击	Ayaka_ExtraAttack	1	1					Default_Item			0	
41002007	Ayaka_NormalAttack_05	ART/Others/Bullet/Bullet_AyakaNormalAttack_05				1001	3	绫华-第五击子弹型	Ayaka_NormalAttack_05	1	1					Default_Item			0	
41002008	Ayaka_YayoiKaeshi	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	18	绫华-弥生返	Ayaka_YayoiKaeshi	1	1					Default_Item			0	
41003004	DandelionWind_1	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	18	琴-蒲公英之风（回血）	DandelionWind_1							Default_Item			0	
41003005	DandelionWind_2	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	18	琴-蒲公英之风（伤害）	DandelionWind_2							Default_Item			0	
41005001	WindBreathe_Tornado	ART/Others/Bullet/Bullet_WindBreathe_Tornado				1001	3	主角—风龙息吹	WindBreathe_Tornado	1						Default_Item			0	
41005002	Player_Wind_Arashi	ART/Others/Bullet/Bullet_Arashi				1001	3	主角风天赋-乱岚	Player_Wind_Arashi	1						Default_Item			0	
41005003	Hogyoku_Base	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	18	主角岩系-崩玉启动器	Hogyoku_Base							Default_Item			0	
41005004	Hogyoku_Barrier	ART/Others/SkillObj/SkillObj_Hogyoku				1001	18	主角岩系-崩玉水晶	Hogyoku_Barrier							Default_Item			0	
41005005	RockTide	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	18	主角岩系-岩潮	RockTide							Default_Item			0	
41005006	RockTide_Barrier	ART/Others/SkillObj/SkillObj_RockTide_Barrier				1001	18	主角岩系-岩壁	RockTide_Barrier							Default_Item			0	
41005007	PlayerBoy_ExtraAttack_Wave	ART/Others/Bullet/Bullet_PlayerBoy_ExtraAttack_Wave				1001	3	男主分支刀波	PlayerBoy_ExtraAttack_Wave	1	1					Default_Item			0	
41005008	Hogyoku_Bullet	ART/Others/SkillObj/SkillObj_HogyokuBullet				1001	18	主角岩系投射器	Hogyoku_Bullet	1	1					Default_Item			0	
41005009	Hogyoku_Barrier_EndBoom	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	19	崩玉亡语伤害	Hogyoku_Barrier_EndBoom	1	1					Default_Item			0	
41006001	PierceLightning	ART/Others/Bullet/Bullet_PierceLightning				1001	18	扩散电场	FrozenWindmill	1						Default_Item			0	
41006002	LightningBolt	ART/Others/Bullet/Bullet_LightningBoltSpear				1001	3	闪电箭	LightningBolt	1						Default_Item			0	
41006003	LightningSpear	ART/Others/Bullet/Bullet_LightningBoltSpear				1001	18	闪电枪-技能	LightningSpear	1						Default_Item			0	
41006004	LightningSpear_1	ART/Others/Bullet/Bullet_LightningBoltSpear				1001	18	闪电枪-触发	LightningSpear_1	1						Default_Item			0	
41006005	LightningSpear_2	ART/Others/Bullet/Bullet_LightningBoltSpear				1001	18	强化闪电枪-触发	LightningSpear_2	1						Default_Item			0	
41006006	ConductiveField	ART/Others/Gadget/Gadget_DropItem_HP				1001	18	导电场	ConductiveField							Default_Item			0	
41006007	FilckerWave	ART/Others/Bullet/Bullet_LightningBoltSpear				1001	18	闪电波	FilckerWave	1						Default_Item			0	
41006008	StaticElecField	ART/Others/Gadget/Gadget_DropItem_HP				1001	18	静电附加范围	StaticElecField							Default_Item			0	
41006009	FlickerWave	ART/Others/Bullet/Bullet_LightningBoltSpear				1001	3	闪电波-Lisa	FlickerWave	1						Default_Item			0	
41006010	Lisa_Attack01	ART/Others/Bullet/Bullet_LightningBoltSpear				1001	18	普攻01-Lisa	Lisa_Attack01	1						Default_Item			0	
41006011	Lisa_Attack02	ART/Others/Bullet/Bullet_LightningBoltSpear				1001	18	普攻02-Lisa	Lisa_Attack02	1						Default_Item			0	
41006012	Lisa_Attack03	ART/Others/Bullet/Bullet_LightningBoltSpear				1001	18	普攻03-Lisa	Lisa_Attack03	1						Default_Item			0	
41006013	PierceLightning_Ball	ART/Others/SkillObj/SkillObj_PierceLightning_Ball				1001	18	静电球	PierceLightning_Ball							Default_Item			0	
41006020	Lisa_ExtraAttack	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	18	法器分支白盒测试	Lisa_ExtraAttack							Default_Item			0	
41006027	PierceLightning_Ball_Bullet	ART/Others/Bullet/Bullet_LightningBoltSpear				1001	3	电球闪电	PierceLightning_Ball_Bullet	1						Default_Item			0	
41011001	Player_Grass_Seed	ART/Others/SkillObj/SkillObj_Player_Grass_Seed				1001	19	草主的创生物	Player_Grass_Seed	1	1					Default_Item			0	
41011002	Player_Grass_Seed_HitFor_Ally	ART/Others/SkillObj/SkillObj_Player_Grass_Seed_HitFor_Ally				1001	19	草主创生物给友方的受击体	Player_Grass_Seed_HitFor_Ally	1	1					Default_Item			0	
41014001	Barbara_Attack01	ART/Others/Bullet/Bullet_Barbara_NormalAttack				1001	18	普攻01-Barbara	Barbara_Attack01	1						Default_Item			0	
41014002	Barbara_Attack02	ART/Others/Bullet/Bullet_Barbara_NormalAttack				1001	18	普攻02-Barbara	Barbara_Attack02	1						Default_Item			0	
41014003	Barbara_Attack03	ART/Others/Bullet/Bullet_Barbara_NormalAttack				1001	18	普攻03-Barbara	Barbara_Attack03	1						Default_Item			0	
41014004	Barbara_WetShiled	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	18	护盾-Barbara	Barbara_WetShiled	1						Default_Item			0	
41014005	Eff_WetShiled	ART/Others/Bullet/Bullet_Wetshiled				1001	3	护盾-特效	Eff_WetShiled	1						Default_Item			0	
41014006	Barbara_Team_WaterBall	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	18	芭芭拉离场技水球	Barbara_Team_WaterBall							Default_Item			0	
41014007	Barbara_Team_FirstAid	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	18	芭芭拉离场技血包	Barbara_Team_FirstAid							Default_Item			0	
41015001	FrozenTrap	ART/Others/SkillObj/SkillObj_FrozenTrap				1001	3	凝霜陷阱	FrozenTrap	1	1					Default_Item			0	
41015002	FrozenTrap_GW	ART/Others/SkillObj/SkillObj_FrozenTrap_GW				1001	3	凝霜陷阱_水草专用	FrozenTrap_GW	1	1					Default_Item			0	
41016001	Diluc_FireCross	ART/Others/Bullet/Bullet_FireCross				1001	3	火焰刀光	Diluc_FireCross	1						Default_Item			0	
41021001	ArrowRainField	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	18	箭雨	ArrowRainField							Default_Item			0	
41021002	Dummy	ART/Others/SkillObj/SkillObj_Dummy				1001	19	诱饵	Dummy	1	1					Default_Item			0	
41021003	Dummy_Throw	ART/Others/SkillObj/SkillObj_Dummy_Throw				1001	18	诱饵抛掷	Dummy_Throw	1	1					Default_Item			0	
41021004	Dummy_Throw_7M	ART/Others/SkillObj/SkillObj_Dummy_Throw				1001	18	诱饵抛掷_7米	Dummy_Throw_7M	1	1					Default_Item			0	
41021005	Dummy_Throw_4M	ART/Others/SkillObj/SkillObj_Dummy_Throw				1001	18	诱饵抛掷_4米	Dummy_Throw_4M	1	1					Default_Item			0	
41021006	Dummy_Throw_Short	ART/Others/SkillObj/SkillObj_Dummy_Throw				1001	18	诱饵抛掷_近	Dummy_Throw_Short	1	1					Default_Item			0	
41021007	Double_ArrowAiming	ART/Others/Bullet/Bullet_Arrow				1001	3	双发箭	Double_ArrowAiming	1	1					Default_Item			0	
41021008	Dummy_ElementBall	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	18	诱饵-掉球	Dummy_ElementBall	1	1					Default_Item			0	
41021009	Ambor_Arrow_01	ART/Others/Bullet/Bullet_Arrow				1001	3	安柏-普攻01	Ambor_Arrow_01	1	1					Default_Item			0	
41021010	Ambor_Arrow_02	ART/Others/Bullet/Bullet_Arrow				1001	3	安柏-普攻02	Ambor_Arrow_02	1	1					Default_Item			0	
41021011	Ambor_Arrow_03	ART/Others/Bullet/Bullet_Arrow				1001	3	安柏-普攻03	Ambor_Arrow_03	1	1					Default_Item			0	
41021012	Ambor_Arrow_04	ART/Others/Bullet/Bullet_Arrow				1001	3	安柏-普攻04	Ambor_Arrow_04	1	1					Default_Item			0	
41021013	Ambor_Arrow_05	ART/Others/Bullet/Bullet_Arrow				1001	3	安柏-普攻05	Ambor_Arrow_05	1	1					Default_Item			0	
41021014	GateOfAmbor_Trigger	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	18	安柏出场技触发器	GateOfAmbor_Trigger							Default_Item			0	
41021015	GateOfAmbor_Bullet	ART/Others/Bullet/Bullet_Arrow				1001	3	安柏出场技	GateOfAmbor_Bullet	1	1					Default_Item			0	
41021016	Dummy_BlowUpTrigger	ART/Others/SkillObj/SkillObj_Dummy_BlowUpTrigger				1001	18	安柏诱饵触发器	Ambor_Dummy_BlowUpTrigger	1	1					Default_Item			0	
41021051	Dummy_Throw_Temp_4M	ART/Others/SkillObj/SkillObj_Dummy_Throw				1001	18	诱饵抛掷	Dummy_Throw_Temp_4M	1	1					Default_Item			0	
41021052	Dummy_Throw_Temp_5M	ART/Others/SkillObj/SkillObj_Dummy_Throw				1001	18	诱饵抛掷	Dummy_Throw_Temp_5M	1	1					Default_Item			0	
41021053	Dummy_Throw_Temp_6M	ART/Others/SkillObj/SkillObj_Dummy_Throw				1001	18	诱饵抛掷	Dummy_Throw_Temp_6M	1	1					Default_Item			0	
41021054	Dummy_Throw_Temp_7M	ART/Others/SkillObj/SkillObj_Dummy_Throw				1001	18	诱饵抛掷	Dummy_Throw_Temp_7M	1	1					Default_Item			0	
41021055	Dummy_Throw_Temp_8M	ART/Others/SkillObj/SkillObj_Dummy_Throw				1001	18	诱饵抛掷	Dummy_Throw_Temp_8M	1	1					Default_Item			0	
41021056	Dummy_Throw_Temp_9M	ART/Others/SkillObj/SkillObj_Dummy_Throw				1001	18	诱饵抛掷	Dummy_Throw_Temp_9M	1	1					Default_Item			0	
41021057	Dummy_Throw_Temp_10M	ART/Others/SkillObj/SkillObj_Dummy_Throw				1001	18	诱饵抛掷	Dummy_Throw_Temp_10M	1	1					Default_Item			0	
41022001	Hurricane_Arrow	ART/Others/Bullet/Bullet_Hurricane				1001	3	温迪_风眼	Hurricane_Arrow							Default_Item			0	
41022002	Venti_WindBlade	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	18	天空之刃	Venti_WindBlade							Default_Item			0	
41022003	Venti_WindBlade_Land	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	18	天空之刃	Venti_WindBlade_Land							Default_Item			0	
41022004	AimingArrow_Wind	ART/Others/Bullet/Bullet_Venti_ArrowAiming				1001	3	温迪风属性蓄力箭	AimingArrow_Wind	1	1					Default_Item			0	
41022005	AimingArrow_WithoutWind	ART/Others/Bullet/Bullet_ArrowAiming				1001	3	温迪无属性蓄力箭	AimingArrow_WithoutWind	1	1					Default_Item			0	
41022006	Venti_Talent_AimingArrow_Wind	ART/Others/Bullet/Bullet_Venti_ArrowAiming				1001	3	温迪天赋风属性蓄力箭	Venti_Talent_AimingArrow_Wind	1	1					Default_Item			0	
41022007	Venti_Talent_AimingArrow_WithoutWind	ART/Others/Bullet/Bullet_ArrowAiming				1001	3	温迪天赋无属性蓄力箭	Venti_Talent_AimingArrow_WithoutWind	1	1					Default_Item			0	
41022008	Venti_Arrow_01	ART/Others/Bullet/Bullet_Arrow				1001	3	温迪普攻箭	Venti_Arrow_01	1	1					Default_Item			0	
41022009	Venti_Arrow_02	ART/Others/Bullet/Bullet_Arrow				1001	3	温迪普攻箭	Venti_Arrow_02	1	1					Default_Item			0	
41022010	Venti_Arrow_03	ART/Others/Bullet/Bullet_Arrow				1001	3	温迪普攻箭	Venti_Arrow_03	1	1					Default_Item			0	
41022011	Venti_Arrow_04	ART/Others/Bullet/Bullet_Arrow				1001	3	温迪普攻箭	Venti_Arrow_04	1	1					Default_Item			0	
41022012	Venti_Arrow_05	ART/Others/Bullet/Bullet_Arrow				1001	3	温迪普攻箭	Venti_Arrow_05	1	1					Default_Item			0	
41022013	Venti_Arrow_06	ART/Others/Bullet/Bullet_Arrow				1001	3	温迪普攻箭	Venti_Arrow_06	1	1					Default_Item			0	
41022014	Venti_WindField	ART/Others/SkillObj/SkillObj_Venti_WindField				1001	23	温迪天赋风场	Venti_WindField		1					Default_Item			0	
41023001	Xiangling_ExtraAttack_Bullet	ART/Others/Bullet/Bullet_Pole_ExtraAttack				1001	3	香菱分支攻击	Xiangling_ExtraAttack_Bullet	1	1					Default_Item			0	
41023003	Xiangling_Panda_Pepper	ART/Others/SkillObj/SkillObj_Panda_Pepper				1001	18	熊猫留下的辣椒	Xiangling_Panda_Pepper	1	1					Default_Item			0	
41023004	Xiangling_FireCircle	ART/Others/Bullet/Bullet_FireCircle				1001	18	香菱充能技的火圈	Xiangling_FireCircle	1	1					Default_Item			0	
41023011	Xiangling_Panda	ART/Others/SkillObj/SkillObj_Panda				1001	19	香菱丢出的熊猫	Xiangling_Panda	1	1					Default_Item			0	
41023012	TalentBombGadget_EmptyGadget	ART/Others/SkillObj/SkillObj_EmptyGadget_Rigid_ByCHD					3	香菱天赋附加的爆弹	TalentBombGadget_EmptyGadget	1	1					Default_Item			0	
41024001	海兽守护	ART/Others/SkillObj/SkillObj_EmptyGadget_Rigid_ByCHD				1001	3	刚体跟随玩家	Beidou_ThunderShield	1	1					Default_Item			0	
41025001	IceVirus	ART/Others/Bullet/Bullet_IceVirus				1001	3	冰霜病毒-发射物	IceVirus	1	1					Default_Item			0	
41025012	SkillObj_Xingqiu_PhantomBurst1	ART/Others/SkillObj/SkillObj_Xingqiu_PhantomBurst				1001	19	行秋_幻影爆发gadget1	SkillObj_Xingqiu_PhantomBurst1	1	1					Default_Item			0	
41025013	SkillObj_Xingqiu_PhantomBurst2	ART/Others/SkillObj/SkillObj_Xingqiu_PhantomBurst				1001	19	行秋_幻影爆发gadget2	SkillObj_Xingqiu_PhantomBurst2	1	1					Default_Item			0	
41025014	SkillObj_Xingqiu_PhantomBurst3	ART/Others/SkillObj/SkillObj_Xingqiu_PhantomBurst				1001	19	行秋_幻影爆发gadget3	SkillObj_Xingqiu_PhantomBurst3	1	1					Default_Item			0	
41025017	SkillObj_Xingqiu_PhantomBurstS1	ART/Others/SkillObj/SkillObj_Xingqiu_PhantomBurst				1001	19	行秋_幻影爆发gadgetS1	SkillObj_Xingqiu_PhantomBurstS1	1	1					Default_Item			0	
41025018	SkillObj_Xingqiu_PhantomBurstS2	ART/Others/SkillObj/SkillObj_Xingqiu_PhantomBurst				1001	19	行秋_幻影爆发gadgetS2	SkillObj_Xingqiu_PhantomBurstS2	1	1					Default_Item			0	
41025019	SkillObj_Xingqiu_PhantomBurstS3	ART/Others/SkillObj/SkillObj_Xingqiu_PhantomBurst				1001	19	行秋_幻影爆发gadgetS3	SkillObj_Xingqiu_PhantomBurstS3	1	1					Default_Item			0	
41025020	SkillObj_Xingqiu_PhantomBurstS4	ART/Others/SkillObj/SkillObj_Xingqiu_PhantomBurst				1001	19	行秋_幻影爆发gadgetS4	SkillObj_Xingqiu_PhantomBurstS4	1	1					Default_Item			0	
