RewardID	原石	摩拉	冒险阅历	角色经验	好感经验	树脂	Reward道具1ID	Reward道具1数量	Reward道具2ID	Reward道具2数量	Reward道具3ID	Reward道具3数量	Reward道具4ID	Reward道具4数量	Reward道具5ID	Reward道具5数量	Reward道具6ID	Reward道具6数量	Reward道具7ID	Reward道具7数量	Reward道具8ID	Reward道具8数量	Reward道具9ID	Reward道具9数量	产出来源类型	每日产出次数上限	历史产出次数上限	活动产出次数上限
108002							102	800	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
108003							102	650	201	60	202	31125	104302	2	104305	2	104308	2	104003	3	104013	6	0	0	3		1	
102000							102	700	0	0	202	34075	0	0	0	0	0	0	104003	3	104013	6	0	0	3		1	
102001							102	750	0	0	202	35475	0	0	0	0	0	0	104003	3	104013	6	0	0	3		1	
102002							102	700	201	60	202	34075	104311	2	104314	2	104317	2	104003	3	104013	6	0	0	3		1	
102011							102	650	0	0	202	31125	0	0	0	0	0	0	104003	3	104013	6	0	0	3		1	
102012							102	800	201	30	202	38100	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
102013							102	800	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
102003							102	650	201	30	202	31125	0	0	0	0	0	0	104003	3	104013	6	0	0	3		1	
102004							102	800	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
102005							102	800	201	30	202	38100	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
102006							102	800	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
102007							102	1025	201	30	202	49200	0	0	0	0	0	0	104003	5	104013	9	0	0	3		1	
102008							102	925	201	30	202	44000	107008	1	0	0	0	0	104003	4	104013	8	0	0	3		1	
102009							102	1125	201	30	202	53900	914	1	0	0	0	0	104003	5	104013	10	0	0	3		1	
102010							102	650	0	0	202	31125	0	0	0	0	0	0	104003	3	104013	6	0	0	3		1	
102014							102	450	0	0	202	22000	0	0	0	0	0	0	104003	2	104013	4	0	0	3		1	
102015							102	450	201	30	202	22000	0	0	0	0	0	0	104003	2	104013	4	0	0	3		1	
102016							102	450	0	0	202	22000	0	0	0	0	0	0	104003	2	104013	4	0	0	3		1	
102017							102	650	201	30	202	31125	0	0	0	0	0	0	104003	3	104013	6	0	0	3		1	
102018							102	650	0	0	202	31125	0	0	0	0	0	0	104003	3	104013	6	0	0	3		1	
102019							102	925	201	30	202	44000	100957	1	0	0	0	0	104003	4	104013	8	0	0	3		1	
102020							102	925	201	30	202	44000	914	1	0	0	0	0	104003	4	104013	8	0	0	3		1	
102021							102	450	0	0	202	22000	0	0	0	0	0	0	104003	2	104013	4	0	0	3		1	
111009							102	425	0	0	202	15325	0	0	0	0	0	0	104002	6	104013	3	0	0	3		1	
111013							102	750	0	0	202	28000	0	0	0	0	0	0	104003	3	104013	5	0	0	3		1	
111014							102	625	0	0	202	22575	0	0	0	0	0	0	104003	2	104013	4	0	0	3		1	
111015							102	650	201	60	202	23425	113031	2	0	0	0	0	104003	2	104013	5	0	0	3		1	
108004							102	300	0	0	202	10850	0	0	0	0	0	0	104002	4	104013	2	0	0	3		1	
108005							102	725	0	0	202	25825	0	0	0	0	0	0	104003	2	104013	5	0	0	3		1	
108006							102	575	0	0	202	19800	0	0	0	0	0	0	104002	7	104013	4	0	0	3		1	
108007							102	700	201	60	202	24250	104311	2	104314	2	104317	2	104003	2	104013	5	0	0	3		1	
101019							102	500	0	0	202	22000	0	0	0	0	0	0	104003	2	104013	4	0	0	3		1	
101028							102	700	0	0	202	31125	0	0	0	0	0	0	104003	3	104013	6	0	0	3		1	
101029							102	1125	0	0	202	49200	0	0	0	0	0	0	104003	5	104013	9	0	0	3		1	
101030							102	1325	0	0	202	58200	0	0	0	0	0	0	104003	5	104013	11	0	0	3		1	
101031							102	875	201	60	202	38100	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
103000							102	625	0	0	202	25450	0	0	0	0	0	0	104003	2	104013	4	0	0	3		1	
103001							102	575	0	0	202	22775	0	0	0	0	0	0	104003	2	104013	4	0	0	3		1	
103002							102	575	0	0	202	22775	0	0	0	0	0	0	104003	2	104013	4	0	0	3		1	
103003							102	625	201	30	202	25450	109498	1	0	0	0	0	104003	2	104013	4	0	0	3		1	
103004							102	700	0	0	202	27875	0	0	0	0	0	0	104003	3	104013	5	0	0	3		1	
103005							102	625	0	0	202	25450	0	0	0	0	0	0	104003	2	104013	4	0	0	3		1	
103006							102	575	201	30	202	22775	0	0	0	0	0	0	104003	2	104013	4	0	0	3		1	
103007							102	775	0	0	202	31175	0	0	0	0	0	0	104003	3	104013	5	0	0	3		1	
103008							102	575	0	0	202	22775	0	0	0	0	0	0	104003	2	104013	4	0	0	3		1	
103009							102	625	201	30	202	25450	0	0	0	0	0	0	104003	2	104013	4	0	0	3		1	
103010							102	450	0	0	202	18000	0	0	0	0	0	0	104002	7	104013	3	0	0	3		1	
103011							102	450	0	0	202	18000	0	0	0	0	0	0	104002	7	104013	3	0	0	3		1	
103014							102	625	201	30	202	25450	0	0	0	0	0	0	104003	2	104013	4	0	0	3		1	
103012							102	725	201	30	202	29025	913	1	0	0	0	0	104003	3	104013	5	0	0	3		1	
103013							102	400	0	0	202	16100	0	0	0	0	0	0	104002	6	104013	3	0	0	3		1	
103016							102	900	0	0	202	36000	0	0	0	0	0	0	104003	3	104013	6	0	0	3		1	
103017							102	775	0	0	202	31175	0	0	0	0	0	0	104003	3	104013	5	0	0	3		1	
103018							102	775	201	30	202	31175	0	0	0	0	0	0	104003	3	104013	5	0	0	3		1	
103019							102	900	0	0	202	36000	0	0	0	0	0	0	104003	3	104013	6	0	0	3		1	
103020							102	775	0	0	202	31175	0	0	0	0	0	0	104003	3	104013	5	0	0	3		1	
103021							102	1000	201	30	202	40250	913	1	0	0	0	0	104003	4	104013	7	0	0	3		1	
103024							102	775	0	0	202	31175	0	0	0	0	0	0	104003	3	104013	5	0	0	3		1	
103025							102	975	201	30	202	38600	0	0	0	0	0	0	104003	4	104013	6	0	0	3		1	
103022							102	1200	201	30	202	47625	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
103028							102	1150	201	30	202	45525	913	1	0	0	0	0	104003	4	104013	8	0	0	3		1	
103026							102	850	0	0	202	34150	120127	1	0	0	0	0	104003	3	104013	6	0	0	3		1	
100461							102	250	0	0	202	3225	0	0	0	0	0	0	104001	8	104012	3	0	0	3		1	
100462							102	250	0	0	202	3225	0	0	0	0	0	0	104001	8	104012	3	0	0	3		1	
100463							102	300	201	60	202	3850	104307	5	11302	1	0	0	104001	10	104012	4	0	0	3		1	
100481							102	125	0	0	202	2750	0	0	0	0	0	0	104001	7	104012	3	0	0	3		1	
100480							102	175	0	0	202	4375	0	0	0	0	0	0	104002	2	104012	5	0	0	3		1	
100427							102	225	0	0	202	5525	0	0	0	0	0	0	104002	3	104012	6	0	0	3		1	
100484							102	275	0	0	202	6175	0	0	0	0	0	0	104002	3	104012	7	0	0	3		1	
100485							102	275	201	60	202	6175	104301	5	0	0	0	0	104002	3	104012	7	0	0	3		1	
111000							102	175	0	0	202	6000	0	0	0	0	0	0	104002	3	104012	7	0	0	3		1	
111001							102	125	0	0	202	4650	0	0	0	0	0	0	104002	2	104012	5	0	0	3		1	
111002							102	175	0	0	202	6575	0	0	0	0	0	0	104002	3	104012	8	0	0	3		1	
111003							102	125	0	0	202	4650	0	0	0	0	0	0	104002	2	104012	5	0	0	3		1	
111004							102	225	0	0	202	8475	0	0	0	0	0	0	104002	4	104012	10	0	0	3		1	
111005							102	225	201	60	202	8475	104313	5	0	0	0	0	104002	4	104012	10	0	0	3		1	
110100							102	425	0	0	202	9475	0	0	0	0	0	0	104002	5	104013	3	0	0	3		1	
110101							102	425	201	60	202	9475	104307	5	100222	1	0	0	104002	5	104013	3	0	0	3		1	
100464							102	300	0	0	202	13850	0	0	0	0	0	0	104002	6	104013	4	0	0	3		1	
100465							102	300	0	0	202	13850	0	0	0	0	0	0	104002	6	104013	4	0	0	3		1	
100466							102	300	201	60	202	13850	104304	5	0	0	0	0	104002	6	104013	4	0	0	3		1	
100451							102	275	0	0	202	10000	0	0	0	0	0	0	104002	5	104013	2	0	0	3		1	
100452							102	275	0	0	202	10000	0	0	0	0	0	0	104002	5	104013	2	0	0	3		1	
100453							102	275	0	0	202	10000	0	0	0	0	0	0	104002	5	104013	2	0	0	3		1	
100454							102	400	201	60	202	14150	104304	5	0	0	0	0	104002	7	104013	3	0	0	3		1	
112000							102	350	0	0	202	19800	0	0	0	0	0	0	104003	2	104013	4	0	0	3		1	
112001							102	350	0	0	202	19800	0	0	0	0	0	0	104003	2	104013	4	0	0	3		1	
112002							102	350	0	0	202	19800	0	0	0	0	0	0	104003	2	104013	4	0	0	3		1	
112003							102	350	201	60	202	19800	104316	5	0	0	0	0	104003	2	104013	4	0	0	3		1	
110200							102	400	0	0	202	18000	0	0	0	0	0	0	104003	2	104013	4	0	0	3		1	
110201							102	675	0	0	202	31175	0	0	0	0	0	0	104003	4	104013	6	0	0	3		1	
110202							102	400	201	60	202	18000	104301	5	0	0	0	0	104003	2	104013	4	0	0	3		1	
100486							102	425	0	0	202	25450	0	0	0	0	0	0	104003	3	104013	5	0	0	3		1	
100487							102	300	0	0	202	18000	0	0	0	0	0	0	104003	2	104013	4	0	0	3		1	
100488							102	375	0	0	202	22775	0	0	0	0	0	0	104003	3	104013	5	0	0	3		1	
100489							102	300	0	0	202	18000	0	0	0	0	0	0	104003	2	104013	4	0	0	3		1	
100490							102	550	201	60	202	33200	104304	5	0	0	0	0	104003	4	104013	7	0	0	3		1	
110110							102	350	0	0	202	22000	0	0	0	0	0	0	104003	2	104013	5	0	0	3		1	
110111							102	500	0	0	202	31125	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
110112							102	500	0	0	202	31125	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
110113							102	500	201	60	202	31125	104307	5	0	0	0	0	104003	4	104013	7	0	0	3		1	
110500							102	525	0	0	202	31125	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
110501							102	625	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
110502							102	525	201	60	202	31125	104304	5	0	0	0	0	104003	4	104013	7	0	0	3		1	
111200							102	550	0	0	202	31125	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
111201							102	650	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
111202							102	550	201	60	202	31125	104311	5	0	0	0	0	104003	4	104013	7	0	0	3		1	
111010							102	375	0	0	202	22000	0	0	0	0	0	0	104003	2	104013	5	0	0	3		1	
111011							102	625	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
111012							102	725	201	60	202	44000	104302	5	0	0	0	0	104003	5	104013	10	0	0	3		1	
111020							102	350	0	0	202	19675	0	0	0	0	0	0	104003	2	104013	4	0	0	3		1	
111021							102	500	0	0	202	27825	0	0	0	0	0	0	104003	3	104013	6	0	0	3		1	
111022							102	500	0	0	202	27825	0	0	0	0	0	0	104003	3	104013	6	0	0	3		1	
111023							102	575	0	0	202	31125	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
111024							102	300	201	60	202	17050	104317	5	0	0	0	0	104002	8	104013	4	0	0	3		1	
111030							102	625	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
111031							102	675	0	0	202	41750	0	0	0	0	0	0	104003	5	104013	9	0	0	3		1	
111032							102	425	201	60	202	26025	104314	5	0	0	0	0	104003	3	104013	6	0	0	3		1	
111040							102	275	0	0	202	17050	0	0	0	0	0	0	104002	8	104013	4	0	0	3		1	
111041							102	375	0	0	202	22000	0	0	0	0	0	0	104003	2	104013	5	0	0	3		1	
111042							102	375	0	0	202	22000	0	0	0	0	0	0	104003	2	104013	5	0	0	3		1	
111044							102	375	0	0	202	22000	0	0	0	0	0	0	104003	2	104013	5	0	0	3		1	
111043							102	375	0	0	202	22000	0	0	0	0	0	0	104003	2	104013	5	0	0	3		1	
111045							102	475	201	60	202	27825	104308	5	0	0	0	0	104003	3	104013	6	0	0	3		1	
111100							102	450	0	0	202	31125	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
111101							102	450	0	0	202	31125	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
111102							102	550	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
111103							102	550	201	60	202	38100	104311	5	0	0	0	0	104003	4	104013	8	0	0	3		1	
111110							102	500	0	0	202	34075	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
111111							102	400	0	0	202	27825	0	0	0	0	0	0	104003	3	104013	6	0	0	3		1	
111112							102	500	0	0	202	34075	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
111113							102	600	201	60	202	41750	104314	5	0	0	0	0	104003	5	104013	9	0	0	3		1	
110120							102	375	0	0	202	22000	0	0	0	0	0	0	104003	2	104013	5	0	0	3		1	
110121							102	625	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
110122							102	725	201	60	202	44000	104305	5	0	0	0	0	104003	5	104013	10	0	0	3		1	
111120							102	400	0	0	202	24100	0	0	0	0	0	0	104003	3	104013	5	0	0	3		1	
111121							102	400	0	0	202	24100	0	0	0	0	0	0	104003	3	104013	5	0	0	3		1	
111122							102	625	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
111123							102	625	201	60	202	38100	104317	5	113021	1	0	0	104003	4	104013	8	0	0	3		1	
112004							102	200	0	0	202	13925	0	0	0	0	0	0	104002	6	104013	3	0	0	3		1	
112005							102	525	0	0	202	35475	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
112006							102	475	0	0	202	31125	0	0	363311	1	0	0	104003	4	104013	7	0	0	3		1	
112007							102	525	0	0	202	35475	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
112008							102	500	201	60	202	34075	104324	5	0	0	0	0	104003	4	104013	7	0	0	3		1	
112010							102	400	0	0	202	24100	0	0	0	0	0	0	104003	3	104013	5	0	0	3		1	
112011							102	500	0	0	202	31125	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
112012							102	500	0	0	202	31125	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
112013							102	600	201	60	202	36825	104321	5	0	0	0	0	104003	4	104013	8	0	0	3		1	
112015							102	475	0	0	202	29525	0	0	0	0	0	0	104003	3	104013	6	0	0	3		1	
112016							102	525	0	0	202	32625	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
112017							102	425	0	0	202	26025	0	0	0	0	0	0	104003	3	104013	6	0	0	3		1	
112018							102	600	201	60	202	38100	104327	5	0	0	0	0	104003	4	104013	8	0	0	3		1	
112020							102	400	0	0	202	27825	0	0	0	0	0	0	104003	3	104013	6	0	0	3		1	
112021							102	550	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
112022							102	375	0	0	202	26025	0	0	0	0	0	0	104003	3	104013	6	0	0	3		1	
112023							102	450	0	0	202	31125	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
112024							102	450	201	60	202	31125	104321	5	0	0	0	0	104003	4	104013	7	0	0	3		1	
112009							102	450	0	0	202	27825	0	0	0	0	0	0	104003	3	104013	6	0	0	3		1	
112025							102	600	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
112026							102	700	201	60	202	44000	104324	5	0	0	0	0	104003	5	104013	10	0	0	3		1	
112040							102	525	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
112041							102	600	0	0	202	44000	0	0	0	0	0	0	104003	5	104013	10	0	0	3		1	
112042							102	600	201	60	202	44000	104327	5	0	0	0	0	104003	5	104013	10	0	0	3		1	
112028							102	425	0	0	202	31125	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
112029							102	525	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
112030							102	525	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
112031							102	525	201	60	202	38100	104327	5	0	0	0	0	104003	4	104013	8	0	0	3		1	
112033							102	650	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
112034							102	550	0	0	202	31125	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
112035							102	550	201	60	202	31125	104324	5	0	0	0	0	104003	4	104013	7	0	0	3		1	
111018							102	400	0	0	202	24100	0	0	0	0	0	0	104003	3	104013	5	0	0	3		1	
111019							102	575	0	0	202	34075	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
111026							102	750	201	60	202	44000	104311	5	0	0	0	0	104003	5	104013	10	0	0	3		1	
112037							102	475	0	0	202	31125	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
112038							102	675	0	0	202	44000	0	0	0	0	0	0	104003	5	104013	10	0	0	3		1	
112039							102	575	201	60	202	38100	104314	5	11416	1	0	0	104003	4	104013	8	0	0	3		1	
113000							102	600	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
113001							102	600	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
113002							102	600	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
113003							102	225	201	60	202	13925	104330	5	0	0	0	0	104002	6	104013	3	0	0	3		1	
113009							102	525	0	0	202	31125	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
113010							102	600	0	0	202	35475	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
113011							102	625	201	60	202	38100	104330	5	363329	1	0	0	104003	4	104013	8	0	0	3		1	
113006							102	500	0	0	202	31125	0	0	0	0	0	0	104003	4	104013	7	0	0	3		1	
113007							102	625	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
113008							102	625	201	60	202	38100	104336	5	363328	1	0	0	104003	4	104013	8	0	0	3		1	
113013							102	575	0	0	202	38100	0	0	0	0	0	0	104003	4	104013	8	0	0	3		1	
113014							102	750	0	0	202	49200	0	0	0	0	0	0	104003	6	104013	11	0	0	3		1	
113015							102	425	201	60	202	27825	104333	5	0	0	0	0	104003	3	104013	6	0	0	3		1	
100312							100213	1	0	0	0	0													3		1	
100467		2500	125				100011	5	100064	10	100017	5	100062	5											3		1	
100470		2500	125				104011	5	0	0	0	0													3		1	
170651							202	10000	104013	3	0	0													3		1	
120100							224	1																	3		1	
171811							202	20000	104003	2	220018	1													3		1	
141402							202	10000	104002	4	220020	1													3		1	
171812							202	30000	104003	3	220021	1													3		1	
170143							202	10000	104002	4															3		1	
170144							202	30000	104003	3															3		1	
179008							220027	1																	1602			1
172182							220036	1																	3		1	
170661							104003	3	202	30000															3		1	
170662							200900	1	221035	1	111023	10	111024	10	111025	10	111026	10							3		1	
172217							220039	1																	3		1	
172218							220040	1																	3		1	
172672							220043	10	104003	3	202	30000													3		1	
172673							220043	1																	3		1	
172238							202	10000	104002	4															3		1	
108008							101003	5	100028	5	100058	5													3		1	
171080							101734	1																	3		1	
171081							108149	1																	3		1	
171085							108149	1																	3		1	
171086							110006	1																	3		1	
171087							101782	1																	3		1	
171072							220048	1	110006	1															3		1	
171101							364212	1																	3		1	
173088							220066	1																	3		1	
173192							220055	1																	3		1	
179035							100085	5																	1602			1
179038							373348	1																	1602			1
119049							373349	1																	3		1	
172183							220033	1	372502	1															3		1	
179026							102	300	201	40	202	30000	104003	3	104013	3	364502	1							1602			1
179039							102	300	201	40	202	30000	104003	3	104013	3	364503	1							1602			1
171091							100831	1																	3		1	
113005							202	30000																	3		1	
173214							220053	1																	3		1	
173237							220071	1																	3		1	
173265							371234	1																	3		1	
173278							220069	1																	3		1	
173290							130025	3	130026	3	130027	3													3		1	
113017							108419	3	101214	3															3		1	
113018							112065	3	112066	3															3		1	
173805							109505	1	109506	1	109507	1	202	20000											3		1	
100469							102	100	201	20	202	5000	0	0	0	0	0	0	0	0	0	0	0	0	3		1	
120030							102	100	201	20	104012	3	0	0	0	0	0	0	0	0	0	0	0	0	3		1	
120031							102	100	201	20	104002	2	0	0	0	0	0	0	0	0	0	0	0	0	3		1	
122111							102	350	201	40	107006	1	0	0	0	0	0	0	0	0	0	0	0	0	3		1	
121003							102	150	201	20	57322	1	202	20000	0	0	0	0	0	0	0	0	0	0	3		1	
121004							102	400	201	50	107007	1	0	0	0	0	0	0	0	0	0	0	0	0	3		1	
121007							102	400	201	50	107007	1	0	0	0	0	0	0	0	0	0	0	0	0	3		1	
121009							102	150	201	20	109412	1	202	20000	0	0	0	0	0	0	0	0	0	0	3		1	
121015							102	100	201	20	104002	2	0	0	0	0	0	0	0	0	0	0	0	0	3		1	
121021							102	500	201	60	107007	1	0	0	0	0	0	0	0	0	0	0	0	0	3		1	
121020							102	250	201	30	202	30000	0	0	0	0	0	0	0	0	0	0	0	0	3		1	
121023							102	100	201	20	202	4000	0	0	0	0	0	0	0	0	0	0	0	0	3		1	
121024							102	250	201	30	104003	3	202	30000	0	0	0	0	0	0	0	0	0	0	3		1	
121022							102	200	201	30	59432	1	0	0	0	0	0	0	0	0	0	0	0	0	3		1	
121025							102	250	201	30	104002	6	0	0	0	0	0	0	0	0	0	0	0	0	3		1	
171005							102	450	201	50	202	200000	0	0	0	0	0	0	0	0	0	0	0	0	3		1	
171006							102	450	201	50	104003	2	202	30000	0	0	0	0	0	0	0	0	0	0	3		1	
171008							102	250	201	30	104003	2	104013	3	202	20000	0	0	0	0	0	0	0	0	3		1	
171012							102	500	201	60	104003	4	104013	6	202	60000	0	0	0	0	0	0	0	0	3		1	
171555							102	300	201	40	104003	2	202	10000	0	0	0	0	0	0	0	0	0	0	3		1	
171016							102	350	201	40	202	100000	0	0	0	0	0	0	0	0	0	0	0	0	3		1	
