台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	情绪模组ID	动作ID	眼睛表情路径	是否眨眼
110010207	110010208		1	153701				
110010208	110010209		1	1012				
110010209	110010210		1	153701				
110010210	110010211		1	153701				
110010211	110010212		1	153701				
110010212	110010213		1	1005				
110010213	110010214		1	153701				
110010214	110010215		1	153701				
110010215	110010216		1	1012				
110010216	110010217		1	153701				
110010217	110010218		1	1012				
110010218	110010219		1	1012				
110010219	110010220		1	153701				
110010220	110010221		1	1012				
110010221	110010222		1	153701				
110010222	110010223		1	1012				
110010223	110010224,110010225		1	1012				
110010224	110010226		2					
110010225	110010226		2					
110010226			1	153701				
110010301			1	1005				
110010302			1	1012				
110010303			1	1012				
110010304			1	1012				
110010401	110010402		1	1012				
110010402	110010403		1	154101				
110010403	110010404		1	1005				
110010404	110010405		2					
110010405	110010406		1	1005				
110010406	110010407		1	154101				
110010407	110010408		1	154101				
110010408	110010409		1	1012				
110010409	110010410		1	154101				
110010410	110010411		1	1012				
110010411	110010412		1	154101				
110010412	110010413		1	154101				
110010413	110010414		1	1012				
110010414	110010415		1	154101				
110010415	110010416		1	1012				
110010416	110010417		1	1012				
110010417	110010418		1	1012				
110010418	110010419		1	1012				
110010419	110010420		1	154101				
110010420	110010421		1	154101				
110010421	110010422,110010423		1	1005				
110010422	110010424		2					
110010423	110010424		2					
110010424	110010425		1	1012				
110010425	110010426		1	1012				
110010426	110010427		1	154101				
110010427	110010428		1	1012				
110010428	110010429		1	154101				
110010429	110010430		1	154101				
110010430	110010431		1	1012				
110010431	110010432		1	1012				
110010432	110010433		1	1005				
110010433			1	1005				
110020201	110020202		1	1012				
110020202	110020203		1	1005				
110020203	110020204		1	1012				
110020204	110020205		1	1005				
110020205	110020206		1	1012				
110020206	110020207		1	1012				
110020207	110020208		1	1005				
110020208	110020209		1	1012				
110020209			1	1012				
110020401			1	1012				
110020402			1	1012				
110020403			1	1012				
110020404			1	1012				
110020405			1	1012				
110020601			1	1012				
110020602			1	1005				
110020603			1	1012				
110020604			1	1012				
110020605			1	1012				
110020701	110020702,110020703		1	1012				
110020702	110020704		2					
110020703	110020704		2					
110020704	110020705		1	1012				
110020705	110020706,110020707		1	1005				
110020706	110020708		2					
110020707	110020708		2					
110020708	110020709		1	1005				
110020709	110020710		1	1012				
110020710	110020711		1	1012				
110020711	110020712		1	1012				
110020712	110020713		1	1005				
110020713	110020714		1	1012				
110020714	110020715,110020717		1	1012				
110020715	110020716		2					
110020716	110020719		1	1012				
110020717	110020718		2					
110020718	110020719		1	1012				
110020719	110020720		1	1012				
110020720			1	1012				
110030101			1	1012				
110030102			1	1005				
110030201	110030202		1	163001				
110030202	110030203		1	1012				
110030203	110030204		1	1005				
110030204	110030205		1	1012				
110030205	110030206		1	1012				
110030206	110030207		1	1012				
110030207	110030208		2					
110030208			1	1012				
110039901			1	163001				
110039801	110039802		1	1012				
110039802			1	1012				
110030401	110030402		1	163001				
110030402	110030403		1	163001				
110030403	110030404		2					
110030404	110030405		1	163001				
110030405	110030406		1	163001				
110030406	110030407		1	163001				
110030407	110030408		1	1012				
110030408	110030409		1	163001				
110030409	110030410		1	1005				
110030410	110030411,110030412		1	1012				
110030411	110030413		2					
110030412	110030413		2					
110030413	110030414		1	1012				
110030414	110030415		1	1005				
110030415	110030416		1	1012				
110030416	110030417,110030418		1	1005				
110030417	110030419		2					
110030418	110030419		2					
110030419			1	163001				
110040101			1	1005				
110040102			1	1012				
110040103			1	1012				
110040104			1	1005				
110040105			1	1005				
110040106			1	1012				
110040107			1	1005				
110040108			1	1012				
110040109			1	1012				
110040301	110040302		1	1012				
110040302	110040303,110040305		1	1005				
110040303	110040304		2					
110040304	110040307		1	1012				
110040305	110040306		2					
110040306	110040307		1	1012				
110040307	110040308		1	1012				
110040308	110040309		1	1005				
110040309	110040310		1	1005				
110040310	110040311		1	1012				
110040311	110040312		1	1012				
110040312	110040313,110040315		1	1005				
110040313	110040314		2					
110040314	110040317		1	1005				
110040315	110040316		2					
110040316	110040317		1	1005				
110040317	110040318		1	1012				
110040318	110040319		1	1012				
110040319	110040320		2					
110040320			1	1012				
110050101	110050102		1	163001				
110050102	110050103		1	153701				
110050103	110050104		1	163001				
110050104	110050105,110050106		1	153701				
110050105	110050107		2					
110050106	110050107		2					
110050107	110050108,110050110		1	1005				
110050108	110050109		2					
110050109	110050112		1	1005				
110050110	110050111		2					
110050111	110050112		1	1005				
110050112	110050113,110050115		1	1012				
110050113	110050114		2					
110050114	110050117		1	1012				
110050115	110050116		2					
110050116	110050117		1	1012				
110050117	110050118		1	153701				
110050118	110050119		1	1005				
110050119	110050120		1	153701				
110050120	110050121		1	163001				
110050121	110050122		1	153701				
110050122	110050123		1	153701				
110050123	110050124		1	1012				
110050124	110050125		2					
110050125	110050126		1	1005				
110050126	110050127		1	1012				
110050127	110050128		1	1012				
110050128	110050129		1	153701				
110050129			1	153701				
110050201	110050202		1	1012				
110050202	110050203		1	154101				
110050203	110050204		1	153701				
110050204	110050205		1	153701				
110050205	110050206		1	1012				
110050206	110050207		1	1005				
110050207	110050208		1	1012				
110050208	110050209,110050210		1	1005				
110050209	110050211		2					
110050210	110050211		2					
110050211			1	1005				
110050301	110050302		1	1012				
110050302	110050303		1	1012				
110050303	110050304		1	1012				
110050304			1	1012				
110059901			1	153701				
110059801	110059802		1	154101				
110059802			1	154101				
110059803	110059804		1	163101				
110059804			1	163101				
110059805			1	163001				
110059701			1	1012				
110059702			1	1005				
110059703			1	1005				
110059704			1	1005				
110059705			1	1005				
110059706			1	1005				
110050801	110050802		1	1012				
110050802	110050803		1	1012				
110050803	110050804		1	1005				
110050804	110050805		1	1012				
110050805			1	1012				
110059601			1	1012				
110051001	110051003		1	1012				
110051002	110051003		1	1012				
110051003	110051004		1	1012				
110051004	110051005,110051006		1	1012				
110051005	110051007		2					
110051006	110051007		2					
110051007			1	1005				
110059501			1	1012				
110051201	110051202		1	1012				
110051202	110051203		1	1012				
110051203	110051204		1	1005				
110051204	110051205		1	1012				
110051205	110051206,110051207		1	1005				
110051206	110051208		2					
110051207	110051208		2					
110051208	110051209		1	1012				
110051209	110051210		1	1012				
110051210	110051211		1	1005				
110051211	110051212		1	1012				
110051212	110051213		1	1012				
110051213	110051214		1	1005				
110051214	110051215		1	1012				
110051215			1	1005				
110051301	110051302,110051303		1	1012				
110051302			2					
110051303	110051304		2					
110051304	110051305		1	1012				
110051305	110051306		1	1012				
110051306	110051399		1	1012				
110051399			1	1012				
110051307	110051308		1	1012				
110051308			1	1012				
110051309			1	1012				
110051401	110051402		1	1005				
110051402	110051403		1	1005				
110051403	110051404		1	1012				
110051404			1	1012				
110051501	110051502,110051504		1	1012				
110051502	110051503		2					
110051503	110051506		1	1012				
110051504	110051505		2					
110051505	110051506		1	1012				
110051506	110051507		1	1012				
110051507	110051508		1	1012				
110051508	110051509		1	1005				
110051509	110051510		1	1012				
110051510	110051511		1	1005				
110051511	110051512		1	1012				
110051512	110051513		1	1012				
110051513	110051514,110051516		1	1012				
110051514	110051515		2					
110051515	110051518		1	1012				
110051516	110051517		2					
110051517	110051518		1	1012				
110051518			1	1012				
110051601	110051602		1	1012				
110051602			1	1012				
110051701	110051702		1	1012				
110051702			1	1012				
110051801	110051802		1	153701				
110051802	110051803		1	153701				
110051803	110051804		1	153701				
110051804	110051805		1	153701				
110051805	110051806		1	1012				
110051806	110051807		1	154101				
110051807	110051808		1	154101				
110051808	110051809		1	153701				
110051809	110051810		1	1012				
110051810	110051811		1	153701				
110051811	110051812		1	153701				
110051812	110051813		1	1012				
110051813	110051814		1	1012				
110051814	110051815		1	1012				
110051815	110051816		1	154101				
110051816	110051817		1	163101				
110051817	110051818		1	1012				
110051818	110051819		1	1012				
110051819	110051820		1	1005				
110051820	110051821		1	163001				
110051821	110051822		1	163001				
110051822	110051823		1	163001				
110051823	110051824		2					
110051824	110051825		1	163001				
110051825	110051826		1	1012				
110051826	110051827		1	163001				
110051827	110051828		1	1012				
110051828	110051829		1	1012				
110051829			1	163001				
110051830			1	1005				
110051901	110051902		1	1012				
110051902	110051903		1	1005				
110051903	110051904		1	1005				
110051904	110051905		2					
110051905	110051906		1	1012				
110051906	110051907		1	1012				
110051907	110051908		1	1012				
110051908	110051909		1	1005				
110051909	110051910		1	1012				
110051910	110051911		1	1012				
110051911	110051912,110051914		1	1012				
110051912	110051913		2					
110051913	110051916		1	1012				
110051914	110051915		2					
110051915	110051916		1	1012				
110051916			1	1012				
111000101	111000102,111000104		1	1005				
111000102	111000103		2					
111000103	111000106		1	1005				
111000104	111000105		2					
111000105	111000106		1	1005				
111000106	111000107		1	1005				
111000107			1	1005				
111000301	111000302		1	1005				
111000302	111000303		1	1005				
111000303	111000304,111000305		1	1005				
111000304	111000306		2					
111000305	111000306		2					
111000306	111000307		1	1005				
111000307			1	1005				
111001001	111001002		1	1005				
111001002	111001003		1	10202				
111001003	111001004,111001007		1	10202				
111001004	111001005		2					
111001005	111001006		1	1005				
111001006	111001010		1	10202				
111001007	111001008		2					
111001008	111001009		1	1005				
111001009	111001010		1	10202				
111001010	111001011		1	10202				
111001011	111001012		1	10202				
111001012	111001013		1	1005				
111001013	111001014		1	10202				
111001014			1	10202				
111000401	111000402		1	10217				
111000402	111000403		1	10217				
111000403	111000404	1	2					
111000404	111000405		1	10217				
111000405	111000406		1	10217				
111000406	111000407		1	10217				
111000407	111000408		1	10217				
111000408			1	10217				
111000501	111000502		1	10219				
111000502	111000503	1	2					
111000503	111000504		1	10219				
111000504	111000505		1	10219				
111000505	111000506		1	10219				
111000506	111000507		1	10219				
111000507			1	10219				
111000601	111000602		1	10218				
111000602	111000603	1	2					
111000603	111000604		1	10218				
111000604	111000605		1	10218				
111000605			1	10218				
111000801	111000802		1	10202				
111000802	111000803	1	2					
111000803	111000804		1	10202				
111000804	111000805		1	10202				
111000805	111000806		1	10202				
111000806	111000807		1	1005				
111000807	111000808		1	10202				
111000808	111000809		1	1005				
111000809	111000810,111000811		1	10202				
111000810	111000814		2					
111000811	111000812		2					
111000812	111000813		1	1005				
111000813	111000814		1	10202				
111000814	111000815		1	10202				
111000815	111000816		1	1005				
111000816	111000817,111000819,111000821		1	10202				
111000817	111000818		2					
111000818	111000824		1	10202				
111000819	111000820							
111000820	111000824		1	10202				
111000821	111000822		2					
111000822	111000823		1	1005				
111000823	111000824		1	10202				
111000824	111000825		1	10202				
111000825	111000826		1	10202				
111000826	111000827		1	1005				
111000827	111000828		1	10202				
111000828	111000829,111000830		1	1005				
111000829	111000831		2					
111000830	111000831		2					
111000831	111000832		1	1005				
111000832	111000833		1	1005				
111000833	111000834,111000835		1	1005				
111000834	111000836		2					
111000835	111000836		2					
111000836	111000837,111000838		1	1005				
111000837	111000839		2					
111000838	111000839		2					
111000839	111000840		1	1005				
111000840			1	1005				
111010201	111010202		1	1625				
111010202	111010203		1	10202				
111010203	111010204		1	1625				
111010204	111010205,111010206		1	1005				
111010205	111010207		2					
111010206	111010207		2					
111010207	111010208		1	1005				
111010208	111010209,111010211		1	1005				
111010209	111010210		2					
111010210	111010214,111010216,111010218		1	1005				
111010211	111010212		2					
111010212	111010213		1	1005				
111010213	111010214,111010216,111010218		1	1005				
111010214	111010215		2					
111010215	111010220		1	1005				
111010216	111010217		2					
111010217	111010220		1	1005				
111010218	111010219		2					
111010219	111010220		1	1005				
111010220	111010221		1	1005				
111010221			1	1005				
111010222	111010223		1	1005				
111010223	111010224		1	1625				
111010224			1	1625				
111010301	111010302		1	1005				
111010302	111010401		1	1005				
111010401	111010402		1	1005				
111010402			1	1005				
111011001			1	1005				
111011101	111011102	1	2					
111011102	111011103		1	1005				
111011103	111011104		1	1005				
111011104			1	1005				
111011201	111011202	1	2					
111011202	111011203		1	1005				
111011203	111011204		1	1005				
111011204			1	1005				
111011301	111011302	1	2					
111011302	111011303		1	1005				
111011303	111011304		1	1005				
111011304			1	1005				
111011401	111011402	1	2					
111011402	111011403		1	1005				
111011403	111011404		1	1005				
111011404	111011405,111011406		1	1005				
111011405	111011407		2					
111011406	111011407		2					
111011407	111011408		1	1005				
111011408	111011409		1	1005				
111011409			1	1005				
111010501	111010502		1	10202				
111010502	111010503		1	10202				
111010503	111010504		1	10202				
111010504	111010505		1	20025				
111010505	111010506		1	1005				
111010506			1	1005				
111010701	111010702		1	10202				
111010702	111010703		1	10202				
111010703	111010704,111010705		1	1005				
111010704	111010706		2					
111010705	111010706		2					
111010706	111010707		1	1005				
111010707	111010708		1	1005				
111010708	111010709		1	10202				
111010709	111010710		1	10202				
111010710	111010711		1	1005				
111010711	111010712		1	10202				
111010712	111010713		1	1005				
111010713			1	1005				
111020101	111020102		1	1005				
111020102			1	1005				
111020104			1	1005				
111020201	111020202		1	10204				
111020202	111020203		1	10204				
111020203	111020204		1	1005				
111020204	111020205		1	1005				
111020205	111020206		1	10204				
111020206	111020207,111020208		1	1005				
111020207	111020209		2					
111020208	111020209		2					
111020209	111020210		1	1005				
111020210	111020211		1	1005				
111020211	111020212		1	1005				
111020212	111020213,111020214		1	10204				
111020213	111020215		2					
111020214	111020215		2					
111020215	111020216		1	10204				
111020216	111020217		1	10204				
111020217	111020218		1	10204				
111020218	111020219		1	1005				
111020219	111020220		1	10204				
111020220	111020221		1	1005				
111020221	111020222		1	10204				
111020222	111020223		1	1005				
111020223	111020224		1	10204				
111020224			1	10204				
111020230	111020231		1	1005				
111020231	111020232		1	10204				
111020232			1	10204				
111020401	111020402		1	1005				
111020402	111020403		1	10204				
111020403			1	10204				
111020410	111020411		1	1005				
111020411	111020412		1	1005				
111020412	111020413		1	10204				
111020413			1	1005				
111020601	111020602		1	10204				
111020602	111020603		1	10204				
111020603	111020604		1	1005				
111020604	111020605		1	10204				
111020605	111020606		1	1005				
111020606	111020607		1	10204				
111020607	111020608		1	10204				
111020608	111020609		1	1005				
111020609	111020610		1	10204				
111020610	111020611		1	1005				
111020611	111020612		1	1005				
111020612	111020613		1	10204				
111020613	111020614,111020615		1	10204				
111020614	111020616		2					
111020615	111020616		2					
111020616	111020617		1	1005				
111020617	111020618		1	1005				
111020618	111020619		1	10204				
111020619	111020620		1	1005				
111020620	111020621		1	10204				
111020621	111020622		1	10204				
111020622	111020623		1	10204				
111020623	111020624		1	10204				
111020624	111020625,111020626		1	1005				
111020625	111020627		2					
111020626	111020627		2					
111020627	111020628		1	10204				
111020628	111020629		1	1005				
111020629	111020630		1	1005				
111020630	111020631		1	10204				
111020631	111020632		1	10204				
111020632			1	10204				
111020640			1	1005				
111020641			1	1005				
111030101	111030102		1	10201				
111030102	111030103		1	1005				
111030103	111030104	1	2					
111030104	111030105		1	10201				
111030105	111030106		1	10201				
111030106	111030107		1	1005				
111030107	111030108		1	10201				
111030108	111030109		1	1005				
111030109	111030110		1	10201				
111030110	111030111		1	10201				
111030111	111030112		1	1005				
111030112	111030113		1	10201				
111030113	111030114,111030116		1	10201				
111030114	111030115		2					
111030115			1	10201				
111030116	111030117		2					
111030117			1	10201				
111030130			1	1005				
111030201	111030202		1	1005				
111030202	111030203		1	1005				
111030203			1	1005				
111030301	111030302		1	1005				
111030302	111030330		1	1005				
111030330	111030303		1	1005				
111030303	111030304		1	1005				
111030304	111030305,111030306		1	1005				
111030305	111030308		2					
111030306	111030307		2					
111030307	111030308		1	1005				
111030308	111030309		1	1005				
111030309	111030310		1	1005				
111030310	111030311		1	1005				
111030311	111030312		1	1005				
111030312	111030313		1	1005				
111030313	111030314		1	1005				
111030314	111030315		1	1005				
111030315	111030316		1	1005				
111030316	111030317		1	1005				
111030317	111030318		1	1005				
111030318	111030319		1	1005				
111030319	111030320,111030321		1	1005				
111030320	111030322		2					
111030321	111030322		2					
111030322	111030323		1	1005				
111030323	111030324		1	1005				
111030324	111030325		1	1005				
111030325	111030326		1	1005				
111030326			1	1005				
111030501	111030502		1	10204				
111030502	111030503		1	10204				
111030503	111030504	1	2					
111030504	111030505		1	1005				
111030505	111030506		1	10204				
111030506	111030507		1	10204				
111030507	111030508		1	10204				
111030508	111030509		1	10204				
111030509	111030510		1	10204				
111030510	111030511		1	10204				
111030511	111030512		1	10204				
111030512	111030513		1	1005				
111030513	111030514		1	10204				
111030514	111030515		1	10204				
111030515	111030516		1	1005				
111030516	111030517		1	10204				
111030517	111030518		1	10204				
111030518	111030519		1	10204				
111030519	111030520		1	10204				
111030520	111030521,111030522		1	10204				
111030521	111030523		2					
111030522	111030523		2					
111030523	111030524		1	10204				
111030524			1	1005				
111030601	111030602		1	1005				
111030602	111030603	1	2					
111030603	111030604		1	1005				
111030604	111030605	1	2					
111030605	111030606		1	1005				
111030606	111030607	1	2					
111030607	111030608		1	1005				
111030608	111030609	1	2					
111030609			1	1005				
111030620			1	1005				
111030701	111030702		1	1005				
111030702	111030703		1	10204				
111030703	111030704		1	10204				
111030704	111030705		1	10203				
111030705	111030706,111030709		1	10203				
111030706	111030707		2					
111030707	111030708		1	10203				
111030708	111030712		1	10203				
111030709	111030710		2					
111030710	111030711		1	10203				
111030711	111030712		1	10203				
111030712	111030713		1	10203				
111030713	111030714		1	10203				
111030714	111030715,111030716		1	1005				
111030715	111030717		2					
111030716	111030717		2					
111030717	111030718		1	10203				
111030718			1	1005				
111030901	111030902,111030904		1	10203				
111030902	111030903		2					
111030903	111030906		1	10203				
111030904	111030905		2					
111030905	111030906		1	10203				
111030906	111030907		1	10203				
111030907	111030908		1	10203				
111030908	111030909		1	1005				
111030909	111030910		1	10204				
111030910	111030911		1	10204				
111030911	111030912		1	10203				
111030912	111030913		1	1005				
111030913	111030914,111030915		1	10203				
111030914	111030916		2					
111030915	111030916		2					
111030916	111030917		1	10203				
111030917	111030918		1	1005				
111030918	111030919		1	10203				
111030919	111030920		1	10203				
111030920	111030921		1	10203				
111030921	111030922		1	10203				
111030922	111030923		1	1005				
111030923	111030924		1	10203				
111030924	111030925		1	1005				
111030925	111030926		1	10203				
111030926	111030927		1	10203				
111030927	111030928		1	10204				
111030928	111030929		1	10203				
111030929	111030930		1	1005				
111030930			1	1005				
111031001	111031002		1	1005				
111031002	111031003		1	2208				
111031003	111031004,111031005		1	2208				
111031004	111031006		2					
111031005	111031006		2					
111031006	111031007		1	2208				
111031007	111031008		1	2208				
111031008	111031009		1	1005				
111031009	111031010		1	2208				
111031010	111031011		1	1005				
111031011	111031019		1	1005				
111031019	111031012		1	1005				
111031012	111031013		1	1005				
111031013	111031014		1	1005				
111031014	111031015,111031016		1	1005				
111031015	111031017		2					
111031016	111031017		2					
111031017			1	1005				
111031101	111031102		1	1005				
111031102	111031103		1	1005				
111031103	111031104		1	10204				
111031104	111031105		1	2091				
111031105	111031106		1	10204				
111031106	111031107		1	2091				
111031107	111031108		1	1005				
111031108	111031109		1	10204				
111031109	111031110		1	10204				
111031110	111031111		1	1005				
111031111	111031112		1	10204				
111031112	111031113		1	10204				
111031113	111031114,111031115		1	10204				
111031114	111031116		2					
111031115	111031116		2					
111031116			1	1005				
111002301			1	10202				
111002001			1	10217				
111002101			1	10219				
111002201			1	10218				
111012301			1	10202				
111022001			1	10217				
111022101			1	10219				
111022201			1	10218				
111022301			1	10202				
111022401			1	10204				
111032001			1	10201				
111030801			1	10202				
111030802			1	10202				
111030803			1	10217				
111030804			1	10219				
111030805			1	10218				
111030810	111030811		1	10210				
111030811			1	1005				
111032401			1	10911				
111032501			1	10912				
